"","X","county","year","dem.vote","dem.vote.perc","rep.vote","rep.vote.perc","oth.vote","oth.vote.perc","num.diff","perc.diff","winning.party","winner","turnout","turnout.perc","total.voting.age","dem.change","rep.change","oth.change","turnout.change","swing.num","swing.perc","swing.turnout","swing.turnout.perc","dem.wins","mostly.dem","dem.2016","most.turnout.drop","most.turnout.drop.1","use.machines.prop","machine.most.used","all.machines","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","X._collegedegreepersons25._2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010"
"266",266,"Portage",2004,21861,56.1099561099561,16546,42.4681091347758,554,1.42193475526809,-5315,-13.6418469751803,"Dem","Kerry",38961,69.1558095779048,56338,2.9642215127997,3.32711387411229,-6.29133538691201,9.23177961588981,-587,0.362892361312596,5201,9.23177961588981,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",0.407407407407407,"ES&S","Some or no optical scanners","46378","82.20%","18,524","17,310",2289,"38,123",1214,"-16.09%","4.18%","253.79%","-3.09%","48.59%","45.41%","6.00%","1.29%",1,0,1,"22,075","16,615","647","39,337","56.12%","42.24%","1.64%","1.28%",1,1,70482,56456,70019,19.9,94.7,0.7,395,92.2,52053,4404,27.5,15525,11.8,131.7,2.6,50996,87.4
"267",267,"Price",2004,4349,49.6291224466507,4312,49.2068926166838,102,1.16398493666553,-37,-0.422229829966909,"Dem","Kerry",8763,76.7002188183807,11425,6.59003039116519,-2.94947560525821,-3.64055478590698,7.29102844638949,-760,-9.53950599642341,833,7.2910284463895,3,"Mostly Dem","Rep2016","Little turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","8848","85.44%","2,671","4,562",327,"7,560",-1891,"-31.28%","17.46%","151.54%","-4.32%","35.33%","60.34%","4.33%","0.26%",0,1,2,"3,887","3,884","130","7,901","49.20%","49.16%","1.65%","0.26%",1,2,13675,11227,14159,17.9,96.8,0.5,56,95.5,10722,505,15.3,1718,21.2,191,5.5,42644,11.3
"268",268,"Racine",2004,48229,47.4839764101251,52456,51.6456792919099,884,0.87034429796493,4227,4.16170288178479,"Rep","Bush",101569,68.8533369487849,147515,0.71303171873933,2.11661835678361,-2.82965007552294,8.61200555875674,1776,1.40358663804428,12704,8.61200555875674,2,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","115618","81.02%","42,506","46,620",4552,"93,678",-4114,"-19.81%","-5.53%","351.14%","-9.37%","45.37%","49.77%","4.86%","3.18%",0,1,2,"53,008","49,347","1,009","103,364","51.28%","47.74%","0.98%","3.37%",1,2,195163,148129,195408,24.1,84.4,11.6,17183,73.5,108875,39254,23,34070,2.8,6.3,3.3,54090,587.7
"269",269,"Richland",2004,4501,47.7813163481953,4836,51.3375796178344,83,0.881104033970276,335,3.55626326963906,"Rep","Bush",9420,67.7990499496185,13894,1.5133795340147,3.17647989517673,-4.68985942919143,8.11141499928026,178,1.66310036116203,1127,8.11141499928026,2,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","9924","80.23%","3,577","4,021",364,"7,962",-444,"-28.01%","12.54%","222.12%","-8.01%","44.93%","50.50%","4.57%","0.27%",0,1,2,"4,969","3,573","113","8,655","57.41%","41.28%","1.31%","0.28%",1,2,17662,13688,18021,22.5,97.5,0.6,82,95.4,13058,630,15,2053,20.7,159,5.7,45271,30.7
"270",270,"Rock",2004,46598,57.9008188471527,33151,41.1921122280346,730,0.907068924812684,-13447,-16.708706619118,"Dem","Kerry",80479,66.7820097917185,120510,0.415448697729339,2.17870389896243,-2.59415259669178,8.36030204962244,-442,1.76325520123309,10075,8.36030204962244,5,"Mostly Dem","Dem2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","92058","81.52%","39,336","31,483",4224,"75,043",7853,"-20.08%","3.17%","342.77%","-7.00%","52.42%","41.95%","5.63%","2.55%",1,0,1,"49,219","30,517","954","80,690","61.00%","37.82%","1.18%","2.63%",1,1,161188,122503,160331,24,91,5.1,6248,83.9,102780,19723,19.4,23766,5.2,16.5,4.2,49435,223.3
"271",271,"Rusk",2004,3820,48.1897312980951,3985,50.2712249274631,122,1.53904377444178,165,2.08149362936798,"Rep","Bush",7927,68.9904264577894,11490,5.27634547132347,-0.746966764092697,-4.52937870723077,4.88250652741515,-432,-6.02331223541616,561,4.88250652741514,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.0303030303030303,"ES&S","Some or no optical scanners","8218","85.53%","2,171","4,564",294,"7,029",-2393,"-36.09%","24.16%","149.15%","-2.25%","30.89%","64.93%","4.18%","0.24%",0,0,2,"3,397","3,676","118","7,191","47.24%","51.12%","1.64%","0.23%",0,2,14333,11280,14755,21.3,97.5,0.6,68,96.1,10840,440,14.3,1613,24.6,160.2,6,38658,16.2
"272",272,"Sauk",2004,15708,51.6421737843969,14415,47.3912614656278,294,0.966564749975343,-1293,-4.2509123187691,"Dem","Kerry",30417,64.1330016024289,47428,0.829403348190588,2.22695319758895,-3.05635654577954,10.0446993337269,156,1.39754984939836,4764,10.0446993337269,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","37195","91.00%","16,050","15,871",1927,"33,848",179,"-14.34%","23.63%","445.89%","6.02%","47.42%","46.89%","5.69%","1.15%",1,0,1,"18,736","12,838","353","31,927","58.68%","40.21%","1.11%","1.04%",1,2,63379,48675,61976,23.2,95.9,0.8,389,91.7,44635,4040,21,10222,11,114.6,3.8,52140,74.6
"273",273,"Sawyer",2004,4411,46.6624352057548,4951,52.3749074367925,91,0.96265735745266,540,5.71247223103776,"Rep","Bush",9453,71.3864975079293,13242,3.75011384615649,1.23547136108765,-4.98558520724413,12.7322156773901,-99,-2.51464248506884,1686,12.7322156773901,2,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","10872","71.44%","2,846","4,625",296,"7,767",-1779,"-36.56%","4.12%","205.15%","-13.94%","36.64%","59.55%","3.81%","0.26%",0,1,2,"4,486","4,442","97","9,025","49.71%","49.22%","1.07%","0.29%",1,2,16437,13117,16557,20.2,78.8,0.6,79,77.6,10179,2938,22,2886,3.5,129.3,3.5,39904,13.2
"274",274,"Shawano",2004,8657,41.2257726558408,12150,57.8598980903853,192,0.914329253773989,3493,16.6341254345445,"Rep","Bush",20999,64.6043563869062,32504,-0.44326103159888,3.61914367352449,-3.17588264192561,10.4479448683239,1280,4.06240470512337,3396,10.4479448683239,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.5,"ES&S","Some or no optical scanners","23630","83.36%","6,056","12,742",899,"19,697",-6686,"-32.71%","15.61%","249.81%","-2.87%","30.75%","64.69%","4.56%","0.67%",0,0,2,"9,000","11,022","257","20,279","44.38%","54.35%","1.27%","0.66%",0,2,41579,32473,41949,21.9,88.9,0.4,130,87.3,28349,4124,15.3,4968,6.9,218.3,5.5,46559,47
"275",275,"Sheboygan",2004,27608,44.084630738523,34458,55.022754491018,559,0.892614770459082,6850,10.938123752495,"Rep","Bush",62625,70.8860616213524,88346,1.38794046117291,1.31358255572694,-2.70152301689984,8.40332329703666,771,-0.0743579054459715,7424,8.40332329703665,0,"Mostly Rep","Rep2016","Little turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","69523","83.84%","22,636","32,368",3286,"58,290",-9732,"-18.92%","-5.00%","397.13%","-6.96%","38.83%","55.53%","5.64%","1.98%",0,0,2,"27,918","34,072","661","62,651","44.56%","54.38%","1.06%","2.04%",0,2,115290,88773,115507,23,91.5,1.7,1509,86.2,76523,12251,22.4,19885,6.2,50.7,3.5,52920,225.9
"276",276,"St. Croix",2004,18784,44.9002031791562,22679,54.210589219553,372,0.889207601290785,3895,9.3103860403968,"Rep","Bush",41835,67.3682345931497,62099,1.24326253683799,3.33257626635811,-4.57583880319609,19.13235317799,1732,2.08931372952012,11881,19.13235317799,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.848484848484849,"ES&S","Mostly optical scanners","55099","84.97%","17,496","26,123",3200,"46,819",-8627,"-12.12%","2.43%","294.09%","1.29%","37.37%","55.80%","6.83%","1.59%",0,0,1,"19,910","25,503","812","46,225","43.07%","55.17%","1.76%","1.51%",0,2,86759,63855,84345,26.4,96.5,0.7,447,94.6,60406,3448,33,21072,17.5,135.1,2,68426,116.8
"277",277,"Taylor",2004,3829,40.1236508435502,5582,58.4931363302945,132,1.3832128261553,1753,18.3694854867442,"Rep","Bush",9543,60.8881515982901,15673,3.93592842362142,-0.203482886787384,-3.73244553683403,3.51560007656479,-271,-4.1394113104088,551,3.51560007656479,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.222222222222222,"ES&S","Some or no optical scanners","10989","85.69%","2,398","6,589",430,"9,417",-4191,"-36.27%","17.64%","190.54%","-1.00%","25.46%","69.97%","4.57%","0.32%",0,0,2,"3,763","5,601","148","9,512","39.56%","58.88%","1.56%","0.31%",0,2,20540,15651,20689,23.8,98.1,0.4,63,96.7,15135,516,13.6,2129,29.3,241.8,6.4,44869,21.2
"278",278,"Trempealeau",2004,8075,57.4242639738302,5878,41.8005973545726,109,0.775138671597212,-2197,-15.6236666192576,"Dem","Kerry",14062,63.7472233555465,22059,2.54260716909646,0.692773554441111,-3.23538072353757,8.58606464481617,-521,-1.84983361465535,1894,8.58606464481617,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.115384615384615,"ES&S","Some or no optical scanners","16077","84.47%","5,645","7,370",566,"13,581",-1725,"-25.77%","29.14%","234.91%","0.74%","41.57%","54.27%","4.17%","0.46%",0,1,2,"7,605","5,707","169","13,481","56.41%","42.33%","1.25%","0.44%",1,2,29509,22309,28816,24.4,97.5,0.4,89,91.7,20457,1852,17.5,3904,11,229.3,4.7,49143,39.3
"279",279,"Vernon",2004,7924,53.3782418322668,6774,45.6315257662513,147,0.99023240148198,-1150,-7.74671606601549,"Dem","Kerry",14845,67.3273164315842,22049,2.95659203159212,2.05593545653032,-5.01252748812244,8.16817089210394,-257,-0.900656575061802,1801,8.16817089210395,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.03125,"Dominion","Some or no optical scanners","16913","83.92%","6,351","6,994",848,"14,193",-643,"-21.05%","17.70%","199.65%","-0.53%","44.75%","49.28%","5.97%","0.48%",0,1,2,"8,044","5,942","283","14,269","56.37%","41.64%","1.98%","0.47%",1,2,30362,22498,29773,25.9,98,0.4,90,96.6,21733,765,19.5,4387,28.4,241.5,4.1,45488,37.6
"280",280,"Vilas",2004,5713,40.801314097986,8155,58.2416797600343,134,0.957006141979717,2442,17.4403656620483,"Rep","Bush",14002,78.9156286986417,17743,2.60946212590355,1.77357393305814,-4.38303605896169,9.46852279772304,190,-0.83588819284541,1680,9.46852279772305,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","16120","83.46%","4,769","8,169",515,"13,453",-3400,"-19.86%","5.42%","262.68%","-2.81%","35.45%","60.72%","3.83%","0.46%",0,0,2,"5,951","7,749","142","13,842","42.99%","55.98%","1.03%","0.45%",0,2,21398,17739,21430,17.1,87,0.3,53,86,15255,2483,24.1,4275,6.1,286.7,3.1,40833,25
"281",281,"Walworth",2004,19177,39.5842794038724,28754,59.3526813359204,515,1.06303926020724,9577,19.7684019320481,"Rep","Bush",48446,61.4430479282661,78847,1.29271778441514,2.54809386249117,-3.84081164690631,10.1310132281507,2087,1.25537607807603,7988,10.1310132281507,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","61083","82.79%","18,706","28,848",3016,"50,570",-10142,"-17.05%","-0.54%","304.83%","-3.31%","36.99%","57.05%","5.96%","1.72%",0,0,2,"22,552","29,006","745","52,303","43.12%","55.46%","1.42%","1.70%",0,2,103527,80440,102228,22.3,96.1,1.2,965,85.9,69098,11342,26.2,21075,6.1,71.6,2.8,54020,184.2
"282",282,"Washburn",2004,4705,49.179471098568,4762,49.7752691543849,100,1.04525974704714,57,0.595798055816871,"Rep","Bush",9567,75.1708965192111,12727,3.25032255910249,1.1487930822904,-4.39911564139288,11.9588276891648,-160,-2.10152947681209,1522,11.9588276891648,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.04,"Dominion","Some or no optical scanners","10869","83.35%","3,283","5,404",372,"9,059",-2121,"-26.17%","15.00%","163.83%","-2.46%","36.24%","59.65%","4.11%","0.31%",0,0,2,"4,447","4,699","141","9,287","47.88%","50.60%","1.52%","0.30%",0,2,15694,12602,15911,19.7,96.1,0.5,63,94.9,11960,643,20.3,2558,18.6,189.8,3.9,41924,20
"283",283,"Washington",2004,21234,29.3016131480536,50641,69.8814632867374,592,0.816923565208992,29407,40.5798501386838,"Rep","Bush",72467,72.1869147706897,100388,-0.195879198719023,2.85547488056272,-2.6595956818437,11.0122723831534,6360,3.05135407928174,11055,11.0122723831534,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","88038","86.61%","20,854","51,729",3663,"76,246",-30875,"-9.98%","-5.54%","351.66%","-3.17%","27.35%","67.84%","4.80%","2.59%",0,0,1,"23,166","54,765","811","78,742","29.42%","69.55%","1.03%","2.57%",0,2,133251,102204,131887,23.3,96.3,1,1022,93.7,95765,6439,27.6,28208,14.9,93.7,2.6,66159,306.2
"284",284,"Waukesha",2004,73626,31.9608617703364,154926,67.2529876759723,1811,0.786150553691348,81300,35.2921259056359,"Rep","Bush",230363,77.2643879402581,298149,0.390775285017284,1.92024989042837,-2.31102517544566,8.93144032010841,12514,1.52947460541108,26629,8.9314403201084,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","274401","86.10%","79,199","145,519",11551,"236,269",-66320,"0.53%","-10.61%","406.85%","-3.11%","33.52%","61.59%","4.89%","8.02%",0,0,1,"78,779","162,798","2,279","243,856","32.31%","66.76%","0.93%","7.95%",0,2,395118,305426,389891,22.7,93.9,1.4,4276,89.8,274273,31153,40.2,122781,8.8,64.1,1.5,75850,709.4
"285",285,"Waupaca",2004,10792,40.0088974568103,15941,59.0976495884926,241,0.893452954697116,5149,19.0887521316824,"Rep","Bush",26974,66.2898429628173,40691,1.47618389778552,2.17781096368995,-3.65399486147549,10.2479663807722,956,0.701627065904425,4170,10.2479663807722,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.352941176470588,"Dominion","Some or no optical scanners","30088","84.72%","8,303","16,013",1175,"25,491",-7710,"-28.29%","14.36%","351.92%","-1.35%","32.57%","62.82%","4.61%","0.87%",0,0,2,"11,578","14,002","260","25,840","44.81%","54.19%","1.01%","0.84%",0,2,52066,40820,52410,21.6,97.6,0.4,163,95,38779,2041,16.6,6776,19,237.5,5,50822,70.1
"286",286,"Waushara",2004,5257,42.9283031193859,6888,56.2469377756002,101,0.824759105013882,1631,13.3186346562143,"Rep","Bush",12246,61.9830945993825,19757,1.56413450111894,1.88511107770793,-3.44924557882687,10.1128713873564,299,0.320976576588983,1998,10.1128713873564,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.08,"Dominion","Some or no optical scanners","13715","87.21%","3,802","7,669",490,"11,961",-3867,"-28.73%","16.87%","224.50%","-0.72%","31.79%","64.12%","4.10%","0.41%",0,0,2,"5,335","6,562","151","12,048","44.28%","54.47%","1.25%","0.39%",0,2,24178,19584,24496,19,95.6,2.1,411,90,17626,1958,14.3,2801,9,42.9,6,43070,39.1
"287",287,"Winnebago",2004,40943,46.2131473204208,46542,52.5328457266694,1111,1.25400695290984,5599,6.31969840624858,"Rep","Bush",88596,67.1283527807244,131980,1.545692010221,2.15166801899324,-3.69736002921424,9.48325503864223,1252,0.605976008772245,12516,9.48325503864222,2,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","103174","83.25%","37,054","43,447",5391,"85,892",-6393,"-18.47%","3.15%","236.52%","-3.68%","43.14%","50.58%","6.28%","2.92%",0,1,2,"45,449","42,122","1,602","89,173","50.97%","47.24%","1.80%","2.91%",1,2,169511,133744,166994,21.1,93.1,1.9,2541,89.8,120102,13642,25.5,34105,8.8,47.3,2.9,51010,384.3
"288",288,"Wood",2004,18950,47.2910583713908,20592,51.3887849067905,529,1.32015672181877,1642,4.09772653539967,"Rep","Bush",40071,69.2503110742431,57864,2.72854613739285,1.60550144156297,-4.33404757895581,7.44849993087239,-225,-1.12304469582988,4310,7.44849993087239,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.882352941176471,"Dominion","Mostly optical scanners","43433","86.83%","14,232","21,502",1978,"37,712",-7270,"-23.41%","9.13%","221.63%","-3.05%","37.74%","57.02%","5.25%","1.28%",0,0,1,"18,581","19,704","615","38,900","47.77%","50.65%","1.58%","1.27%",0,1,73608,57414,74749,22,95.5,0.7,402,93.3,53567,3847,18.8,10794,13.9,133.3,4.3,47685,94.2
"289",289,"Adams",2000,4826,52.9398859148749,3920,43.0013163668276,370,4.0587977182975,-906,-9.93856954804738,"Dem","Gore",9116,52.2107674684994,17460,NA,NA,NA,NA,NA,NA,NA,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.368421052631579,"Dominion","Some or no optical scanners","11892","84.99%","3,780","5,983",344,"10,107",-2203,"-31.79%","28.83%","240.59%","-1.75%","37.40%","59.20%","3.40%","0.34%",0,1,2,"5,542","4,644","101","10,287","53.87%","45.14%","0.98%","0.34%",1,2,20215,17142,20875,15.2,94,3.2,549,90.7,15548,1594,12.1,2074,9.8,28.3,7.3,44897,32.3
"290",290,"Ashland",2000,4356,55.2091254752852,3038,38.5044359949303,496,6.28643852978454,-1318,-16.7046894803549,"Dem","Gore",7890,63.680387409201,12390,NA,NA,NA,NA,NA,NA,NA,NA,5,"Mostly Dem","Dem2016",NA,"Large turnout change 2016",0.0625,"Dominion","Some or no optical scanners","9844","80.52%","4,136","3,428",362,"7,926",708,"-23.39%","21.56%","136.60%","-5.33%","52.18%","43.25%","4.57%","0.27%",1,0,1,"5,399","2,820","153","8,372","64.49%","33.68%","1.83%","0.27%",1,1,16103,12464,16157,22.6,84.7,0.5,62,83.5,10407,2057,21.7,2705,5.1,167,3.6,38550,15.5
"291",291,"Barron",2000,8928,44.8553054662379,9848,49.4774919614148,1128,5.66720257234727,920,4.62218649517685,"Rep","Bush",19904,55.4166550658463,35917,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.228571428571429,"Dominion","Some or no optical scanners","26333","85.50%","7,881","13,595",1038,"22,514",-5714,"-27.63%","18.81%","189.14%","-0.78%","35.00%","60.38%","4.61%","0.76%",0,0,2,"10,890","11,443","359","22,692","47.99%","50.43%","1.58%","0.74%",0,2,45455,35591,45870,21.7,96.1,1.1,392,94.1,33491,2100,16.2,5766,15.9,85.5,5.2,44054,53.2
"292",292,"Bayfield",2000,4427,53.6021310085967,3266,39.5447390725269,566,6.85312991887638,-1161,-14.0573919360697,"Dem","Gore",8259,67.453446586083,12244,NA,NA,NA,NA,NA,NA,NA,NA,5,"Mostly Dem","Dem2016",NA,"Little turnout change 2016",0.428571428571429,"Dominion","Some or no optical scanners","11299","84.00%","4,953","4,125",413,"9,491",828,"-17.90%","14.39%","177.18%","-3.03%","52.19%","43.46%","4.35%","0.32%",1,0,1,"6,033","3,606","149","9,788","61.64%","36.84%","1.52%","0.32%",1,1,14985,12228,15014,18.4,86.2,0.6,73,85.4,10443,1785,28.5,3485,5.8,142.3,2.5,44944,10.2
"293",293,"Brown",2000,49096,45.5566999786581,54258,50.3465746179328,4415,4.09672540340914,5162,4.78987463927475,"Rep","Bush",107769,57.1255161592978,188653,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly optical scanners","150152","84.91%","53,358","67,192",6947,"127,497",-13834,"-14.66%","3.63%","343.61%","-1.11%","41.85%","52.70%","5.45%","4.33%",0,0,1,"62,526","64,836","1,566","128,928","48.50%","50.29%","1.21%","4.20%",0,1,256670,194043,248007,24.4,89.3,2.5,4851,82.7,160473,33569,26.8,52003,4.8,33.1,2.7,53119,468.2
"294",294,"Buffalo",2000,3237,48.7426592380666,3038,45.7461225719018,366,5.51121819003162,-199,-2.99653666616473,"Dem","Gore",6641,62.2807840195067,10663,NA,NA,NA,NA,NA,NA,NA,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0.0434782608695652,"Dominion","Some or no optical scanners","8313","83.26%","2,531","4,049",341,"6,921",-1518,"-29.10%","20.36%","224.76%","-1.68%","36.57%","58.50%","4.93%","0.24%",0,1,2,"3,570","3,364","105","7,039","50.72%","47.79%","1.49%","0.23%",1,2,13188,10379,13587,21.3,98,0.4,42,96.4,10005,374,17.2,1785,26.8,241,4.8,47384,20.2
"295",295,"Burnett",2000,3626,44.4853392221813,3967,48.6688749846645,558,6.84578579315421,341,4.18353576248313,"Rep","Bush",8151,65.5857740585774,12428,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no optical scanners","10087","86.44%","2,948","5,412",359,"8,719",-2464,"-26.04%","18.95%","154.61%","0.48%","33.81%","62.07%","4.12%","0.30%",0,0,2,"3,986","4,550","141","8,677","45.94%","52.44%","1.62%","0.28%",0,2,15328,12477,15457,18.6,91.5,0.7,87,90.4,11279,1198,16.7,2084,9.4,129.1,5,39564,18.8
"296",296,"Calumet",2000,8202,41.1189652579335,10837,54.3289717752043,908,4.55206296686218,2635,13.2100065172708,"Rep","Bush",19947,55.3729561668934,36023,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.941176470588235,"Dominion","Mostly optical scanners","30495","86.67%","9,634","15,345",1450,"26,429",-5711,"-16.15%","5.54%","269.90%","0.03%","36.45%","58.06%","5.49%","0.90%",0,0,2,"11,489","14,539","392","26,420","43.49%","55.03%","1.48%","0.86%",0,2,49491,36772,48971,25.7,95.4,0.6,221,91.9,33793,2979,27.6,10149,11.3,153.2,2.6,65130,153.9
"297",297,"Chippewa",2000,12102,46.238490046995,12835,49.0390860810759,1236,4.72242387192909,733,2.80059603408092,"Rep","Bush",26173,54.3199883776436,48183,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"ES&S","Mostly optical scanners","36107","87.16%","11,875","17,912",1684,"31,471",-6037,"-22.06%","16.90%","351.47%","1.74%","37.73%","56.92%","5.35%","1.07%",0,0,2,"15,237","15,322","373","30,932","49.26%","49.53%","1.21%","1.01%",0,2,63460,48928,62415,22.9,95.4,1.5,734,94.3,46139,2789,18.6,9101,16.5,62.9,4.4,50551,61.9
"298",298,"Clark",2000,5931,41.9181567601951,7461,52.7316418121422,757,5.35020142766273,1530,10.8134850519471,"Rep","Bush",14149,57.2625359180865,24709,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",0.363636363636364,"Dominion","Some or no optical scanners","16236","83.44%","4,225","8,645",678,"13,548",-4420,"-31.55%","16.64%","212.44%","-1.83%","31.19%","63.81%","5.00%","0.46%",0,0,2,"6,172","7,412","217","13,801","44.72%","53.71%","1.57%","0.45%",0,2,34423,24234,34690,29.6,97.6,0.4,97,93.8,22731,1502,11.6,2811,15.1,234.5,7.6,43276,28.7
"299",299,"Columbia",2000,12636,49.3844530425607,11987,46.8480087544456,964,3.76753820299371,-649,-2.53644428811506,"Dem","Gore",25587,58.4792247565937,43754,NA,NA,NA,NA,NA,NA,NA,NA,3,"Mostly Dem","Rep2016",NA,"Large turnout change 2016",1,"Dominion","Mostly optical scanners","34751","84.28%","13,525","14,160",1602,"29,287",-635,"-21.25%","8.71%","253.64%","-4.46%","46.18%","48.35%","5.47%","0.99%",0,1,1,"17,175","13,026","453","30,654","56.03%","42.49%","1.48%","1.00%",1,1,56615,43763,56833,22.7,96.2,1.4,613,93.8,41050,2713,21.3,9322,15.1,67,3.7,57922,74.2
"300",300,"Crawford",2000,4005,54.1655396267244,3024,40.8980254260211,365,4.93643494725453,-981,-13.2675142007033,"Dem","Gore",7394,57.0128768602051,12969,NA,NA,NA,NA,NA,NA,NA,NA,4,"Mostly Dem","Rep2016",NA,"Little turnout change 2016",0,NA,"Some or no optical scanners","9238","83.11%","3,426","3,844",408,"7,678",-418,"-25.99%","25.33%","237.19%","-1.78%","44.62%","50.07%","5.31%","0.26%",0,1,2,"4,629","3,067","121","7,817","59.22%","39.24%","1.55%","0.25%",1,2,16392,12933,16644,21.1,96.5,2,259,95.6,12364,569,15.4,1992,21.7,47.8,5.5,42235,29.2
"301",301,"Dane",2000,142317,61.1487546135371,75790,32.5643746858068,14632,6.2868707006561,-66527,-28.5843799277302,"Dem","Gore",232739,60.2438860243109,386328,NA,NA,NA,NA,NA,NA,NA,NA,5,"Mostly Dem","Dem2016",NA,"Little turnout change 2016",1,"Dominion","Mostly optical scanners","378210","80.57%","217,506","71,270",15953,"304,729",146236,"0.66%","-14.79%","257.21%","0.18%","71.38%","23.39%","5.24%","10.35%",1,0,1,"216,071","83,644","4,466","304,181","71.03%","27.50%","1.47%","9.91%",1,1,516284,406832,488073,21.2,86.4,5.4,21969,81.1,329941,76891,46.6,189584,4.3,15,1.1,61721,407.7
"302",302,"Dodge",2000,14580,38.6727142516114,21684,57.5157157635076,1437,3.81156998488104,7104,18.8430015118962,"Rep","Bush",37701,54.3328193229474,69389,NA,NA,NA,NA,NA,NA,NA,NA,0,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly optical scanners","50327","85.08%","13,968","26,643",2207,"42,818",-12675,"-25.55%","5.68%","328.54%","-3.75%","32.62%","62.22%","5.15%","1.45%",0,0,2,"18,762","25,211","515","44,488","42.17%","56.67%","1.16%","1.45%",0,2,88574,70062,88759,20.9,95,3,2102,90.9,63686,6376,15.8,11070,10,30.3,5.3,53075,101.4
"303",303,"Door",2000,6560,43.1011826544021,7810,51.3140604467806,850,5.58475689881735,1250,8.21287779237845,"Rep","Bush",15220,66.5297023211085,22877,NA,NA,NA,NA,NA,NA,NA,NA,2,"Mostly Rep","Rep2016",NA,"Little turnout change 2016",1,"Dominion","Mostly optical scanners","20530","84.74%","8,026","8,584",788,"17,398",-558,"-14.22%","5.70%","308.29%","-1.54%","46.13%","49.34%","4.53%","0.59%",0,1,1,"9,357","8,121","193","17,671","52.95%","45.96%","1.09%","0.58%",1,2,27766,22990,27785,17.2,97.1,0.6,138,94.6,21749,1241,29,6667,17.5,157.7,2.4,50438,57.6
