"muni_county_2016","hindi","MCD_FIPS"
"VILLAGE OF AMHERST JUNCTION PORTAGE","50103",5509701750
"VILLAGE OF JUNCTION CITY PORTAGE","50141",5509738650
"VILLAGE OF MILLADORE PORTAGE","50151",NA
"VILLAGE OF NELSONVILLE PORTAGE","50161",5509756000
"VILLAGE OF PARK RIDGE PORTAGE","50171",5509761325
"VILLAGE OF PLOVER PORTAGE","50173",5509763525
"VILLAGE OF PLOVER PORTAGE","50173",5509763525
"VILLAGE OF PLOVER PORTAGE","50173",5509763525
"VILLAGE OF ROSHOLT PORTAGE","50176",5509769575
"VILLAGE OF WHITING PORTAGE","50191",5509786975
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"CITY OF STEVENS POINT PORTAGE","50281",5509777200
"TOWN OF CATAWBA PRICE","51002",5509913200
"TOWN OF EISENSTEIN PRICE","51004",5509922950
"TOWN OF ELK PRICE","51006",5509923200
"TOWN OF EMERY PRICE","51008",5509923975
"TOWN OF FIFIELD PRICE","51010",5509925775
"TOWN OF FIFIELD PRICE","51010",5509925775
"TOWN OF FLAMBEAU PRICE","51012",5509926050
"TOWN OF GEORGETOWN PRICE","51014",5509928750
"TOWN OF HACKETT PRICE","51016",5509931925
"TOWN OF HARMONY PRICE","51018",5509932675
"TOWN OF HILL PRICE","51020",5509934725
"TOWN OF KENNAN PRICE","51022",5509939200
"TOWN OF KNOX PRICE","51024",5509940175
"TOWN OF LAKE PRICE","51026",5509941150
"TOWN OF OGEMA PRICE","51028",5509959525
"TOWN OF PRENTICE PRICE","51030",5509965350
"TOWN OF SPIRIT PRICE","51032",5509975525
"TOWN OF WORCESTER PRICE","51034",5509989100
"VILLAGE OF CATAWBA PRICE","51111",5509913175
"VILLAGE OF KENNAN PRICE","51141",5509939175
"VILLAGE OF PRENTICE PRICE","51171",5509965325
"CITY OF PARK FALLS PRICE","51271",5509961200
"CITY OF PHILLIPS PRICE","51272",5509962450
"TOWN OF BURLINGTON RACINE","52002",5510111225
"TOWN OF BURLINGTON RACINE","52002",5510111225
"TOWN OF BURLINGTON RACINE","52002",5510111225
"TOWN OF DOVER RACINE","52006",5510120625
"TOWN OF NORWAY RACINE","52010",5510158600
"TOWN OF RAYMOND RACINE","52012",5510166375
"TOWN OF WATERFORD RACINE","52016",5510183850
"TOWN OF YORKVILLE RACINE","52018",5510189575
"VILLAGE OF CALEDONIA RACINE","52104",5510111950
"VILLAGE OF CALEDONIA RACINE","52104",5510111950
"VILLAGE OF CALEDONIA RACINE","52104",5510111950
"VILLAGE OF CALEDONIA RACINE","52104",5510111950
"VILLAGE OF CALEDONIA RACINE","52104",5510111950
"VILLAGE OF CALEDONIA RACINE","52104",5510111950
"VILLAGE OF CALEDONIA RACINE","52104",5510111950
"VILLAGE OF ELMWOOD PARK RACINE","52121",5510123725
"VILLAGE OF MOUNT PLEASANT RACINE","52151",5510154875
"VILLAGE OF MOUNT PLEASANT RACINE","52151",5510154875
"VILLAGE OF MOUNT PLEASANT RACINE","52151",5510154875
"VILLAGE OF MOUNT PLEASANT RACINE","52151",5510154875
"VILLAGE OF MOUNT PLEASANT RACINE","52151",5510154875
"VILLAGE OF MOUNT PLEASANT RACINE","52151",5510154875
"VILLAGE OF MOUNT PLEASANT RACINE","52151",5510154875
"VILLAGE OF MOUNT PLEASANT RACINE","52151",5510154875
"VILLAGE OF NORTH BAY RACINE","52161",5510157700
"VILLAGE OF ROCHESTER RACINE","52176",5510168550
"VILLAGE OF STURTEVANT RACINE","52181",5510177925
"VILLAGE OF UNION GROVE RACINE","52186",5510181775
"VILLAGE OF WATERFORD RACINE","52191",5510183825
"VILLAGE OF WIND POINT RACINE","52192",5510187700
"CITY OF BURLINGTON RACINE","52206",5510111200
"CITY OF BURLINGTON RACINE","52206",5510111200
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"CITY OF RACINE RACINE","52276",5510166000
"TOWN OF AKAN RICHLAND","53002",5510300675
"TOWN OF BLOOM RICHLAND","53004",5510308175
"TOWN OF BUENA VISTA RICHLAND","53006",5510310950
"TOWN OF BUENA VISTA RICHLAND","53006",5510310950
"TOWN OF DAYTON RICHLAND","53008",5510319000
"TOWN OF EAGLE RICHLAND","53010",5510321400
"TOWN OF FOREST RICHLAND","53012",5510326475
"TOWN OF HENRIETTA RICHLAND","53014",5510333925
"TOWN OF ITHACA RICHLAND","53016",5510337500
"TOWN OF MARSHALL RICHLAND","53018",5510349600
"TOWN OF ORION RICHLAND","53020",5510360350
"TOWN OF RICHLAND RICHLAND","53022",5510367625
"TOWN OF RICHWOOD RICHLAND","53024",5510367775
"TOWN OF ROCKBRIDGE RICHLAND","53026",5510368675
"TOWN OF SYLVAN RICHLAND","53028",5510378825
"TOWN OF WESTFORD RICHLAND","53030",5510385675
"TOWN OF WILLOW RICHLAND","53032",5510387250
"VILLAGE OF BOAZ RICHLAND","53106",5510308600
"VILLAGE OF CAZENOVIA RICHLAND","53111",5510313300
"VILLAGE OF LONE ROCK RICHLAND","53146",5510345575
"VILLAGE OF VIOLA RICHLAND","53186",5510382900
"VILLAGE OF YUBA RICHLAND","53196",5510389625
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"CITY OF RICHLAND CENTER RICHLAND","53276",5510367575
"TOWN OF AVON ROCK","54002",5510504100
"TOWN OF BELOIT ROCK","54004",5510506525
"TOWN OF BELOIT ROCK","54004",5510506525
"TOWN OF BELOIT ROCK","54004",5510506525
"TOWN OF BELOIT ROCK","54004",5510506525
"TOWN OF BRADFORD ROCK","54006",5510509175
"TOWN OF CENTER ROCK","54008",5510513625
"TOWN OF CLINTON ROCK","54010",5510515650
"TOWN OF FULTON ROCK","54012",5510528075
"TOWN OF HARMONY ROCK","54014",5510532700
"TOWN OF HARMONY ROCK","54014",5510532700
"TOWN OF HARMONY ROCK","54014",5510532700
"TOWN OF JANESVILLE ROCK","54016",5510537850
"TOWN OF JANESVILLE ROCK","54016",5510537850
"TOWN OF JOHNSTOWN ROCK","54018",5510538450
"TOWN OF LA PRAIRIE ROCK","54020",5510542575
"TOWN OF LA PRAIRIE ROCK","54020",5510542575
"TOWN OF LIMA ROCK","54022",5510544125
"TOWN OF MAGNOLIA ROCK","54024",5510548150
"TOWN OF MILTON ROCK","54026",5510552225
"TOWN OF MILTON ROCK","54026",5510552225
"TOWN OF NEWARK ROCK","54028",5510556325
"TOWN OF PLYMOUTH ROCK","54030",5510563675
"TOWN OF PORTER ROCK","54032",5510564225
"TOWN OF ROCK ROCK","54034",5510568600
"TOWN OF ROCK ROCK","54034",5510568600
"TOWN OF SPRING VALLEY ROCK","54036",5510576325
"TOWN OF TURTLE ROCK","54038",5510581050
"TOWN OF TURTLE ROCK","54038",5510581050
"TOWN OF UNION ROCK","54040",5510581650
"VILLAGE OF CLINTON ROCK","54111",5510515625
"VILLAGE OF FOOTVILLE ROCK","54126",5510526400
"VILLAGE OF ORFORDVILLE ROCK","54165",5510560250
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BELOIT ROCK","54206",5510506500
"CITY OF BRODHEAD ROCK","54210",NA
"CITY OF EDGERTON ROCK","54221",5510522575
"CITY OF EVANSVILLE ROCK","54222",5510524550
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF JANESVILLE ROCK","54241",5510537825
"CITY OF MILTON ROCK","54257",5510552200
"TOWN OF ATLANTA RUSK","55002",5510703600
"TOWN OF BIG BEND RUSK","55004",5510707175
"TOWN OF BIG FALLS RUSK","55006",5510707225
"TOWN OF CEDAR RAPIDS RUSK","55008",5510713550
"TOWN OF DEWEY RUSK","55010",5510720000
"TOWN OF FLAMBEAU RUSK","55012",5510726100
"TOWN OF GRANT RUSK","55014",5510730375
"TOWN OF GROW RUSK","55016",5510731775
"TOWN OF HAWKINS RUSK","55018",5510733300
"TOWN OF HUBBARD RUSK","55020",5510736125
"TOWN OF LAWRENCE RUSK","55022",5510742950
"TOWN OF MARSHALL RUSK","55024",5510749625
"TOWN OF MURRY RUSK","55026",5510755175
"TOWN OF RICHLAND RUSK","55028",5510767600
"TOWN OF RUSK RUSK","55030",5510770275
"TOWN OF SOUTH FORK RUSK","55032",5510774975
"TOWN OF STRICKLAND RUSK","55034",5510777775
"TOWN OF STUBBS RUSK","55036",5510777850
"TOWN OF THORNAPPLE RUSK","55038",5510779575
"TOWN OF TRUE RUSK","55040",5510780950
"TOWN OF WASHINGTON RUSK","55042",5510783675
"TOWN OF WILKINSON RUSK","55044",5510787125
"TOWN OF WILLARD RUSK","55046",5510787175
"TOWN OF WILSON RUSK","55048",5510787450
"VILLAGE OF BRUCE RUSK","55106",5510710500
"VILLAGE OF CONRATH RUSK","55111",5510716775
"VILLAGE OF GLEN FLORA RUSK","55131",5510729475
"VILLAGE OF HAWKINS RUSK","55136",5510733275
"VILLAGE OF INGRAM RUSK","55141",5510736925
"VILLAGE OF SHELDON RUSK","55181",5510773175
"VILLAGE OF TONY RUSK","55186",5510780225
"VILLAGE OF WEYERHAEUSER RUSK","55191",5510786450
"CITY OF LADYSMITH RUSK","55246",5510740850
"TOWN OF BALDWIN ST. CROIX","56002",5510904425
"TOWN OF CADY ST. CROIX","56004",5510911775
"TOWN OF CYLON ST. CROIX","56006",5510918300
"TOWN OF EAU GALLE ST. CROIX","56008",5510922400
"TOWN OF EMERALD ST. CROIX","56010",5510923925
"TOWN OF ERIN PRAIRIE ST. CROIX","56012",5510924275
"TOWN OF FOREST ST. CROIX","56014",5510926525
"TOWN OF GLENWOOD ST. CROIX","56016",5510929600
"TOWN OF HAMMOND ST. CROIX","56018",5510932350
"TOWN OF HUDSON ST. CROIX","56020",5510936275
"TOWN OF KINNICKINNIC ST. CROIX","56022",5510939825
"TOWN OF PLEASANT VALLEY ST. CROIX","56024",5510963425
"TOWN OF RICHMOND ST. CROIX","56026",5510967650
"TOWN OF RICHMOND ST. CROIX","56026",5510967650
"TOWN OF RUSH RIVER ST. CROIX","56028",5510970200
"TOWN OF ST. JOSEPH ST. CROIX","56030",5510970825
"TOWN OF SOMERSET ST. CROIX","56032",5510974700
"TOWN OF SPRINGFIELD ST. CROIX","56034",5510976300
"TOWN OF STANTON ST. CROIX","56036",5510976675
"TOWN OF STAR PRAIRIE ST. CROIX","56038",5510976850
"TOWN OF TROY ST. CROIX","56040",5510980800
"TOWN OF WARREN ST. CROIX","56042",5510983400
"VILLAGE OF BALDWIN ST. CROIX","56106",5510904400
"VILLAGE OF DEER PARK ST. CROIX","56116",5510919325
"VILLAGE OF HAMMOND ST. CROIX","56136",5510932325
"VILLAGE OF NORTH HUDSON ST. CROIX","56161",5510958050
"VILLAGE OF ROBERTS ST. CROIX","56176",5510968475
"VILLAGE OF SOMERSET ST. CROIX","56181",5510974675
"VILLAGE OF STAR PRAIRIE ST. CROIX","56182",5510976825
"VILLAGE OF SPRING VALLEY ST. CROIX","56184",NA
"VILLAGE OF WILSON ST. CROIX","56191",5510987475
"VILLAGE OF WOODVILLE ST. CROIX","56192",5510989025
"CITY OF GLENWOOD CITY ST. CROIX","56231",5510929625
"CITY OF HUDSON ST. CROIX","56236",5510936250
"CITY OF HUDSON ST. CROIX","56236",5510936250
"CITY OF HUDSON ST. CROIX","56236",5510936250
"CITY OF HUDSON ST. CROIX","56236",5510936250
"CITY OF HUDSON ST. CROIX","56236",5510936250
"CITY OF HUDSON ST. CROIX","56236",5510936250
"CITY OF NEW RICHMOND ST. CROIX","56261",5510957100
"CITY OF NEW RICHMOND ST. CROIX","56261",5510957100
"CITY OF RIVER FALLS ST. CROIX","56276",NA
"TOWN OF BARABOO SAUK","57002",5511104650
"TOWN OF BEAR CREEK SAUK","57004",5511105600
"TOWN OF DELLONA SAUK","57006",5511119550
"TOWN OF DELTON SAUK","57008",5511119675
"TOWN OF EXCELSIOR SAUK","57010",5511124675
"TOWN OF FAIRFIELD SAUK","57012",5511124900
"TOWN OF FRANKLIN SAUK","57014",5511127350
"TOWN OF FREEDOM SAUK","57016",5511127675
"TOWN OF GREENFIELD SAUK","57018",5511131250
"TOWN OF HONEY CREEK SAUK","57020",5511135625
"TOWN OF IRONTON SAUK","57022",5511137250
"TOWN OF LA VALLE SAUK","57024",5511142850
"TOWN OF MERRIMAC SAUK","57026",5511151350
"TOWN OF PRAIRIE DU SAC SAUK","57028",5511165125
"TOWN OF REEDSBURG SAUK","57030",5511166825
"TOWN OF SPRING GREEN SAUK","57032",5511176050
"TOWN OF SUMPTER SAUK","57034",5511178525
"TOWN OF TROY SAUK","57036",5511180825
"TOWN OF WASHINGTON SAUK","57038",5511183700
"TOWN OF WESTFIELD SAUK","57040",5511185625
"TOWN OF WINFIELD SAUK","57042",5511187775
"TOWN OF WOODLAND SAUK","57044",5511188775
"VILLAGE OF CAZENOVIA SAUK","57111",NA
"VILLAGE OF IRONTON SAUK","57141",5511137225
"VILLAGE OF LAKE DELTON SAUK","57146",5511141300
"VILLAGE OF LAVALLE SAUK","57147",5511142825
"VILLAGE OF LIME RIDGE SAUK","57148",5511144225
"VILLAGE OF LOGANVILLE SAUK","57149",5511145400
"VILLAGE OF MERRIMAC SAUK","57151",5511151325
"VILLAGE OF NORTH FREEDOM SAUK","57161",5511158025
"VILLAGE OF PLAIN SAUK","57171",5511163125
"VILLAGE OF PRAIRIE DU SAC SAUK","57172",5511165100
"VILLAGE OF ROCK SPRINGS SAUK","57176",5511168975
"VILLAGE OF SAUK CITY SAUK","57181",5511171650
"VILLAGE OF SPRING GREEN SAUK","57182",5511176025
"VILLAGE OF WEST BARABOO SAUK","57191",5511185325
"CITY OF BARABOO SAUK","57206",5511104625
"CITY OF REEDSBURG SAUK","57276",5511166800
"CITY OF REEDSBURG SAUK","57276",5511166800
"CITY OF REEDSBURG SAUK","57276",5511166800
"CITY OF REEDSBURG SAUK","57276",5511166800
"CITY OF WISCONSIN DELLS SAUK","57291",NA
"CITY OF WISCONSIN DELLS SAUK","57291",NA
"TOWN OF BASS LAKE SAWYER","58002",5511305200
"TOWN OF COUDERAY SAWYER","58004",5511317250
"TOWN OF DRAPER SAWYER","58006",5511320825
"TOWN OF EDGEWATER SAWYER","58008",5511322625
"TOWN OF HAYWARD SAWYER","58010",5511333475
"TOWN OF HUNTER SAWYER","58012",5511336450
"TOWN OF LENROOT SAWYER","58014",5511343400
"TOWN OF MEADOWBROOK SAWYER","58016",5511350300
"TOWN OF METEOR SAWYER","58018",5511351425
"TOWN OF OJIBWA SAWYER","58020",5511359600
"TOWN OF RADISSON SAWYER","58022",5511366075
"TOWN OF ROUND LAKE SAWYER","58024",5511369750
"TOWN OF SAND LAKE SAWYER","58026",5511371500
"TOWN OF SPIDER LAKE SAWYER","58028",5511375450
"TOWN OF WEIRGOR SAWYER","58030",5511385100
"TOWN OF WINTER SAWYER","58032",5511388000
"VILLAGE OF COUDERAY SAWYER","58111",5511317225
"VILLAGE OF EXELAND SAWYER","58121",5511324700
"VILLAGE OF RADISSON SAWYER","58176",5511366050
"VILLAGE OF WINTER SAWYER","58190",5511387975
"CITY OF HAYWARD SAWYER","58236",5511333450
"TOWN OF ALMON SHAWANO","59002",5511501375
"TOWN OF ANGELICA SHAWANO","59004",5511501975
"TOWN OF ANIWA SHAWANO","59006",5511502100
"TOWN OF BARTELME SHAWANO","59008",5511505000
"TOWN OF BELLE PLAINE SHAWANO","59010",5511506275
"TOWN OF BIRNAMWOOD SHAWANO","59012",5511507625
"TOWN OF FAIRBANKS SHAWANO","59014",5511524775
"TOWN OF GERMANIA SHAWANO","59016",5511528825
"TOWN OF GRANT SHAWANO","59018",5511530400
"TOWN OF GREEN VALLEY SHAWANO","59020",5511531500
"TOWN OF HARTLAND SHAWANO","59022",5511533075
"TOWN OF HERMAN SHAWANO","59024",5511534025
"TOWN OF HUTCHINS SHAWANO","59026",5511536700
"TOWN OF LESSOR SHAWANO","59028",5511543675
"TOWN OF MAPLE GROVE SHAWANO","59030",5511548900
"TOWN OF MORRIS SHAWANO","59032",5511554250
"TOWN OF NAVARINO SHAWANO","59034",5511555675
"TOWN OF PELLA SHAWANO","59036",5511561700
"TOWN OF RED SPRINGS SHAWANO","59038",5511566750
"TOWN OF RICHMOND SHAWANO","59040",5511567675
"TOWN OF SENECA SHAWANO","59042",5511572550
"TOWN OF WASHINGTON SHAWANO","59044",5511583725
"TOWN OF WAUKECHON SHAWANO","59046",5511584225
"TOWN OF WESCOTT SHAWANO","59048",5511585275
"TOWN OF WITTENBERG SHAWANO","59050",5511588350
"VILLAGE OF ANIWA SHAWANO","59101",5511502075
"VILLAGE OF BIRNAMWOOD SHAWANO","59106",5511507600
"VILLAGE OF BONDUEL SHAWANO","59107",5511508725
"VILLAGE OF BOWLER SHAWANO","59108",5511509025
"VILLAGE OF CECIL SHAWANO","59111",5511513325
"VILLAGE OF ELAND SHAWANO","59121",5511522975
"VILLAGE OF GRESHAM SHAWANO","59131",5511531675
"VILLAGE OF MATTOON SHAWANO","59151",5511550000
"VILLAGE OF PULASKI SHAWANO","59171",NA
"VILLAGE OF TIGERTON SHAWANO","59186",5511579825
"VILLAGE OF WITTENBERG SHAWANO","59191",5511588325
"CITY OF MARION SHAWANO","59252",NA
"CITY OF SHAWANO SHAWANO","59281",5511572925
"CITY OF SHAWANO SHAWANO","59281",5511572925
"CITY OF SHAWANO SHAWANO","59281",5511572925
"CITY OF SHAWANO SHAWANO","59281",5511572925
"CITY OF SHAWANO SHAWANO","59281",5511572925
"CITY OF SHAWANO SHAWANO","59281",5511572925
"TOWN OF GREENBUSH SHEBOYGAN","60002",5511731100
"TOWN OF HERMAN SHEBOYGAN","60004",5511734050
"TOWN OF HOLLAND SHEBOYGAN","60006",5511735375
"TOWN OF LIMA SHEBOYGAN","60008",5511744150
"TOWN OF LYNDON SHEBOYGAN","60010",5511746575
"TOWN OF MITCHELL SHEBOYGAN","60012",5511753375
"TOWN OF MOSEL SHEBOYGAN","60014",5511754475
"TOWN OF PLYMOUTH SHEBOYGAN","60016",5511763725
"TOWN OF RHINE SHEBOYGAN","60018",5511767150
"TOWN OF RUSSELL SHEBOYGAN","60020",5511770350
"TOWN OF SCOTT SHEBOYGAN","60022",5511772350
"TOWN OF SHEBOYGAN SHEBOYGAN","60024",5511773000
"TOWN OF SHEBOYGAN FALLS SHEBOYGAN","60026",5511773050
"TOWN OF SHERMAN SHEBOYGAN","60028",5511773425
"TOWN OF WILSON SHEBOYGAN","60030",5511787500
"VILLAGE OF ADELL SHEBOYGAN","60101",5511700450
"VILLAGE OF CASCADE SHEBOYGAN","60111",5511712825
"VILLAGE OF CEDAR GROVE SHEBOYGAN","60112",5511713475
"VILLAGE OF ELKHART LAKE SHEBOYGAN","60121",5511723275
"VILLAGE OF GLENBEULAH SHEBOYGAN","60131",5511729350
"VILLAGE OF HOWARDS GROVE SHEBOYGAN","60135",5511736025
"VILLAGE OF KOHLER SHEBOYGAN","60141",5511740275
"VILLAGE OF OOSTBURG SHEBOYGAN","60165",5511760100
"VILLAGE OF RANDOM LAKE SHEBOYGAN","60176",5511766200
"VILLAGE OF WALDO SHEBOYGAN","60191",5511783100
"CITY OF PLYMOUTH SHEBOYGAN","60271",5511763700
"CITY OF PLYMOUTH SHEBOYGAN","60271",5511763700
"CITY OF PLYMOUTH SHEBOYGAN","60271",5511763700
"CITY OF PLYMOUTH SHEBOYGAN","60271",5511763700
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN SHEBOYGAN","60281",5511772975
"CITY OF SHEBOYGAN FALLS SHEBOYGAN","60282",5511773025
"CITY OF SHEBOYGAN FALLS SHEBOYGAN","60282",5511773025
"CITY OF SHEBOYGAN FALLS SHEBOYGAN","60282",5511773025
"TOWN OF AURORA TAYLOR","61002",5511903900
"TOWN OF BROWNING TAYLOR","61004",5511910400
"TOWN OF CHELSEA TAYLOR","61006",5511914200
"TOWN OF CLEVELAND TAYLOR","61008",5511915450
"TOWN OF DEER CREEK TAYLOR","61010",5511919225
"TOWN OF FORD TAYLOR","61012",5511926425
"TOWN OF GOODRICH TAYLOR","61014",5511929837
"TOWN OF GREENWOOD TAYLOR","61016",5511931600
"TOWN OF GROVER TAYLOR","61018",5511931750
"TOWN OF HAMMEL TAYLOR","61020",5511932300
"TOWN OF HOLWAY TAYLOR","61022",5511935525
"TOWN OF JUMP RIVER TAYLOR","61024",5511938627
"TOWN OF LITTLE BLACK TAYLOR","61026",5511944900
"TOWN OF MAPLEHURST TAYLOR","61028",5511946925
"TOWN OF MCKINLEY TAYLOR","61030",5511948925
"TOWN OF MEDFORD TAYLOR","61032",5511950450
"TOWN OF MOLITOR TAYLOR","61034",5511953550
"TOWN OF PERSHING TAYLOR","61036",5511962100
"TOWN OF RIB LAKE TAYLOR","61038",5511967300
"TOWN OF ROOSEVELT TAYLOR","61040",5511969400
"TOWN OF TAFT TAYLOR","61042",5511978950
"TOWN OF WESTBORO TAYLOR","61044",5511985450
"VILLAGE OF GILMAN TAYLOR","61131",5511929175
"VILLAGE OF LUBLIN TAYLOR","61146",5511946150
