"muni_county_2016","hindi","MCD_FIPS"
"TOWN OF KNOWLTON MARATHON","37048",5507340150
"TOWN OF MARATHON MARATHON","37054",5507348225
"TOWN OF MCMILLAN MARATHON","37056",5507349675
"TOWN OF MOSINEE MARATHON","37058",5507354525
"TOWN OF NORRIE MARATHON","37060",5507357600
"TOWN OF PLOVER MARATHON","37062",5507363500
"TOWN OF REID MARATHON","37064",5507366950
"TOWN OF RIB FALLS MARATHON","37066",5507367250
"TOWN OF RIB MOUNTAIN MARATHON","37068",5507367325
"TOWN OF RIETBROCK MARATHON","37070",5507367950
"TOWN OF RINGLE MARATHON","37072",5507368075
"TOWN OF SPENCER MARATHON","37074",5507375400
"TOWN OF STETTIN MARATHON","37076",5507377150
"TOWN OF STETTIN MARATHON","37076",5507377150
"TOWN OF TEXAS MARATHON","37078",5507379350
"TOWN OF WAUSAU MARATHON","37080",5507384500
"TOWN OF WESTON MARATHON","37082",5507386050
"TOWN OF WIEN MARATHON","37084",5507387025
"VILLAGE OF ATHENS MARATHON","37102",5507303550
"VILLAGE OF BIRNAMWOOD MARATHON","37104",NA
"VILLAGE OF BROKAW MARATHON","37106",5507309975
"VILLAGE OF DORCHESTER MARATHON","37116",NA
"VILLAGE OF EDGAR MARATHON","37121",5507322550
"VILLAGE OF ELDERON MARATHON","37122",5507323075
"VILLAGE OF FENWOOD MARATHON","37126",5507325650
"VILLAGE OF HATLEY MARATHON","37136",5507333175
"VILLAGE OF KRONENWETTER MARATHON","37145",5507340550
"VILLAGE OF KRONENWETTER MARATHON","37145",5507340550
"VILLAGE OF MAINE MARATHON","37146",5507346975
"VILLAGE OF MARATHON CITY MARATHON","37151",5507349075
"VILLAGE OF ROTHSCHILD MARATHON","37176",5507369725
"VILLAGE OF ROTHSCHILD MARATHON","37176",5507369725
"VILLAGE OF ROTHSCHILD MARATHON","37176",5507369725
"VILLAGE OF SPENCER MARATHON","37181",5507375425
"VILLAGE OF STRATFORD MARATHON","37182",5507377750
"VILLAGE OF UNITY MARATHON","37186",5507381825
"VILLAGE OF WESTON MARATHON","37192",5507386025
"VILLAGE OF WESTON MARATHON","37192",5507386025
"VILLAGE OF WESTON MARATHON","37192",5507386025
"VILLAGE OF WESTON MARATHON","37192",5507386025
"CITY OF ABBOTSFORD MARATHON","37201",NA
"CITY OF COLBY MARATHON","37211",NA
"CITY OF MARSHFIELD MARATHON","37250",NA
"CITY OF MOSINEE MARATHON","37251",5507354500
"CITY OF MOSINEE MARATHON","37251",5507354500
"CITY OF SCHOFIELD MARATHON","37281",5507372150
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"CITY OF WAUSAU MARATHON","37291",5507384475
"TOWN OF AMBERG MARINETTE","38002",5507501675
"TOWN OF ATHELSTANE MARINETTE","38004",5507503525
"TOWN OF BEAVER MARINETTE","38006",5507505800
"TOWN OF BEECHER MARINETTE","38008",5507506000
"TOWN OF DUNBAR MARINETTE","38010",5507521000
"TOWN OF GOODMAN MARINETTE","38012",5507529775
"TOWN OF GROVER MARINETTE","38014",5507531725
"TOWN OF LAKE MARINETTE","38016",5507541075
"TOWN OF MIDDLE INLET MARINETTE","38018",5507551537
"TOWN OF NIAGARA MARINETTE","38020",5507557350
"TOWN OF PEMBINE MARINETTE","38022",5507561775
"TOWN OF PESHTIGO MARINETTE","38024",5507562200
"TOWN OF PESHTIGO MARINETTE","38024",5507562200
"TOWN OF PESHTIGO MARINETTE","38024",5507562200
"TOWN OF PORTERFIELD MARINETTE","38026",5507564275
"TOWN OF POUND MARINETTE","38028",5507564775
"TOWN OF SILVER CLIFF MARINETTE","38030",5507573975
"TOWN OF STEPHENSON MARINETTE","38032",5507577000
"TOWN OF STEPHENSON MARINETTE","38032",5507577000
"TOWN OF WAGNER MARINETTE","38034",5507583050
"TOWN OF WAUSAUKEE MARINETTE","38036",5507584550
"VILLAGE OF COLEMAN MARINETTE","38111",5507516250
"VILLAGE OF CRIVITZ MARINETTE","38121",5507517725
"VILLAGE OF POUND MARINETTE","38171",5507564750
"VILLAGE OF WAUSAUKEE MARINETTE","38191",5507584525
"CITY OF MARINETTE MARINETTE","38251",5507549300
"CITY OF MARINETTE MARINETTE","38251",5507549300
"CITY OF MARINETTE MARINETTE","38251",5507549300
"CITY OF NIAGARA MARINETTE","38261",5507557325
"CITY OF PESHTIGO MARINETTE","38271",5507562175
"CITY OF PESHTIGO MARINETTE","38271",5507562175
"CITY OF PESHTIGO MARINETTE","38271",5507562175
"TOWN OF BUFFALO MARQUETTE","39002",5507711050
"TOWN OF CRYSTAL LAKE MARQUETTE","39004",5507717900
"TOWN OF DOUGLAS MARQUETTE","39006",5507720525
"TOWN OF HARRIS MARQUETTE","39008",5507732775
"TOWN OF MECAN MARQUETTE","39010",5507750350
"TOWN OF MONTELLO MARQUETTE","39012",5507753900
"TOWN OF MOUNDVILLE MARQUETTE","39014",5507754600
"TOWN OF NESHKORO MARQUETTE","39016",5507756150
"TOWN OF NEWTON MARQUETTE","39018",5507757225
"TOWN OF OXFORD MARQUETTE","39020",5507760900
"TOWN OF PACKWAUKEE MARQUETTE","39022",5507760962
"TOWN OF SHIELDS MARQUETTE","39024",5507773600
"TOWN OF SPRINGFIELD MARQUETTE","39026",5507775925
"TOWN OF WESTFIELD MARQUETTE","39028",5507785600
"VILLAGE OF ENDEAVOR MARQUETTE","39121",5507724075
"VILLAGE OF NESHKORO MARQUETTE","39161",5507756125
"VILLAGE OF OXFORD MARQUETTE","39165",5507760875
"VILLAGE OF WESTFIELD MARQUETTE","39191",5507785575
"CITY OF MONTELLO MARQUETTE","39251",5507753875
"TOWN OF MENOMINEE MENOMINEE","40001",5507850975
"TOWN OF MENOMINEE MENOMINEE","40001",5507850975
"VILLAGE OF BAYSIDE MILWAUKEE","41106",5507905450
"VILLAGE OF BAYSIDE MILWAUKEE","41106",5507905450
"VILLAGE OF BAYSIDE MILWAUKEE","41106",5507905450
"VILLAGE OF BAYSIDE MILWAUKEE","41106",5507905450
"VILLAGE OF BROWN DEER MILWAUKEE","41107",5507910375
"VILLAGE OF BROWN DEER MILWAUKEE","41107",5507910375
"VILLAGE OF BROWN DEER MILWAUKEE","41107",5507910375
"VILLAGE OF FOX POINT MILWAUKEE","41126",5507927075
"VILLAGE OF FOX POINT MILWAUKEE","41126",5507927075
"VILLAGE OF GREENDALE MILWAUKEE","41131",5507931125
"VILLAGE OF GREENDALE MILWAUKEE","41131",5507931125
"VILLAGE OF GREENDALE MILWAUKEE","41131",5507931125
"VILLAGE OF GREENDALE MILWAUKEE","41131",5507931125
"VILLAGE OF GREENDALE MILWAUKEE","41131",5507931125
"VILLAGE OF HALES CORNERS MILWAUKEE","41136",5507932075
"VILLAGE OF HALES CORNERS MILWAUKEE","41136",5507932075
"VILLAGE OF HALES CORNERS MILWAUKEE","41136",5507932075
"VILLAGE OF RIVER HILLS MILWAUKEE","41176",5507968325
"VILLAGE OF SHOREWOOD MILWAUKEE","41181",5507973725
"VILLAGE OF SHOREWOOD MILWAUKEE","41181",5507973725
"VILLAGE OF SHOREWOOD MILWAUKEE","41181",5507973725
"VILLAGE OF WEST MILWAUKEE MILWAUKEE","41191",5507985875
"VILLAGE OF WEST MILWAUKEE MILWAUKEE","41191",5507985875
"VILLAGE OF WHITEFISH BAY MILWAUKEE","41192",5507986700
"VILLAGE OF WHITEFISH BAY MILWAUKEE","41192",5507986700
"VILLAGE OF WHITEFISH BAY MILWAUKEE","41192",5507986700
"VILLAGE OF WHITEFISH BAY MILWAUKEE","41192",5507986700
"VILLAGE OF WHITEFISH BAY MILWAUKEE","41192",5507986700
"VILLAGE OF WHITEFISH BAY MILWAUKEE","41192",5507986700
"VILLAGE OF WHITEFISH BAY MILWAUKEE","41192",5507986700
"CITY OF CUDAHY MILWAUKEE","41211",5507917975
"CITY OF CUDAHY MILWAUKEE","41211",5507917975
"CITY OF CUDAHY MILWAUKEE","41211",5507917975
"CITY OF CUDAHY MILWAUKEE","41211",5507917975
"CITY OF CUDAHY MILWAUKEE","41211",5507917975
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF FRANKLIN MILWAUKEE","41226",5507927300
"CITY OF GLENDALE MILWAUKEE","41231",5507929400
"CITY OF GLENDALE MILWAUKEE","41231",5507929400
"CITY OF GLENDALE MILWAUKEE","41231",5507929400
"CITY OF GLENDALE MILWAUKEE","41231",5507929400
"CITY OF GLENDALE MILWAUKEE","41231",5507929400
"CITY OF GLENDALE MILWAUKEE","41231",5507929400
"CITY OF GLENDALE MILWAUKEE","41231",5507929400
"CITY OF GLENDALE MILWAUKEE","41231",5507929400
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF GREENFIELD MILWAUKEE","41236",5507931175
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
