"","X","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality.1","county.1","hand","os.use","tch.use","bmd.use"
"393",393,"TOWN OF CASCO KEWAUNEE",179,28.8709677419355,17,620,2.74193548387097,723,424,68.3870967741936,267,4,648,377,89.6265560165975,41.2037037037037,58.179012345679,0.617283950617284,-88,47,13,-12.3327359617682,10.2080844285145,2.12465153325368,85.7538035961272,-3.87275242047028,0,0,"KEWAUNEE","TOWN OF CASCO","TOWN OF CASCO WARD 1-3",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF CASCO KEWAUNEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5506112875,1,728,"Wisconsin","Kewaunee Town","Casco","DRE-Touchscreen","Yes","Town","TOWN OF CASCO","KEWAUNEE",0,1,1,0
"394",394,"TOWN OF CASEY WASHBURN",108,39.5604395604396,5,273,1.83150183150183,323,160,58.6080586080586,139,6,274,129,84.8297213622291,50.7299270072993,47.0802919708029,2.18978102189781,-31,31,-1,-11.1694874468597,11.5277666372557,-0.358279190395979,84.5201238390093,-0.309597523219821,0,1,"WASHBURN","TOWN OF CASEY","TOWN OF CASEY WARD 1",0,NA,NA,NA,"TOWN OF CASEY WASHBURN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5512912925,1,324,"Wisconsin","Washburn Town","Casey","DRE-Touchscreen","Yes","Town","TOWN OF CASEY","WASHBURN",1,0,1,0
"395",395,"TOWN OF CASSEL MARATHON",161,29.7597042513863,27,541,4.99075785582255,568,353,65.2495378927911,234,8,532,290,93.6619718309859,43.984962406015,54.5112781954887,1.50375939849624,-73,63,19,-14.2252581546287,10.7382596973024,3.48699845732631,95.2464788732394,1.58450704225352,0,0,"MARATHON","TOWN OF CASSEL","TOWN OF CASSEL WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF CASSEL MARATHON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507312975,1,575,"Wisconsin","Marathon Town","Cassel","Optical Scan","Yes","Town","TOWN OF CASSEL","MARATHON",0,1,0,1
"396",396,"TOWN OF CASSIAN ONEIDA",250,36.6568914956012,41,682,6.01173020527859,778,391,57.3313782991202,324,5,706,377,90.745501285347,45.8923512747875,53.399433427762,0.708215297450425,-74,14,36,-9.23545977918636,3.9319448713582,5.30351490782817,87.6606683804627,-3.08483290488432,0,0,"ONEIDA","TOWN OF CASSIAN","TOWN OF CASSIAN WARDS 1-2",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF CASSIAN ONEIDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5508513025,1,780,"Wisconsin","Oneida Town","Cassian","Optical Scan","Yes","Town","TOWN OF CASSIAN","ONEIDA",0,1,1,0
"397",397,"TOWN OF CASSVILLE GRANT",59,31.2169312169312,7,189,3.7037037037037,258,123,65.0793650793651,101,3,197,93,76.3565891472868,51.2690355329949,47.2081218274112,1.52284263959391,-42,30,4,-20.0521043160637,17.8712432519539,2.18086106410979,73.2558139534884,-3.10077519379846,0,1,"GRANT","TOWN OF CASSVILLE","TOWN OF CASSVILLE WARD 1",0,NA,NA,NA,"TOWN OF CASSVILLE GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5504313075,1,247,"Wisconsin","Grant Town","Cassville","DRE-Touchscreen","Yes","Town","TOWN OF CASSVILLE","GRANT",1,0,1,0
"398",398,"TOWN OF CASTLE ROCK GRANT",47,32.1917808219178,12,146,8.21917808219178,172,87,59.5890410958904,77,1,135,57,78.4883720930232,57.037037037037,42.2222222222222,0.740740740740741,-30,30,11,-24.8452562151192,17.3668188736682,7.47843734145104,84.8837209302326,6.39534883720931,0,1,"GRANT","TOWN OF CASTLE ROCK","TOWN OF CASTLE ROCK WARD 1",0,NA,NA,NA,"TOWN OF CASTLE ROCK GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5504313100,1,160,"Wisconsin","Grant Town","Castle Rock","Hand Counted Paper Ballots","Yes","Town","TOWN OF CASTLE ROCK","GRANT",1,0,1,0
"399",399,"TOWN OF CASWELL FOREST",12,25.531914893617,0,47,0,67,35,74.468085106383,21,0,52,31,77.6119402985075,40.3846153846154,59.6153846153846,0,-9,4,0,-14.8527004909984,14.8527004909984,0,70.1492537313433,-7.46268656716417,0,0,"FOREST","TOWN OF CASWELL","TOWN OF CASWELL WARD 1",0,NA,NA,NA,"TOWN OF CASWELL FOREST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5504113125,1,67,"Wisconsin","Forest Town","Caswell","DRE-Touchscreen","Yes","Town","TOWN OF CASWELL","FOREST",1,0,1,0
"400",400,"TOWN OF CATAWBA PRICE",41,29.9270072992701,13,137,9.48905109489051,167,83,60.5839416058394,77,7,138,54,82.6347305389222,55.7971014492754,39.1304347826087,5.07246376811594,-36,29,6,-25.8700941500053,21.4535068232307,4.41658732677457,82.0359281437126,-0.598802395209574,0,1,"PRICE","TOWN OF CATAWBA","TOWN OF CATAWBA WARD 1",0,NA,NA,NA,"TOWN OF CATAWBA PRICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5509913200,1,162,"Wisconsin","Price Town","Catawba","Hand Counted Paper Ballots","Yes","Town","TOWN OF CATAWBA","PRICE",1,0,1,0
"401",401,"TOWN OF CATO MANITOWOC",255,28.3648498331479,59,899,6.56284760845384,1060,585,65.0723025583982,377,12,946,557,89.2452830188679,39.8520084566596,58.8794926004228,1.26849894291755,-122,28,47,-11.4871586235117,6.19280995797538,5.29434866553629,84.811320754717,-4.43396226415095,0,0,"MANITOWOC","TOWN OF CATO","TOWN OF CATO WARD 1-2",1,"ES&S","ES&S M100","ES&S Automark","TOWN OF CATO MANITOWOC",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507113237,1,1078,"Wisconsin","Manitowoc Town","Cato","Ballot Marking Device or System","Yes","Town","TOWN OF CATO","MANITOWOC",0,1,0,1
"402",402,"TOWN OF CEDAR LAKE BARRON",210,30.1724137931034,16,696,2.29885057471264,800,470,67.5287356321839,268,3,647,376,80.875,41.4219474497682,58.1143740340031,0.463678516228748,-58,94,13,-11.2495336566647,9.41436159818082,1.8351720584839,87,6.125,0,0,"BARRON","TOWN OF CEDAR LAKE","TOWN OF CEDAR LAKE WARD 1",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","TOWN OF CEDAR LAKE BARRON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5500513500,1,802,"Wisconsin","Barron Town","Cedar Lake","Optical Scan","Yes","Town","TOWN OF CEDAR LAKE","BARRON",0,1,1,0
"403",403,"TOWN OF CEDAR RAPIDS RUSK",7,26.9230769230769,0,26,0,23,19,73.0769230769231,8,2,24,14,104.347826086957,33.3333333333333,58.3333333333333,8.33333333333333,-1,5,-2,-6.41025641025641,14.7435897435897,-8.33333333333333,113.04347826087,8.69565217391305,0,0,"RUSK","TOWN OF CEDAR RAPIDS","TOWN OF CEDAR RAPIDS WARD 1",0,NA,NA,NA,"TOWN OF CEDAR RAPIDS RUSK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5510713550,1,23,"Wisconsin","Rusk Town","Cedar Rapids","DRE-Touchscreen","Yes","Town","TOWN OF CEDAR RAPIDS","RUSK",1,0,1,0
"404",404,"TOWN OF CEDARBURG OZAUKEE",1199,29.7962226640159,282,4024,7.00795228628231,4622,2543,63.1958250497018,1074,30,4115,3011,89.0307226308957,26.0996354799514,73.1713244228433,0.729040097205346,125,-468,252,3.69658718406451,-9.97549937314146,6.27891218907696,87.0618779749026,-1.9688446559931,0,0,"OZAUKEE","TOWN OF CEDARBURG","TOWN OF CEDARBURG WARD 1-2",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","TOWN OF CEDARBURG OZAUKEE",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508913400,4,4634,"Wisconsin","Ozaukee Town","Cedarburg","Ballot Marking Device or System","Yes","Town","TOWN OF CEDARBURG","OZAUKEE",0,1,0,1
"405",405,"TOWN OF CENTER OUTAGAMIE",572,27.0321361058601,123,2116,5.81285444234405,2416,1421,67.1550094517958,746,37,2094,1311,86.6721854304636,35.6255969436485,62.6074498567335,1.76695319961796,-174,110,86,-8.5934608377884,4.54755959506232,4.04590124272609,87.5827814569536,0.910596026490069,0,0,"OUTAGAMIE","TOWN OF CENTER","TOWN OF CENTER WARDS 1-7",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","TOWN OF CENTER OUTAGAMIE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5508713600,1,2405,"Wisconsin","Outagamie Town","Center","DRE-Touchscreen","Yes","Town","TOWN OF CENTER","OUTAGAMIE",0,1,1,0
"406",406,"TOWN OF CENTER ROCK",299,46.4285714285714,53,644,8.22981366459627,788,292,45.3416149068323,400,10,660,250,83.756345177665,60.6060606060606,37.8787878787879,1.51515151515152,-101,42,43,-14.1774891774892,7.46282702804442,6.71466214944476,81.7258883248731,-2.03045685279187,1,1,"ROCK","TOWN OF CENTER","TOWN OF CENTER WARDS 1-2",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF CENTER ROCK",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510513625,1,759,"Wisconsin","Rock Town","Center","Ballot Marking Device or System","Yes","Town","TOWN OF CENTER","ROCK",0,1,0,1
"407",407,"TOWN OF CENTERVILLE MANITOWOC",104,28.1081081081081,24,370,6.48648648648649,421,242,65.4054054054054,143,8,368,217,87.4109263657957,38.8586956521739,58.9673913043478,2.17391304347826,-39,25,16,-10.7505875440658,6.43801410105758,4.31257344300823,87.8859857482185,0.475059382422799,0,0,"MANITOWOC","TOWN OF CENTERVILLE","TOWN OF CENTERVILLE WARD 1",0,NA,NA,NA,"TOWN OF CENTERVILLE MANITOWOC",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507113750,1,427,"Wisconsin","Manitowoc Town","Centerville","Ballot Marking Device or System","Yes","Town","TOWN OF CENTERVILLE","MANITOWOC",1,0,0,1
"408",408,"TOWN OF CHARLESTOWN CALUMET",123,26.5086206896552,26,464,5.60344827586207,499,315,67.8879310344828,184,4,466,278,93.3867735470942,39.4849785407725,59.656652360515,0.858369098712446,-61,37,22,-12.9763578511174,8.23127867396774,4.74507917714962,92.9859719438878,-0.400801603206418,0,0,"CALUMET","TOWN OF CHARLESTOWN","TOWN OF CHARLESTOWN WARD 1",0,NA,NA,NA,"TOWN OF CHARLESTOWN CALUMET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5501514000,1,503,"Wisconsin","Calumet Town","Charlestown","DRE-Touchscreen","Yes","Town","TOWN OF CHARLESTOWN","CALUMET",1,0,1,0
"409",409,"TOWN OF CHASE OCONTO",453,28.5804416403786,81,1585,5.11041009463722,1839,1051,66.3091482649842,672,23,1588,893,86.3512778684067,42.3173803526448,56.2342569269521,1.44836272040302,-219,158,58,-13.7369387122663,10.0748913380321,3.6620473742342,86.1881457313757,-0.163132137030999,0,0,"OCONTO","TOWN OF CHASE","TOWN OF CHASE WARDS 1-5",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","TOWN OF CHASE OCONTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5508314125,1,1818,"Wisconsin","Oconto Town","Chase","DRE-Touchscreen","Yes","Town","TOWN OF CHASE","OCONTO",0,1,1,0
"410",410,"TOWN OF CHELSEA TAYLOR",86,22.6912928759894,19,379,5.0131926121372,428,274,72.2955145118733,134,4,379,241,88.5514018691589,35.3562005277045,63.5883905013193,1.05540897097625,-48,33,15,-12.664907651715,8.70712401055409,3.95778364116095,88.5514018691589,0,0,0,"TAYLOR","TOWN OF CHELSEA","TOWN OF CHELSEA WARD 1",0,NA,NA,NA,"TOWN OF CHELSEA TAYLOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,5511914200,1,436,"Wisconsin","Taylor Town","Chelsea","Hand Counted Paper Ballots","Yes","Town","TOWN OF CHELSEA","TAYLOR",1,0,1,0
"411",411,"TOWN OF CHESTER DODGE",96,25.8760107816712,20,371,5.39083557951483,466,255,68.733153638814,135,5,384,244,82.4034334763949,35.15625,63.5416666666667,1.30208333333333,-39,11,15,-9.28023921832884,5.19148697214735,4.08875224618149,79.6137339055794,-2.78969957081546,0,0,"DODGE","TOWN OF CHESTER","TOWN OF CHESTER WARDS 1-2",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","TOWN OF CHESTER DODGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5502714300,1,434,"Wisconsin","Dodge Town","Chester","DRE-Touchscreen","Yes","Town","TOWN OF CHESTER","DODGE",0,1,1,0
"412",412,"TOWN OF CHETEK BARRON",375,35.5787476280835,29,1054,2.75142314990512,1206,650,61.6698292220114,477,14,1043,552,86.4842454394693,45.7334611697028,52.9242569511026,1.34228187919463,-102,98,15,-10.1547135416193,8.7455722709088,1.40914127071049,87.3963515754561,0.912106135986733,0,0,"BARRON","TOWN OF CHETEK","TOWN OF CHETEK WARDS 1-2",0,NA,NA,NA,"TOWN OF CHETEK BARRON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5500514350,1,1204,"Wisconsin","Barron Town","Chetek","DRE-Touchscreen","Yes","Town","TOWN OF CHETEK","BARRON",1,0,1,0
"413",413,"TOWN OF CHICOG WASHBURN",70,40.2298850574713,9,174,5.17241379310345,212,95,54.5977011494253,110,1,182,71,85.8490566037736,60.4395604395604,39.010989010989,0.549450549450549,-40,24,8,-20.2096753820892,15.5867121384363,4.6229632436529,82.0754716981132,-3.77358490566039,0,1,"WASHBURN","TOWN OF CHICOG","TOWN OF CHICOG WARDS 1-2",0,NA,NA,NA,"TOWN OF CHICOG WASHBURN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5512914425,1,212,"Wisconsin","Washburn Town","Chicog","DRE-Touchscreen","Yes","Town","TOWN OF CHICOG","WASHBURN",1,0,1,0
"414",414,"TOWN OF CHILTON CALUMET",149,23.2449297971919,43,641,6.70826833073323,696,449,70.0468018720749,203,10,627,414,90.0862068965517,32.3763955342903,66.0287081339713,1.59489633173844,-54,35,33,-9.13146573709838,4.01809373810359,5.11337199899479,92.0977011494253,2.01149425287356,0,0,"CALUMET","TOWN OF CHILTON","TOWN OF CHILTON WARDS 1-3",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","TOWN OF CHILTON CALUMET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5501514500,1,696,"Wisconsin","Calumet Town","Chilton","DRE-Touchscreen","Yes","Town","TOWN OF CHILTON","CALUMET",0,1,1,0
"415",415,"TOWN OF CHIMNEY ROCK TREMPEALEAU",63,42.2818791946309,2,149,1.34228187919463,179,84,56.3758389261745,74,0,131,57,73.1843575418994,56.4885496183206,43.5114503816794,0,-11,27,2,-14.2066704236897,12.8643885444951,1.34228187919463,83.2402234636871,10.0558659217877,0,1,"TREMPEALEAU","TOWN OF CHIMNEY ROCK","TOWN OF CHIMNEY ROCK WARD 1",0,NA,NA,NA,"TOWN OF CHIMNEY ROCK TREMPEALEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5512114525,1,162,"Wisconsin","Trempealeau Town","Chimney Rock","Hand Counted Paper Ballots","Yes","Town","TOWN OF CHIMNEY ROCK","TREMPEALEAU",1,0,1,0
"416",416,"TOWN OF CHIPPEWA ASHLAND",75,35.5450236966825,10,211,4.739336492891,234,126,59.7156398104265,105,7,223,111,95.2991452991453,47.085201793722,49.7757847533632,3.1390134529148,-30,15,3,-11.5401780970395,9.93985505706331,1.6003230399762,90.1709401709402,-5.12820512820512,0,0,"ASHLAND","TOWN OF CHIPPEWA","TOWN OF CHIPPEWA WARD 1",0,NA,NA,NA,"TOWN OF CHIPPEWA ASHLAND",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500314550,1,233,"Wisconsin","Ashland Town","Chippewa","Ballot Marking Device or System","Yes","Town","TOWN OF CHIPPEWA","ASHLAND",1,0,0,1
"417",417,"TOWN OF CHRISTIANA DANE",363,50.0689655172414,39,725,5.37931034482759,830,323,44.551724137931,433,6,752,313,90.6024096385542,57.5797872340426,41.6223404255319,0.797872340425532,-70,10,33,-7.51082171680117,2.92938371239912,4.58143800440205,87.3493975903614,-3.25301204819277,1,1,"DANE","TOWN OF CHRISTIANA","TOWN OF CHRISTIANA WARD 1-2",1,"ES&S","ES&S DS200","ES&S Automark","TOWN OF CHRISTIANA DANE",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5502514650,1,833,"Wisconsin","Dane Town","Christiana","Ballot Marking Device or System","Yes","Town","TOWN OF CHRISTIANA","DANE",0,1,0,1
