OBJECTID,GEOID,B03001e1,B03001m1,B03001e2,B03001m2,B03001e3,B03001m3,B03001e4,B03001m4,B03001e5,B03001m5,B03001e6,B03001m6,B03001e7,B03001m7,B03001e8,B03001m8,B03001e9,B03001m9,B03001e10,B03001m10,B03001e11,B03001m11,B03001e12,B03001m12,B03001e13,B03001m13,B03001e14,B03001m14,B03001e15,B03001m15,B03001e16,B03001m16,B03001e17,B03001m17,B03001e18,B03001m18,B03001e19,B03001m19,B03001e20,B03001m20,B03001e21,B03001m21,B03001e22,B03001m22,B03001e23,B03001m23,B03001e24,B03001m24,B03001e25,B03001m25,B03001e26,B03001m26,B03001e27,B03001m27,B03001e28,B03001m28,B03001e29,B03001m29,B03001e30,B03001m30,B03001e31,B03001m31,B03002e1,B03002m1,B03002e2,B03002m2,B03002e3,B03002m3,B03002e4,B03002m4,B03002e5,B03002m5,B03002e6,B03002m6,B03002e7,B03002m7,B03002e8,B03002m8,B03002e9,B03002m9,B03002e10,B03002m10,B03002e11,B03002m11,B03002e12,B03002m12,B03002e13,B03002m13,B03002e14,B03002m14,B03002e15,B03002m15,B03002e16,B03002m16,B03002e17,B03002m17,B03002e18,B03002m18,B03002e19,B03002m19,B03002e20,B03002m20,B03002e21,B03002m21,B03003e1,B03003m1,B03003e2,B03003m2,B03003e3,B03003m3
1593,06000US5511773425,1385,129,1374,126,11,10,11,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1385,129,1374,126,1367,127,0,9,0,9,0,9,0,9,0,9,7,8,0,9,7,8,11,10,6,7,0,9,0,9,0,9,0,9,2,4,3,6,3,6,0,9,1385,129,1374,126,11,10
1594,06000US5511783100,542,90,536,90,6,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,6,10,0,9,6,10,0,9,0,9,542,90,536,90,513,88,11,18,1,2,4,6,0,9,0,9,7,7,0,9,7,7,6,10,6,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,542,90,536,90,6,10
1595,06000US5511787500,3332,21,3254,88,78,86,78,86,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3332,21,3254,88,3153,114,0,9,12,19,47,60,0,9,0,9,42,58,0,9,42,58,78,86,64,83,0,9,0,9,0,9,0,9,5,9,9,15,9,15,0,9,3332,21,3254,88,78,86
1596,06000US5511903900,411,107,400,105,11,11,11,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,411,107,400,105,397,106,0,9,0,9,0,9,0,9,0,9,3,3,0,9,3,3,11,11,0,9,0,9,0,9,0,9,0,9,0,9,11,11,0,9,11,11,411,107,400,105,11,11
1597,06000US5511910400,854,88,808,76,46,38,46,38,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,854,88,808,76,805,77,0,9,0,9,0,9,0,9,0,9,3,5,0,9,3,5,46,38,46,38,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,854,88,808,76,46,38
1598,06000US5511914200,803,101,793,101,10,7,10,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,803,101,793,101,791,101,0,9,0,9,0,9,0,9,0,9,2,3,0,9,2,3,10,7,10,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,803,101,793,101,10,7
1599,06000US5511915450,254,37,254,37,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,254,37,254,37,254,37,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,254,37,254,37,0,9
1600,06000US5511919225,644,83,633,82,11,13,11,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,644,83,633,82,630,81,0,9,0,9,0,9,0,9,0,9,3,4,0,9,3,4,11,13,11,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,644,83,633,82,11,13
1601,06000US5511926425,265,36,264,37,1,3,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,265,36,264,37,260,37,2,3,0,9,0,9,0,9,0,9,2,2,0,9,2,2,1,3,0,9,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,265,36,264,37,1,3
1602,06000US5511929175,388,45,381,44,7,9,7,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,388,45,381,44,370,42,6,5,0,9,0,9,0,9,0,9,5,5,3,3,2,3,7,9,7,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,388,45,381,44,7,9
1603,06000US5511929837,520,53,512,55,8,9,4,6,0,9,0,9,0,9,4,6,0,9,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,520,53,512,55,502,54,2,3,0,9,0,9,0,9,0,9,8,8,0,9,8,8,8,9,4,6,0,9,0,9,0,9,0,9,4,6,0,9,0,9,0,9,520,53,512,55,8,9
1604,06000US5511931600,664,85,654,85,10,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,10,12,0,9,0,9,0,9,10,12,664,85,654,85,649,84,3,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,10,12,10,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,664,85,654,85,10,12
1605,06000US5511931750,258,52,256,53,2,2,2,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,258,52,256,53,256,53,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,2,2,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,258,52,256,53,2,2
1606,06000US5511932300,710,86,706,86,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,710,86,706,86,704,86,0,9,2,4,0,9,0,9,0,9,0,9,0,9,0,9,4,6,3,4,0,9,0,9,0,9,0,9,1,4,0,9,0,9,0,9,710,86,706,86,4,6
1607,06000US5511935525,975,150,975,150,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,975,150,975,150,967,149,0,9,3,4,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,975,150,975,150,0,9
1608,06000US5511938627,327,44,327,44,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,327,44,327,44,323,44,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,327,44,327,44,0,9
1609,06000US5511944900,1141,105,1050,101,91,57,71,53,0,9,0,9,0,9,14,17,0,9,0,9,0,9,0,9,0,9,14,17,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,6,8,0,9,0,9,0,9,6,8,1141,105,1050,101,1024,100,0,9,5,8,8,11,0,9,0,9,13,12,0,9,13,12,91,57,43,45,0,9,0,9,0,9,0,9,37,51,11,13,0,9,11,13,1141,105,1050,101,91,57
1610,06000US5511946150,100,28,100,28,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,100,28,100,28,100,28,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,100,28,100,28,0,9
1611,06000US5511946925,373,52,373,52,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,373,52,373,52,373,52,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,373,52,373,52,0,9
1612,06000US5511948925,385,62,380,62,5,4,5,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,385,62,380,62,380,62,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,4,4,4,0,9,0,9,0,9,0,9,1,2,0,9,0,9,0,9,385,62,380,62,5,4
1613,06000US5511950425,4338,42,4291,65,47,49,27,26,0,9,0,9,0,9,20,29,0,9,0,9,0,9,0,9,20,29,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4338,42,4291,65,4161,87,55,37,31,22,0,9,0,9,0,9,44,33,0,9,44,33,47,49,47,49,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4338,42,4291,65,47,49
1614,06000US5511950450,2579,27,2573,30,6,11,0,9,0,9,0,9,0,9,6,11,6,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2579,27,2573,30,2561,35,0,9,6,10,0,9,0,9,0,9,6,10,0,9,6,10,6,11,0,9,0,9,0,9,0,9,0,9,6,11,0,9,0,9,0,9,2579,27,2573,30,6,11
1615,06000US5511953550,390,53,387,53,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,0,9,3,4,390,53,387,53,374,53,2,4,0,9,7,6,0,9,0,9,4,4,0,9,4,4,3,4,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,390,53,387,53,3,4
1616,06000US5511962100,201,56,201,56,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,201,56,201,56,201,56,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,201,56,201,56,0,9
1617,06000US5511967275,1061,137,993,127,68,49,42,47,26,25,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1061,137,993,127,925,122,26,25,0,9,0,9,0,9,0,9,42,26,0,9,42,26,68,49,7,6,0,9,0,9,0,9,0,9,48,50,13,13,1,2,12,12,1061,137,993,127,68,49
1618,06000US5511967300,730,91,722,89,8,10,3,4,0,9,0,9,0,9,5,10,5,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,730,91,722,89,722,89,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,8,10,8,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,730,91,722,89,8,10
1619,06000US5511969400,466,70,466,70,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,466,70,466,70,464,70,0,9,0,9,0,9,0,9,0,9,2,3,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,466,70,466,70,0,9
1620,06000US5511977100,605,84,603,84,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,605,84,603,84,593,84,0,9,0,9,4,5,0,9,0,9,6,9,0,9,6,9,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,605,84,603,84,2,3
1621,06000US5511978950,421,58,419,57,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,421,58,419,57,419,57,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,421,58,419,57,2,3
1622,06000US5511985450,706,82,706,82,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,706,82,706,82,704,81,0,9,0,9,0,9,0,9,0,9,2,4,0,9,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,706,82,706,82,0,9
1623,06000US5512100925,526,80,526,80,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,526,80,526,80,520,80,2,3,0,9,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,526,80,526,80,0,9
1624,06000US5512102500,2947,42,1973,153,974,154,771,193,0,9,0,9,0,9,168,126,0,9,163,124,0,9,0,9,0,9,5,8,0,9,22,33,0,9,0,9,0,9,0,9,0,9,0,9,22,33,0,9,0,9,0,9,13,19,0,9,0,9,0,9,13,19,2947,42,1973,153,1886,162,63,52,0,9,19,22,0,9,0,9,5,7,0,9,5,7,974,154,210,122,0,9,0,9,0,9,0,9,706,172,58,83,58,83,0,9,2947,42,1973,153,974,154
1625,06000US5512102525,1732,174,1659,165,73,55,23,33,7,12,0,9,0,9,16,16,0,9,0,9,16,16,0,9,0,9,0,9,0,9,5,8,0,9,0,9,0,9,0,9,0,9,0,9,5,8,0,9,0,9,0,9,22,38,0,9,0,9,0,9,22,38,1732,174,1659,165,1635,163,0,9,0,9,6,7,0,9,0,9,18,19,0,9,18,19,73,55,7,12,0,9,0,9,0,9,0,9,64,51,2,3,2,3,0,9,1732,174,1659,165,73,55
1626,06000US5512108075,1310,152,1280,154,30,36,22,34,8,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1310,152,1280,154,1270,154,0,9,0,9,10,9,0,9,0,9,0,9,0,9,0,9,30,36,8,12,0,9,0,9,0,9,0,9,22,34,0,9,0,9,0,9,1310,152,1280,154,30,36
1627,06000US5512111325,437,73,404,61,33,32,33,32,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,437,73,404,61,404,61,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,33,32,13,19,0,9,0,9,0,9,0,9,8,10,12,16,12,16,0,9,437,73,404,61,33,32
1628,06000US5512111975,900,107,895,106,5,7,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,900,107,895,106,842,96,7,12,4,5,10,15,0,9,0,9,32,28,0,9,32,28,5,7,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,900,107,895,106,5,7
1629,06000US5512114525,200,44,198,43,2,4,0,9,0,9,0,9,0,9,2,4,0,9,1,3,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,200,44,198,43,196,42,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,2,4,0,9,0,9,0,9,0,9,0,9,2,4,0,9,0,9,0,9,200,44,198,43,2,4
1630,06000US5512120300,429,53,427,53,2,3,0,9,0,9,1,2,0,9,1,2,0,9,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,429,53,427,53,424,54,1,3,0,9,2,3,0,9,0,9,0,9,0,9,0,9,2,3,1,2,0,9,0,9,0,9,0,9,1,2,0,9,0,9,0,9,429,53,427,53,2,3
1631,06000US5512123175,761,93,743,92,18,19,10,18,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,8,7,0,9,5,6,0,9,3,5,761,93,743,92,713,86,27,38,0,9,0,9,0,9,0,9,3,4,0,9,3,4,18,19,5,6,0,9,0,9,0,9,0,9,3,5,10,18,10,18,0,9,761,93,743,92,18,19
1632,06000US5512124400,647,95,639,90,8,13,0,9,0,9,0,9,0,9,8,13,0,9,8,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,647,95,639,90,636,89,0,9,0,9,0,9,0,9,0,9,3,6,0,9,3,6,8,13,0,9,0,9,0,9,0,9,0,9,8,13,0,9,0,9,0,9,647,95,639,90,8,13
1633,06000US5512124425,1276,174,1269,172,7,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,9,7,9,0,9,0,9,0,9,1276,174,1269,172,1264,173,0,9,0,9,0,9,0,9,0,9,5,7,0,9,5,7,7,9,7,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1276,174,1269,172,7,9
1634,06000US5512128150,1765,168,1756,167,9,12,9,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1765,168,1756,167,1737,171,2,4,8,9,6,7,0,9,0,9,3,5,0,9,3,5,9,12,9,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1765,168,1756,167,9,12
1635,06000US5512128200,1495,133,1443,124,52,42,15,20,8,13,0,9,0,9,12,15,0,9,12,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,17,21,0,9,0,9,0,9,17,21,1495,133,1443,124,1415,113,0,9,0,9,0,9,0,9,0,9,28,28,0,9,28,28,52,42,23,24,0,9,0,9,0,9,0,9,29,35,0,9,0,9,0,9,1495,133,1443,124,52,42
1636,06000US5512132050,1045,157,1011,155,34,33,27,31,0,9,1,2,0,9,6,9,0,9,0,9,6,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1045,157,1011,155,980,152,0,9,0,9,14,11,0,9,0,9,17,13,0,9,17,13,34,33,33,33,0,9,0,9,0,9,0,9,1,2,0,9,0,9,0,9,1045,157,1011,155,34,33
1637,06000US5512136800,1624,138,1236,123,388,138,362,144,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,26,36,0,9,0,9,0,9,26,36,1624,138,1236,123,1204,126,0,9,13,20,19,24,0,9,0,9,0,9,0,9,0,9,388,138,115,80,0,9,0,9,24,37,0,9,249,144,0,9,0,9,0,9,1624,138,1236,123,388,138
1638,06000US5512144500,940,159,880,151,60,66,57,66,3,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,940,159,880,151,853,155,20,24,7,11,0,9,0,9,0,9,0,9,0,9,0,9,60,66,14,16,0,9,0,9,0,9,0,9,46,65,0,9,0,9,0,9,940,159,880,151,60,66
1639,06000US5512160575,1581,119,1565,121,16,16,5,7,0,9,0,9,11,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1581,119,1565,121,1518,116,3,6,17,19,24,21,0,9,0,9,3,6,0,9,3,6,16,16,5,7,0,9,0,9,0,9,0,9,3,4,8,11,8,11,0,9,1581,119,1565,121,16,16
1640,06000US5512162650,878,121,870,122,8,7,8,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,878,121,870,122,851,118,0,9,10,14,0,9,0,9,0,9,9,14,0,9,9,14,8,7,8,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,878,121,870,122,8,7
1641,06000US5512162675,357,89,357,89,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,357,89,357,89,357,89,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,357,89,357,89,0,9
1642,06000US5512165500,931,123,926,123,5,8,5,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,931,123,926,123,922,124,0,9,0,9,0,9,0,9,0,9,4,5,0,9,4,5,5,8,5,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,931,123,926,123,5,8
1643,06000US5512177825,999,129,927,114,72,59,65,58,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,10,0,9,0,9,0,9,0,9,0,9,0,9,7,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,999,129,927,114,927,114,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,72,59,16,21,0,9,0,9,0,9,0,9,36,42,20,22,20,22,0,9,999,129,927,114,72,59
1644,06000US5512178500,846,117,827,118,19,14,10,7,9,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,846,117,827,118,784,104,0,9,0,9,13,12,0,9,0,9,30,34,0,9,30,34,19,14,19,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,846,117,827,118,19,14
1645,06000US5512180475,1717,159,1699,156,18,17,18,17,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1717,159,1699,156,1692,156,3,5,0,9,0,9,0,9,0,9,4,5,0,9,4,5,18,17,14,16,0,9,0,9,0,9,0,9,4,5,0,9,0,9,0,9,1717,159,1699,156,18,17
1646,06000US5512180500,1775,181,1771,181,4,5,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1775,181,1771,181,1748,173,7,9,0,9,0,9,0,9,0,9,16,18,0,9,16,18,4,5,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1775,181,1771,181,4,5
1647,06000US5512181875,618,123,606,120,12,11,12,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,618,123,606,120,597,119,0,9,0,9,7,7,0,9,0,9,2,3,0,9,2,3,12,11,10,11,0,9,0,9,0,9,0,9,2,4,0,9,0,9,0,9,618,123,606,120,12,11
1648,06000US5512186725,1676,157,1584,156,92,63,88,61,0,9,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,4,0,9,2,4,0,9,0,9,1676,157,1584,156,1566,155,2,4,0,9,4,6,0,9,0,9,12,11,0,9,12,11,92,63,21,22,0,9,0,9,0,9,0,9,59,57,12,15,12,15,0,9,1676,157,1584,156,92,63
1649,06000US5512306900,1258,100,1232,96,26,20,14,15,9,12,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1258,100,1232,96,1186,99,0,9,28,31,4,5,0,9,0,9,14,12,0,9,14,12,26,20,26,20,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1258,100,1232,96,26,20
