OBJECTID,GEOID,B03001e1,B03001m1,B03001e2,B03001m2,B03001e3,B03001m3,B03001e4,B03001m4,B03001e5,B03001m5,B03001e6,B03001m6,B03001e7,B03001m7,B03001e8,B03001m8,B03001e9,B03001m9,B03001e10,B03001m10,B03001e11,B03001m11,B03001e12,B03001m12,B03001e13,B03001m13,B03001e14,B03001m14,B03001e15,B03001m15,B03001e16,B03001m16,B03001e17,B03001m17,B03001e18,B03001m18,B03001e19,B03001m19,B03001e20,B03001m20,B03001e21,B03001m21,B03001e22,B03001m22,B03001e23,B03001m23,B03001e24,B03001m24,B03001e25,B03001m25,B03001e26,B03001m26,B03001e27,B03001m27,B03001e28,B03001m28,B03001e29,B03001m29,B03001e30,B03001m30,B03001e31,B03001m31,B03002e1,B03002m1,B03002e2,B03002m2,B03002e3,B03002m3,B03002e4,B03002m4,B03002e5,B03002m5,B03002e6,B03002m6,B03002e7,B03002m7,B03002e8,B03002m8,B03002e9,B03002m9,B03002e10,B03002m10,B03002e11,B03002m11,B03002e12,B03002m12,B03002e13,B03002m13,B03002e14,B03002m14,B03002e15,B03002m15,B03002e16,B03002m16,B03002e17,B03002m17,B03002e18,B03002m18,B03002e19,B03002m19,B03002e20,B03002m20,B03002e21,B03002m21,B03003e1,B03003m1,B03003e2,B03003m2,B03003e3,B03003m3
1537,06000US5511508725,1409,162,1336,146,73,59,42,29,31,39,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1409,162,1336,146,1331,145,0,9,0,9,5,8,0,9,0,9,0,9,0,9,0,9,73,59,73,59,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1409,162,1336,146,73,59
1538,06000US5511509025,416,90,363,77,53,40,31,25,3,5,10,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,9,15,0,9,9,15,0,9,0,9,416,90,363,77,268,64,0,9,71,52,0,9,0,9,0,9,24,20,0,9,24,20,53,40,16,18,0,9,7,8,0,9,0,9,0,9,30,32,19,28,11,11,416,90,363,77,53,40
1539,06000US5511513325,611,113,605,111,6,9,6,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,611,113,605,111,586,112,0,9,16,22,0,9,0,9,0,9,3,4,0,9,3,4,6,9,6,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,611,113,605,111,6,9
1540,06000US5511522975,237,76,191,46,46,61,46,61,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,237,76,191,46,187,47,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,46,61,38,50,0,9,8,12,0,9,0,9,0,9,0,9,0,9,0,9,237,76,191,46,46,61
1541,06000US5511524775,566,96,563,97,3,4,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,566,96,563,97,532,79,4,5,25,35,0,9,0,9,0,9,2,3,0,9,2,3,3,4,0,9,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,566,96,563,97,3,4
1542,06000US5511528825,302,37,302,37,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,302,37,302,37,269,30,6,10,0,9,0,9,0,9,0,9,27,19,0,9,27,19,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,302,37,302,37,0,9
1543,06000US5511530400,926,89,914,88,12,16,12,16,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,926,89,914,88,863,77,0,9,41,40,3,7,0,9,0,9,7,8,0,9,7,8,12,16,12,16,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,926,89,914,88,12,16
1544,06000US5511531500,1187,165,1069,147,118,107,20,30,5,8,0,9,0,9,93,94,0,9,64,92,0,9,0,9,0,9,29,45,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1187,165,1069,147,1034,139,0,9,35,27,0,9,0,9,0,9,0,9,0,9,0,9,118,107,64,92,0,9,0,9,0,9,0,9,49,74,5,8,0,9,5,8,1187,165,1069,147,118,107
1545,06000US5511531675,446,95,446,95,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,446,95,446,95,296,68,0,9,122,62,0,9,0,9,0,9,28,21,0,9,28,21,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,446,95,446,95,0,9
1546,06000US5511533075,986,104,981,104,5,5,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,0,9,0,9,0,9,4,5,986,104,981,104,970,105,0,9,3,4,8,10,0,9,0,9,0,9,0,9,0,9,5,5,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,986,104,981,104,5,5
1547,06000US5511534025,861,103,837,100,24,19,20,18,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,861,103,837,100,699,97,0,9,92,44,5,5,0,9,0,9,41,26,0,9,41,26,24,19,4,5,0,9,6,8,0,9,0,9,0,9,14,15,14,15,0,9,861,103,837,100,24,19
1548,06000US5511536700,578,78,569,78,9,9,9,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,578,78,569,78,564,77,0,9,2,3,0,9,0,9,0,9,3,5,0,9,3,5,9,9,0,9,0,9,0,9,0,9,0,9,4,4,5,7,0,9,5,7,578,78,569,78,9,9
1549,06000US5511543675,1171,118,1169,118,2,5,1,3,0,9,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1171,118,1169,118,1149,112,0,9,10,14,0,9,0,9,0,9,10,10,0,9,10,10,2,5,2,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1171,118,1169,118,2,5
1550,06000US5511548900,956,93,956,93,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,956,93,956,93,936,97,0,9,0,9,12,16,0,9,0,9,8,11,0,9,8,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,956,93,956,93,0,9
1551,06000US5511549400,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1552,06000US5511550000,509,106,360,89,149,76,149,76,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,509,106,360,89,356,89,0,9,2,4,0,9,0,9,0,9,2,4,0,9,2,4,149,76,112,63,0,9,0,9,0,9,0,9,29,42,8,9,3,4,5,8,509,106,360,89,149,76
1553,06000US5511554250,381,48,381,48,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,381,48,381,48,372,48,0,9,3,4,0,9,0,9,0,9,6,6,0,9,6,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,381,48,381,48,0,9
1554,06000US5511555675,415,58,414,58,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,1,3,415,58,414,58,409,57,0,9,5,5,0,9,0,9,0,9,0,9,0,9,0,9,1,3,1,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,415,58,414,58,1,3
1555,06000US5511561700,824,75,822,75,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,824,75,822,75,787,70,0,9,6,11,11,11,0,9,0,9,18,21,0,9,18,21,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,824,75,822,75,2,3
1556,06000US5511565675,197,66,197,66,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,197,66,197,66,197,66,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,197,66,197,66,0,9
1557,06000US5511566750,895,142,891,142,4,5,0,9,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,895,142,891,142,350,62,5,7,518,117,0,9,0,9,2,2,16,11,0,9,16,11,4,5,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,895,142,891,142,4,5
1558,06000US5511567675,1765,181,1656,186,109,79,107,78,0,9,0,9,0,9,2,4,0,9,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1765,181,1656,186,1575,178,0,9,62,46,2,4,0,9,0,9,17,14,0,9,17,14,109,79,107,78,0,9,0,9,0,9,2,4,0,9,0,9,0,9,0,9,1765,181,1656,186,109,79
1559,06000US5511572550,475,81,475,81,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,475,81,475,81,463,81,0,9,5,6,0,9,0,9,0,9,7,6,0,9,7,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,475,81,475,81,0,9
1560,06000US5511572925,9181,21,8948,140,233,140,131,88,77,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,33,18,25,0,12,0,12,7,15,9181,21,8948,140,7615,290,43,39,988,239,37,27,10,16,0,12,255,111,0,12,255,111,233,140,207,143,0,12,0,12,0,12,0,12,26,23,0,12,0,12,0,12,9181,21,8948,140,233,140
1561,06000US5511579825,923,142,915,140,8,9,7,8,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,923,142,915,140,864,136,3,6,22,13,0,9,0,9,0,9,26,19,0,9,26,19,8,9,0,9,0,9,0,9,0,9,0,9,0,9,8,9,0,9,8,9,923,142,915,140,8,9
1562,06000US5511583725,1936,193,1936,193,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1936,193,1936,193,1917,195,0,9,7,10,0,9,0,9,5,7,7,10,0,9,7,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1936,193,1936,193,0,9
1563,06000US5511584225,953,108,949,111,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,953,108,949,111,936,109,0,9,4,4,3,8,0,9,0,9,6,6,0,9,6,6,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,953,108,949,111,4,6
1564,06000US5511585275,3168,26,3164,27,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3168,26,3164,27,2845,103,15,21,162,78,94,65,0,9,0,9,48,34,0,9,48,34,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3168,26,3164,27,4,6
1565,06000US5511588325,1029,148,931,123,98,107,98,107,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1029,148,931,123,829,98,12,19,54,44,2,3,0,9,0,9,34,29,0,9,34,29,98,107,98,107,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1029,148,931,123,98,107
1566,06000US5511588350,926,122,925,120,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,9,0,9,0,9,0,9,1,9,926,122,925,120,892,113,6,24,14,13,0,9,0,9,0,9,13,9,0,9,13,9,1,9,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,926,122,925,120,1,9
1567,06000US5511700000,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1568,06000US5511700450,459,66,459,66,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,459,66,459,66,450,67,0,9,0,9,0,9,0,9,0,9,9,12,0,9,9,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,459,66,459,66,0,9
1569,06000US5511712825,675,75,642,73,33,25,29,24,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,675,75,642,73,621,76,0,9,15,19,0,9,0,9,0,9,6,11,0,9,6,11,33,25,28,26,1,3,0,9,0,9,0,9,2,4,2,3,0,9,2,3,675,75,642,73,33,25
1570,06000US5511713475,2165,223,2128,220,37,34,20,22,17,25,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2165,223,2128,220,2127,219,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,37,34,37,34,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2165,223,2128,220,37,34
1571,06000US5511723275,1051,128,1051,128,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1051,128,1051,128,1045,129,0,9,0,9,0,9,0,9,0,9,6,12,0,9,6,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1051,128,1051,128,0,9
1572,06000US5511729350,455,67,455,67,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,455,67,455,67,454,67,0,9,0,9,0,9,0,9,0,9,1,2,0,9,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,455,67,455,67,0,9
1573,06000US5511731100,2577,17,2432,52,145,47,64,35,24,20,7,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,50,32,11,14,16,21,0,9,23,28,2577,17,2432,52,1849,144,361,103,43,30,0,9,0,9,0,9,179,68,0,9,179,68,145,47,99,37,21,24,9,14,0,9,0,9,12,17,4,6,0,9,4,6,2577,17,2432,52,145,47
1574,06000US5511734050,2174,193,2083,189,91,59,38,33,28,36,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,25,25,0,9,0,9,0,9,25,25,2174,193,2083,189,1958,175,43,35,0,9,71,46,0,9,0,9,11,20,0,9,11,20,91,59,64,45,0,9,0,9,2,6,0,9,25,36,0,9,0,9,0,9,2174,193,2083,189,91,59
1575,06000US5511735375,2411,216,2376,213,35,33,29,33,6,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2411,216,2376,213,2328,208,23,34,12,22,5,7,0,9,0,9,8,12,0,9,8,12,35,33,35,33,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2411,216,2376,213,35,33
1576,06000US5511736025,3238,15,3186,74,52,77,0,9,0,9,0,9,0,9,52,77,0,9,0,9,0,9,52,77,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3238,15,3186,74,3162,81,0,9,0,9,3,6,0,9,0,9,21,23,0,9,21,23,52,77,52,77,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3238,15,3186,74,52,77
1577,06000US5511740275,2389,260,2342,256,47,32,8,9,8,10,6,7,0,9,10,15,0,9,0,9,0,9,0,9,0,9,10,15,0,9,9,19,0,9,0,9,0,9,9,19,0,9,0,9,0,9,0,9,0,9,0,9,6,10,6,10,0,9,0,9,0,9,2389,260,2342,256,2215,245,4,6,0,9,49,36,0,9,0,9,74,59,0,9,74,59,47,32,47,32,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2389,260,2342,256,47,32
1578,06000US5511744150,2983,26,2969,30,14,15,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,9,14,0,9,0,9,0,9,9,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2983,26,2969,30,2863,105,0,9,51,59,8,9,0,9,0,9,47,40,0,9,47,40,14,15,14,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2983,26,2969,30,14,15
1579,06000US5511746575,1360,125,1360,125,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1360,125,1360,125,1290,131,0,9,6,7,35,50,0,9,0,9,29,22,0,9,29,22,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1360,125,1360,125,0,9
1580,06000US5511753375,1367,154,1341,147,26,34,17,21,2,3,4,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,7,0,9,0,9,0,9,3,7,1367,154,1341,147,1310,147,7,13,9,13,0,9,0,9,0,9,15,22,0,9,15,22,26,34,14,16,0,9,7,13,0,9,0,9,2,3,3,7,0,9,3,7,1367,154,1341,147,26,34
1581,06000US5511754475,807,88,799,88,8,6,3,4,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,0,9,3,4,807,88,799,88,770,84,3,4,0,9,26,23,0,9,0,9,0,9,0,9,0,9,8,6,8,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,807,88,799,88,8,6
1582,06000US5511760100,2927,21,2884,42,43,33,38,34,0,9,0,9,0,9,5,8,0,9,5,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2927,21,2884,42,2847,55,0,9,0,9,6,10,0,9,0,9,31,32,0,9,31,32,43,33,37,33,0,9,5,8,0,9,0,9,1,3,0,9,0,9,0,9,2927,21,2884,42,43,33
1583,06000US5511763700,8427,24,8250,109,177,107,173,107,4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8427,24,8250,109,7790,288,215,217,0,12,159,138,0,12,0,12,86,70,0,12,86,70,177,107,134,81,0,12,0,12,0,12,0,12,43,50,0,12,0,12,0,12,8427,24,8250,109,177,107
1584,06000US5511763725,3186,36,3171,41,15,16,4,8,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,12,0,9,0,9,0,9,0,9,7,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3186,36,3171,41,3114,68,16,19,0,9,7,12,0,9,0,9,34,38,0,9,34,38,15,16,15,16,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3186,36,3171,41,15,16
1585,06000US5511766200,1550,133,1493,119,57,56,57,56,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1550,133,1493,119,1462,112,0,9,4,6,23,22,0,9,0,9,4,5,0,9,4,5,57,56,46,53,0,9,0,9,0,9,0,9,11,13,0,9,0,9,0,9,1550,133,1493,119,57,56
1586,06000US5511767150,1938,141,1930,140,8,12,7,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,1,3,1938,141,1930,140,1912,140,4,5,9,11,5,8,0,9,0,9,0,9,0,9,0,9,8,12,7,11,0,9,0,9,0,9,0,9,0,9,1,3,1,3,0,9,1938,141,1930,140,8,12
1587,06000US5511770350,366,51,360,50,6,6,0,9,3,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,0,9,3,4,366,51,360,50,353,51,2,5,5,8,0,9,0,9,0,9,0,9,0,9,0,9,6,6,6,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,366,51,360,50,6,6
1588,06000US5511772350,1719,154,1681,154,38,24,27,21,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,11,13,8,11,0,9,0,9,3,5,1719,154,1681,154,1592,130,0,9,0,9,4,5,0,9,0,9,85,76,0,9,85,76,38,24,34,23,0,9,0,9,0,9,0,9,0,9,4,5,4,5,0,9,1719,154,1681,154,38,24
1589,06000US5511772975,48853,45,43760,320,5093,321,4435,350,185,149,28,34,13,17,133,75,23,27,36,34,17,27,0,18,0,18,57,53,0,18,55,58,0,18,33,52,0,18,22,27,0,18,0,18,0,18,0,18,0,18,0,18,244,147,108,72,5,9,0,18,131,122,48853,45,43760,320,36787,504,932,304,71,61,5158,218,12,24,18,30,782,245,17,24,765,241,5093,321,3439,498,0,18,25,32,0,18,0,18,1126,389,503,273,305,208,198,148,48853,45,43760,320,5093,321
1590,06000US5511773000,7286,24,6972,216,314,211,175,164,92,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,72,0,12,0,12,0,12,47,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7286,24,6972,216,6785,253,0,12,24,28,132,94,0,12,0,12,31,49,0,12,31,49,314,211,291,207,0,12,0,12,0,12,0,12,23,36,0,12,0,12,0,12,7286,24,6972,216,314,211
1591,06000US5511773025,7803,25,7431,285,372,282,170,111,15,21,0,12,0,12,17,23,0,12,17,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,170,218,0,12,154,219,0,12,16,25,7803,25,7431,285,7196,332,0,12,0,12,94,69,0,12,0,12,141,132,0,12,141,132,372,282,372,282,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7803,25,7431,285,372,282
1592,06000US5511773050,1801,167,1730,165,71,44,49,39,0,9,0,9,0,9,2,3,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,20,19,3,5,0,9,0,9,17,18,1801,167,1730,165,1709,162,0,9,0,9,12,14,0,9,0,9,9,12,4,6,5,10,71,44,45,33,0,9,6,10,0,9,0,9,16,24,4,6,0,9,4,6,1801,167,1730,165,71,44
