"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit"
"47","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-37-OUTAGAMIE","CITY OF APPLETON WARD 37 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",360,46.9973890339426,41,766,5.35248041775457,365,47.6501305483029,429,23,829,377,51.7490952955368,45.4764776839566,2.77442702050663,-69,-12,18,-4.75170626159424,2.17365286434629,2.57805339724793,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"48","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-38-OUTAGAMIE","CITY OF APPLETON WARD 38 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",526,39.6084337349398,72,1328,5.42168674698795,730,54.9698795180723,464,17,1193,712,38.8935456831517,59.6814752724225,1.42497904442582,62,18,55,0.714888051788037,-4.71159575435018,3.99670770256213,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"49","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-39-OUTAGAMIE","CITY OF APPLETON WARD 39 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",310,40.9511228533686,54,757,7.1334214002642,393,51.9154557463672,207,4,524,313,39.5038167938931,59.7328244274809,0.763358778625954,103,80,50,1.44730605947543,-7.81736868111368,6.37006262163825,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"50","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-4-OUTAGAMIE","CITY OF APPLETON WARD 4 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",336,41.5327564894932,57,809,7.04573547589617,416,51.4215080346106,448,19,842,375,53.2066508313539,44.5368171021378,2.25653206650831,-112,41,38,-11.6738943418607,6.88469093247286,4.78920340938785,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"51","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-40-OUTAGAMIE","CITY OF APPLETON WARD 40 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",6,37.5,0,16,0,10,62.5,4,0,15,11,26.6666666666667,73.3333333333333,0,2,-1,0,10.8333333333333,-10.8333333333333,0,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"52","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-41-OUTAGAMIE","CITY OF APPLETON WARD 41 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",45,33.0882352941176,10,136,7.35294117647059,81,59.5588235294118,19,0,105,86,18.0952380952381,81.9047619047619,0,26,-5,10,14.9929971988796,-22.3459383753501,7.35294117647059,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"53","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-42-OUTAGAMIE","CITY OF APPLETON WARD 42 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",410,46.5909090909091,51,880,5.79545454545454,419,47.6136363636364,477,17,905,411,52.707182320442,45.414364640884,1.87845303867403,-67,8,34,-6.11627322953291,2.19927172275239,3.91700150678051,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"54","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-43-OUTAGAMIE","CITY OF APPLETON WARD 43 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",389,48.992443324937,69,794,8.69017632241814,336,42.3173803526448,444,18,844,382,52.60663507109,45.260663507109,2.13270142180095,-55,-46,51,-3.61419174615302,-2.94328315446418,6.55747490061719,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"55","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-44-CALUMET","CITY OF APPLETON WARD 44 CALUMET","CITY OF APPLETON","CALUMET",486,44.7102115915363,78,1087,7.17571297148114,523,48.1140754369825,628,28,1158,502,54.2314335060449,43.3506044905009,2.41796200345423,-142,21,50,-9.52122191450857,4.76347094648166,4.75775096802691,0,1,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"56","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-45-CALUMET","CITY OF APPLETON WARD 45 CALUMET","CITY OF APPLETON","CALUMET",611,48.7240829346092,79,1254,6.29984051036683,564,44.9760765550239,595,16,1321,710,45.0416351249054,53.7471612414837,1.2112036336109,16,-146,63,3.68244780970387,-8.7710846864598,5.08863687675592,1,0,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"57","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-46-CALUMET","CITY OF APPLETON WARD 46 CALUMET","CITY OF APPLETON","CALUMET",45,47.3684210526316,3,95,3.15789473684211,47,49.4736842105263,40,0,98,58,40.8163265306122,59.1836734693878,0,5,-11,3,6.55209452201933,-9.70998925886144,3.15789473684211,0,0,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"58","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-48-OUTAGAMIE","CITY OF APPLETON WARD 48 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",79,55.6338028169014,13,142,9.15492957746479,50,35.2112676056338,106,3,159,50,66.6666666666667,31.4465408805031,1.88679245283019,-27,0,10,-11.0328638497652,3.76472672513066,7.2681371246346,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"59","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-49-OUTAGAMIE","CITY OF APPLETON WARD 49 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",42,47.7272727272727,6,88,6.81818181818182,40,45.4545454545455,53,1,101,47,52.4752475247525,46.5346534653465,0.99009900990099,-11,-7,5,-4.74797479747975,-1.08010801080108,5.82808280828083,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"60","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-5-OUTAGAMIE","CITY OF APPLETON WARD 5 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,4,0,4,100,0,0,4,4,0,100,0,0,0,0,0,0,0,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"61","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-50-OUTAGAMIE","CITY OF APPLETON WARD 50 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",74,54.014598540146,11,137,8.02919708029197,52,37.956204379562,79,5,143,59,55.2447552447552,41.2587412587413,3.4965034965035,-5,-7,6,-1.23015670460926,-3.30253687917922,4.53269358378847,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"62","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-51-OUTAGAMIE","CITY OF APPLETON WARD 51 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",499,55.6298773690078,68,897,7.58082497212932,330,36.7892976588629,538,15,939,386,57.2949946751864,41.1075612353568,1.59744408945687,-39,-56,53,-1.66511730617857,-4.31826357649389,5.98338088267245,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"63","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-52-OUTAGAMIE","CITY OF APPLETON WARD 52 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",52,50.9803921568627,3,102,2.94117647058824,47,46.078431372549,60,2,116,54,51.7241379310345,46.551724137931,1.72413793103448,-8,-7,1,-0.743745774171742,-0.473292765382013,1.21703853955375,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"64","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-53-OUTAGAMIE","CITY OF APPLETON WARD 53 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",12,80,1,15,6.66666666666667,2,13.3333333333333,16,0,24,8,66.6666666666667,33.3333333333333,0,-4,-6,1,13.3333333333333,-20,6.66666666666667,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"65","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-54-OUTAGAMIE","CITY OF APPLETON WARD 54 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",414,47.2602739726027,64,876,7.30593607305936,398,45.4337899543379,489,13,971,469,50.3604531410917,48.3007209062822,1.33882595262616,-75,-71,51,-3.10017916848891,-2.86693095194429,5.9671101204332,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"66","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-55-OUTAGAMIE","CITY OF APPLETON WARD 55 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",223,47.4468085106383,35,470,7.4468085106383,212,45.1063829787234,255,12,486,219,52.4691358024691,45.0617283950617,2.46913580246914,-32,-7,23,-5.02232729183083,0.044654583661675,4.97767270816916,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"67","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-56-OUTAGAMIE","CITY OF APPLETON WARD 56 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,1,0,1,100,0,0,1,1,0,100,0,0,0,0,0,0,0,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"68","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-57-OUTAGAMIE","CITY OF APPLETON WARD 57 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",12,70.5882352941177,0,17,0,5,29.4117647058824,1,0,2,1,50,50,0,11,4,0,20.5882352941177,-20.5882352941176,0,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"69","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-59-OUTAGAMIE","CITY OF APPLETON WARD 59 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,1,0,1,100,1,0,1,0,100,0,0,-1,1,0,-100,100,0,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"70","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-6-OUTAGAMIE","CITY OF APPLETON WARD 6 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",269,52.7450980392157,45,510,8.82352941176471,196,38.4313725490196,336,14,563,213,59.6802841918295,37.8330373001776,2.4866785079929,-67,-17,31,-6.93518615261379,0.598335248841991,6.33685090377181,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"71","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-7-OUTAGAMIE","CITY OF APPLETON WARD 7 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",483,46.6666666666667,81,1035,7.82608695652174,471,45.5072463768116,579,16,1133,538,51.1032656663725,47.4845542806708,1.41218005295675,-96,-67,65,-4.4365989997058,-1.97730790385919,6.41390690356499,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"72","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-8-OUTAGAMIE","CITY OF APPLETON WARD 8 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",900,82.1917808219178,55,1095,5.02283105022831,140,12.7853881278539,856,39,1121,226,76.3603925066905,20.1605709188225,3.47903657448706,44,-86,16,5.83138831522734,-7.3751827909686,1.54379447574125,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"73","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-9-OUTAGAMIE","CITY OF APPLETON WARD 9 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",425,49.0196078431373,59,867,6.80507497116494,383,44.1753171856978,474,20,865,371,54.7976878612717,42.8901734104046,2.3121387283237,-49,12,39,-5.77808001813442,1.28514377529318,4.49293624284124,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"74","CITY OF ARCADIA TREMPEALEAU","CITY-OF-ARCADIA-WARD-1-3-TREMPEALEAU","CITY OF ARCADIA WARDS 1-3 TREMPEALEAU","CITY OF ARCADIA","TREMPEALEAU",292,36.5,37,800,4.625,471,58.875,492,11,853,350,57.6787807737397,41.031652989449,1.28956623681125,-200,121,26,-21.1787807737397,17.843347010551,3.33543376318875,0,1,"TREMPEALEAU","CITY OF ARCADIA","CITY OF ARCADIA WARDS 1-3 TREMPEALEAU"
"75","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-1-ASHL-","CITY OF ASHLAND WARD 1 ASHLAND","CITY OF ASHLAND","ASHLAND",213,44.7478991596639,25,476,5.25210084033613,238,50,231,1,450,218,51.3333333333333,48.4444444444444,0.222222222222222,-18,20,24,-6.58543417366946,1.55555555555556,5.02987861811391,0,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"76","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-10-ASHL-","CITY OF ASHLAND WARD 10 ASHLAND","CITY OF ASHLAND","ASHLAND",191,55.6851311953353,16,343,4.66472303206997,136,39.6501457725948,249,5,353,99,70.5382436260623,28.0453257790368,1.41643059490085,-58,37,11,-14.853112430727,11.6048199935579,3.24829243716912,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"77","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-11-ASHL-","CITY OF ASHLAND WARD 11 ASHLAND","CITY OF ASHLAND","ASHLAND",199,52.0942408376963,32,382,8.37696335078534,151,39.5287958115183,286,2,394,106,72.5888324873096,26.9035532994924,0.50761421319797,-87,45,30,-20.4945916496133,12.6252425120259,7.86934913758737,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"78","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-2-ASHL-","CITY OF ASHLAND WARD 2 ASHLAND","CITY OF ASHLAND","ASHLAND",159,58.8888888888889,21,270,7.77777777777778,90,33.3333333333333,216,6,306,84,70.5882352941177,27.4509803921569,1.96078431372549,-57,6,15,-11.6993464052288,5.88235294117646,5.81699346405229,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"79","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-3-ASHL-","CITY OF ASHLAND WARD 3 ASHLAND","CITY OF ASHLAND","ASHLAND",201,63.0094043887147,11,319,3.44827586206897,107,33.5423197492163,213,8,321,100,66.3551401869159,31.1526479750779,2.49221183800623,-12,7,3,-3.34573579820116,2.38967177413842,0.956064024062735,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"80","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-4-ASHL-","CITY OF ASHLAND WARD 4 ASHLAND","CITY OF ASHLAND","ASHLAND",258,57.2062084257206,29,451,6.43015521064302,164,36.3636363636364,278,4,453,171,61.3686534216336,37.7483443708609,0.883002207505519,-20,-7,25,-4.16244499591294,-1.38470800722456,5.5471530031375,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"81","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-5-ASHL-","CITY OF ASHLAND WARD 5 ASHLAND","CITY OF ASHLAND","ASHLAND",271,68.4343434343434,25,396,6.31313131313131,100,25.2525252525253,289,2,401,110,72.069825436409,27.431421446384,0.498753117206983,-18,-10,23,-3.63548200206554,-2.17889619385879,5.81437819592433,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"82","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-6-ASHL-","CITY OF ASHLAND WARD 6 ASHLAND","CITY OF ASHLAND","ASHLAND",193,62.6623376623377,21,308,6.81818181818182,94,30.5194805194805,222,7,314,85,70.7006369426752,27.0700636942675,2.22929936305732,-29,9,14,-8.0382992803375,3.449416825213,4.58888245512449,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"83","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-7-ASHL-","CITY OF ASHLAND WARD 7 ASHLAND","CITY OF ASHLAND","ASHLAND",303,63.6554621848739,58,476,12.1848739495798,115,24.1596638655462,288,30,412,94,69.9029126213592,22.8155339805825,7.28155339805825,15,21,28,-6.24745043648527,1.34412988496369,4.90332055152158,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"84","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-8-ASHL-","CITY OF ASHLAND WARD 8 ASHLAND","CITY OF ASHLAND","ASHLAND",185,58.3596214511041,27,317,8.51735015772871,105,33.1230283911672,228,6,345,111,66.0869565217391,32.1739130434783,1.73913043478261,-43,-6,21,-7.72733507063502,0.949115347688931,6.7782197229461,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"85","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-9-ASHL-","CITY OF ASHLAND WARD 9 ASHLAND","CITY OF ASHLAND","ASHLAND",175,60.9756097560976,24,287,8.36236933797909,88,30.6620209059233,241,7,310,62,77.741935483871,20,2.25806451612903,-66,26,17,-16.7663257277734,10.6620209059233,6.10430482185006,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"86","CITY OF AUGUSTA EAU CLAIRE","CITY-OF-AUGUSTA-WARD-1-5-EAU-CLAIRE","CITY OF AUGUSTA WARDS 1-5 EAU CLAIRE","CITY OF AUGUSTA","EAU CLAIRE",232,37.4193548387097,27,620,4.35483870967742,361,58.2258064516129,331,11,636,294,52.0440251572327,46.2264150943396,1.72955974842767,-99,67,16,-14.624670318523,11.9993913572733,2.62527896124975,0,1,"EAU CLAIRE","CITY OF AUGUSTA","CITY OF AUGUSTA WARDS 1-5 EAU CLAIRE"
"87","CITY OF BARABOO SAUK","CITY-OF-BARABOO-WARD-1-14-SAUK","CITY OF BARABOO WARD 1-14 SAUK","CITY OF BARABOO","SAUK",2900,51.391104022683,382,5643,6.76944887471203,2361,41.839447102605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"SAUK","CITY OF BARABOO","CITY OF BARABOO WARD 1-14 SAUK"
"88","CITY OF BARRON BARRON","CITY-OF-BARRON-WARD-1-7-BARRON","CITY OF BARRON WARD 1-7 BARRON","CITY OF BARRON","BARRON",511,37.518355359765,92,1362,6.75477239353891,759,55.726872246696,713,19,1380,648,51.6666666666667,46.9565217391304,1.3768115942029,-202,111,73,-14.1483113069016,8.7703505075656,5.37796079933602,0,1,"BARRON","CITY OF BARRON","CITY OF BARRON WARD 1-7 BARRON"
"89","CITY OF BAYFIELD BAYFIELD","CITY-OF-BAYFIELD-WARD-1-4-BAYFIELD","CITY OF BAYFIELD WARD 1-4 BAYFIELD","CITY OF BAYFIELD","BAYFIELD",253,72.9106628242075,21,347,6.05187319884726,73,21.0374639769452,260,4,354,90,73.4463276836158,25.4237288135593,1.12994350282486,-7,-17,17,-0.535664859408328,-4.38626483661408,4.9219296960224,1,1,"BAYFIELD","CITY OF BAYFIELD","CITY OF BAYFIELD WARD 1-4 BAYFIELD"
"90","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-1-3-5-DODGE","CITY OF BEAVER DAM WARDS 1,3,5 DODGE","CITY OF BEAVER DAM","DODGE",757,50.4330446369087,92,1501,6.1292471685543,652,43.437708194537,999,17,1599,583,62.4765478424015,36.4602876797999,1.06316447779862,-242,69,75,-12.0435032054928,6.9774205147371,5.06608269075567,1,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"91","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-2-6-DODGE","CITY OF BEAVER DAM WARDS 2,6 DODGE","CITY OF BEAVER DAM","DODGE",479,43.5059037238874,77,1101,6.9936421435059,545,49.5004541326067,675,17,1122,430,60.1604278074866,38.3244206773619,1.51515151515152,-196,115,60,-16.6545240835993,11.1760334552449,5.47849062835439,0,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"92","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-4-10-DODGE","CITY OF BEAVER DAM WARDS 4,10 DODGE","CITY OF BEAVER DAM","DODGE",368,46.3476070528967,43,794,5.41561712846348,383,48.2367758186398,548,15,883,320,62.0611551528879,36.2400906002265,1.69875424688562,-180,63,28,-15.7135480999912,11.9966852184133,3.71686288157786,0,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"93","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-7-12-13-DODGE","CITY OF BEAVER DAM WARDS 7,12-13 DODGE","CITY OF BEAVER DAM","DODGE",708,47.6767676767677,99,1485,6.66666666666667,678,45.6565656565657,928,30,1498,540,61.9492656875834,36.0480640854473,2.00267022696929,-220,138,69,-14.2724980108158,9.60850157111839,4.66399643969737,1,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"94","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-8-14-DODGE","CITY OF BEAVER DAM WARDS 8,14 DODGE","CITY OF BEAVER DAM","DODGE",439,46.8017057569296,56,938,5.97014925373134,443,47.228144989339,577,10,973,386,59.3011305241521,39.6711202466598,1.02774922918808,-138,57,46,-12.4994247672225,7.55702474267921,4.94240002454326,0,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"95","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-9-11-DODGE","CITY OF BEAVER DAM WARDS 9,11 DODGE","CITY OF BEAVER DAM","DODGE",647,47.8904515173945,83,1351,6.14359733530718,621,45.9659511472983,794,8,1457,655,54.4955387783116,44.955387783116,0.549073438572409,-147,-34,75,-6.60508726091708,1.01056336418231,5.59452389673477,1,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"96","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-1-ROCK","CITY OF BELOIT WARD 1 ROCK","CITY OF BELOIT","ROCK",207,56.0975609756098,20,369,5.42005420054201,142,38.4823848238482,273,3,408,132,66.9117647058823,32.3529411764706,0.735294117647059,-66,10,17,-10.8142037302726,6.12944364737765,4.68476008289495,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"97","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-10-ROCK","CITY OF BELOIT WARD 10 ROCK","CITY OF BELOIT","ROCK",325,56.1312607944732,38,579,6.56303972366149,216,37.3056994818653,466,11,644,167,72.360248447205,25.9316770186335,1.70807453416149,-141,49,27,-16.2289876527317,11.3740224632317,4.8549651895,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"98","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-11-ROCK","CITY OF BELOIT WARD 11 ROCK","CITY OF BELOIT","ROCK",365,54.8872180451128,40,665,6.01503759398496,260,39.0977443609023,443,10,710,257,62.3943661971831,36.1971830985916,1.40845070422535,-78,3,30,-7.50714815207031,2.9005612623107,4.60658688975961,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"99","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-12-ROCK","CITY OF BELOIT WARD 12 ROCK","CITY OF BELOIT","ROCK",169,70.1244813278008,10,241,4.149377593361,62,25.7261410788382,254,0,297,43,85.5218855218855,14.4781144781145,0,-85,19,10,-15.3974041940847,11.2480266007237,4.149377593361,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"100","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-13-ROCK","CITY OF BELOIT WARD 13 ROCK","CITY OF BELOIT","ROCK",328,78.6570743405276,20,417,4.79616306954436,69,16.5467625899281,452,2,521,67,86.7562380038388,12.8598848368522,0.383877159309021,-124,2,18,-8.0991636633112,3.68687775307585,4.41228591023534,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"101","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-14-ROCK","CITY OF BELOIT WARD 14 ROCK","CITY OF BELOIT","ROCK",410,76.6355140186916,20,535,3.73831775700935,105,19.6261682242991,612,1,690,77,88.695652173913,11.1594202898551,0.144927536231884,-202,28,19,-12.0601381552215,8.46674793444399,3.59339022077746,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"102","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-15-ROCK","CITY OF BELOIT WARD 15 ROCK","CITY OF BELOIT","ROCK",339,63.1284916201117,35,537,6.51769087523278,163,30.3538175046555,426,7,611,178,69.721767594108,29.1325695581015,1.14566284779051,-87,-15,28,-6.59327597399629,1.22124794655402,5.37202802744227,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"103","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-16-ROCK","CITY OF BELOIT WARD 16 ROCK","CITY OF BELOIT","ROCK",625,80.1282051282051,45,780,5.76923076923077,110,14.1025641025641,770,19,896,107,85.9375,11.9419642857143,2.12053571428571,-145,3,26,-5.80929487179486,2.16059981684982,3.64869505494505,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"104","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-17-ROCK","CITY OF BELOIT WARD 17 ROCK","CITY OF BELOIT","ROCK",485,62.987012987013,59,770,7.66233766233766,226,29.3506493506493,595,20,854,239,69.672131147541,27.9859484777518,2.34192037470726,-110,-13,39,-6.68511816052799,1.36470087289759,5.3204172876304,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
