"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit"
"3106","VILLAGE OF FREDERIC POLK","VILLAGE-OF-FREDERIC-WARD-1-2-POLK","VILLAGE OF FREDERIC WARD 1-2 POLK","VILLAGE OF FREDERIC","POLK",187,36.6666666666667,40,510,7.84313725490196,283,55.4901960784314,241,3,494,250,48.7854251012146,50.6072874493927,0.607287449392713,-54,33,37,-12.1187584345479,4.88290862903866,7.23584980550925,0,0,"POLK","VILLAGE OF FREDERIC","VILLAGE OF FREDERIC WARD 1-2 POLK"
"3107","VILLAGE OF FREDONIA OZAUKEE","VILLAGE-OF-FREDONIA-WARD-1-3-OZAUKEE","VILLAGE OF FREDONIA WARDS 1-3 OZAUKEE","VILLAGE OF FREDONIA","OZAUKEE",332,26.645264847512,86,1246,6.90208667736758,828,66.4526484751204,357,15,1249,877,28.5828662930344,70.2161729383507,1.20096076861489,-25,-49,71,-1.93760144552239,-3.7635244632303,5.70112590875268,0,0,"OZAUKEE","VILLAGE OF FREDONIA","VILLAGE OF FREDONIA WARDS 1-3 OZAUKEE"
"3108","VILLAGE OF FREMONT WAUPACA","VILLAGE-OF-FREMONT-WARD-1-WAUPACA","VILLAGE OF FREMONT WARD 1 WAUPACA","VILLAGE OF FREMONT","WAUPACA",105,24.1935483870968,32,434,7.37327188940092,297,68.4331797235023,132,1,407,274,32.4324324324324,67.3218673218673,0.245700245700246,-27,23,31,-8.23888404533566,1.11131240163498,7.12757164370068,0,0,"WAUPACA","VILLAGE OF FREMONT","VILLAGE OF FREMONT WARD 1 WAUPACA"
"3109","VILLAGE OF FRIENDSHIP ADAMS","VILLAGE-OF-FRIENDSHIP-WARD-1-ADAMS","VILLAGE OF FRIENDSHIP WARD 1 ADAMS","VILLAGE OF FRIENDSHIP","ADAMS",117,41.0526315789474,14,285,4.91228070175439,154,54.0350877192982,185,4,298,109,62.0805369127517,36.5771812080537,1.34228187919463,-68,45,10,-21.0279053338043,17.4579065112446,3.56999882255976,0,1,"ADAMS","VILLAGE OF FRIENDSHIP","VILLAGE OF FRIENDSHIP WARD 1 ADAMS"
"3110","VILLAGE OF FRIESLAND COLUMBIA","VILLAGE-OF-FRIESL-WARD-1-COLUMBIA","VILLAGE OF FRIESLAND WARD 1 COLUMBIA","VILLAGE OF FRIESLAND","COLUMBIA",37,22.6993865030675,12,163,7.36196319018405,114,69.9386503067485,54,1,179,124,30.1675977653631,69.2737430167598,0.558659217877095,-17,-10,11,-7.46821126229565,0.664907289988676,6.80330397230695,0,0,"COLUMBIA","VILLAGE OF FRIESLAND","VILLAGE OF FRIESLAND WARD 1 COLUMBIA"
"3111","VILLAGE OF GAYS MILLS CRAWFORD","VILLAGE-OF-GAYS-MILLS-WARD-1-CRAWFORD","VILLAGE OF GAYS MILLS WARD 1 CRAWFORD","VILLAGE OF GAYS MILLS","CRAWFORD",119,51.9650655021834,15,229,6.55021834061135,95,41.4847161572052,174,8,253,71,68.7747035573123,28.0632411067194,3.16205533596838,-55,24,7,-16.8096380551288,13.4214750504859,3.38816300464297,1,1,"CRAWFORD","VILLAGE OF GAYS MILLS","VILLAGE OF GAYS MILLS WARD 1 CRAWFORD"
"3112","VILLAGE OF GENOA CITY WALWORTH","VILLAGE-OF-GENOA-CITY-WARD-1-4-WALWORTH","VILLAGE OF GENOA CITY WARDS 1-4 WALWORTH","VILLAGE OF GENOA CITY","WALWORTH",400,31.3234142521535,119,1277,9.31871574001566,758,59.3578700078308,574,28,1310,708,43.8167938931298,54.0458015267176,2.13740458015267,-174,50,91,-12.4933796409763,5.31206848111329,7.18131115986299,0,0,"WALWORTH","VILLAGE OF GENOA CITY","VILLAGE OF GENOA CITY WARDS 1-4 WALWORTH"
"3113","VILLAGE OF GENOA VERNON","VILLAGE-OF-GENOA-WARD-1-VERNON","VILLAGE OF GENOA WARD 1 VERNON","VILLAGE OF GENOA","VERNON",70,52.2388059701493,10,134,7.46268656716418,54,40.2985074626866,86,0,130,44,66.1538461538461,33.8461538461538,0,-16,10,10,-13.9150401836969,6.45235361653272,7.46268656716418,1,1,"VERNON","VILLAGE OF GENOA","VILLAGE OF GENOA WARD 1 VERNON"
"3114","VILLAGE OF GERMANTOWN WASHINGTON","VILLAGE-OF-GERMANTOWN-WARD-1-8-10-11-WASHINGTON","VILLAGE OF GERMANTOWN WARDS 1,8,10-11 WASHINGTON","VILLAGE OF GERMANTOWN","WASHINGTON",947,31.0288335517693,173,3052,5.66841415465269,1932,63.302752293578,840,22,3076,2214,27.3081924577373,71.9765929778934,0.715214564369311,107,-282,151,3.72064109403201,-8.67384068431539,4.95319959028338,0,0,"WASHINGTON","VILLAGE OF GERMANTOWN","VILLAGE OF GERMANTOWN WARDS 1,8,10-11 WASHINGTON"
"3115","VILLAGE OF GERMANTOWN WASHINGTON","VILLAGE-OF-GERMANTOWN-WARD-12-15-WASHINGTON","VILLAGE OF GERMANTOWN WARDS 12-15 WASHINGTON","VILLAGE OF GERMANTOWN","WASHINGTON",1012,31.2056737588652,196,3243,6.04378661732963,2035,62.7505396238051,922,28,3344,2394,27.5717703349282,71.5909090909091,0.837320574162679,90,-359,168,3.63390342393702,-8.84036946710397,5.20646604316695,0,0,"WASHINGTON","VILLAGE OF GERMANTOWN","VILLAGE OF GERMANTOWN WARDS 1,8,10-11 WASHINGTON"
"3116","VILLAGE OF GERMANTOWN WASHINGTON","VILLAGE-OF-GERMANTOWN-WARD-2-5-7-WASHINGTON","VILLAGE OF GERMANTOWN WARDS 2,5-7 WASHINGTON","VILLAGE OF GERMANTOWN","WASHINGTON",970,33.6688649774384,202,2881,7.01145435612634,1709,59.3196806664353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WASHINGTON","VILLAGE OF GERMANTOWN","VILLAGE OF GERMANTOWN WARDS 1,8,10-11 WASHINGTON"
"3117","VILLAGE OF GERMANTOWN WASHINGTON","VILLAGE-OF-GERMANTOWN-WARD-3-4-9-16-17-WASHINGTON","VILLAGE OF GERMANTOWN WARDS 3-4,9,16-17 WASHINGTON","VILLAGE OF GERMANTOWN","WASHINGTON",950,32.5342465753425,173,2920,5.92465753424658,1797,61.541095890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WASHINGTON","VILLAGE OF GERMANTOWN","VILLAGE OF GERMANTOWN WARDS 1,8,10-11 WASHINGTON"
"3118","VILLAGE OF GILMAN TAYLOR","VILLAGE-OF-GILMAN-WARD-1-TAYLOR","VILLAGE OF GILMAN WARD 1 TAYLOR","VILLAGE OF GILMAN","TAYLOR",61,33.3333333333333,10,183,5.46448087431694,112,61.2021857923497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"TAYLOR","VILLAGE OF GILMAN","VILLAGE OF GILMAN WARD 1 TAYLOR"
"3119","VILLAGE OF GLEN FLORA RUSK","VILLAGE-OF-GLEN-FLORA-WARD-1-RUSK","VILLAGE OF GLEN FLORA WARD 1 RUSK","VILLAGE OF GLEN FLORA","RUSK",11,30.5555555555556,2,36,5.55555555555556,23,63.8888888888889,16,2,34,16,47.0588235294118,47.0588235294118,5.88235294117647,-5,7,0,-16.5032679738562,16.8300653594771,-0.326797385620915,0,0,"RUSK","VILLAGE OF GLEN FLORA","VILLAGE OF GLEN FLORA WARD 1 RUSK"
"3120","VILLAGE OF GLENBEULAH SHEBOYGAN","VILLAGE-OF-GLENBEULAH-WARD-1-SHEBOYGAN","VILLAGE OF GLENBEULAH WARD 1 SHEBOYGAN","VILLAGE OF GLENBEULAH","SHEBOYGAN",96,36.3636363636364,23,264,8.71212121212121,145,54.9242424242424,144,0,284,140,50.7042253521127,49.2957746478873,0,-48,5,23,-14.3405889884763,5.62846777635509,8.71212121212121,0,1,"SHEBOYGAN","VILLAGE OF GLENBEULAH","VILLAGE OF GLENBEULAH WARD 1 SHEBOYGAN"
"3121","VILLAGE OF GRAFTON OZAUKEE","VILLAGE-OF-GRAFTON-WARD-1-2-OZAUKEE","VILLAGE OF GRAFTON WARDS 1-2 OZAUKEE","VILLAGE OF GRAFTON","OZAUKEE",323,32.0754716981132,82,1007,8.14299900695134,602,59.7815292949355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","VILLAGE OF GRAFTON","VILLAGE OF GRAFTON WARDS 1-2 OZAUKEE"
"3122","VILLAGE OF GRAFTON OZAUKEE","VILLAGE-OF-GRAFTON-WARD-11-12-OZAUKEE","VILLAGE OF GRAFTON WARDS 11-12 OZAUKEE","VILLAGE OF GRAFTON","OZAUKEE",305,31.3786008230453,68,972,6.99588477366255,599,61.6255144032922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","VILLAGE OF GRAFTON","VILLAGE OF GRAFTON WARDS 1-2 OZAUKEE"
"3123","VILLAGE OF GRAFTON OZAUKEE","VILLAGE-OF-GRAFTON-WARD-13-14-OZAUKEE","VILLAGE OF GRAFTON WARDS 13-14 OZAUKEE","VILLAGE OF GRAFTON","OZAUKEE",458,46.3562753036437,53,988,5.36437246963563,477,48.2793522267206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","VILLAGE OF GRAFTON","VILLAGE OF GRAFTON WARDS 1-2 OZAUKEE"
"3124","VILLAGE OF GRAFTON OZAUKEE","VILLAGE-OF-GRAFTON-WARD-3-4-OZAUKEE","VILLAGE OF GRAFTON WARDS 3-4 OZAUKEE","VILLAGE OF GRAFTON","OZAUKEE",384,35.0045578851413,88,1097,8.02187784867821,625,56.9735642661805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","VILLAGE OF GRAFTON","VILLAGE OF GRAFTON WARDS 1-2 OZAUKEE"
"3125","VILLAGE OF GRAFTON OZAUKEE","VILLAGE-OF-GRAFTON-WARD-5-6-OZAUKEE","VILLAGE OF GRAFTON WARDS 5-6 OZAUKEE","VILLAGE OF GRAFTON","OZAUKEE",428,41.7560975609756,68,1025,6.63414634146342,529,51.609756097561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","VILLAGE OF GRAFTON","VILLAGE OF GRAFTON WARDS 1-2 OZAUKEE"
"3126","VILLAGE OF GRAFTON OZAUKEE","VILLAGE-OF-GRAFTON-WARD-7-8-OZAUKEE","VILLAGE OF GRAFTON WARDS 7-8 OZAUKEE","VILLAGE OF GRAFTON","OZAUKEE",305,30.8080808080808,75,990,7.57575757575758,610,61.6161616161616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","VILLAGE OF GRAFTON","VILLAGE OF GRAFTON WARDS 1-2 OZAUKEE"
"3127","VILLAGE OF GRAFTON OZAUKEE","VILLAGE-OF-GRAFTON-WARD-9-10-OZAUKEE","VILLAGE OF GRAFTON WARDS 9-10 OZAUKEE","VILLAGE OF GRAFTON","OZAUKEE",378,38.2204246713852,72,989,7.28008088978766,539,54.4994944388271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","VILLAGE OF GRAFTON","VILLAGE OF GRAFTON WARDS 1-2 OZAUKEE"
"3128","VILLAGE OF GRANTON CLARK","VILLAGE-OF-GRANTON-WARD-1-CLARK","VILLAGE OF GRANTON WARD 1 CLARK","VILLAGE OF GRANTON","CLARK",55,30.7262569832402,12,179,6.70391061452514,112,62.5698324022346,83,3,168,82,49.4047619047619,48.8095238095238,1.78571428571429,-28,30,9,-18.6785049215217,13.7603085927108,4.91819632881085,0,1,"CLARK","VILLAGE OF GRANTON","VILLAGE OF GRANTON WARD 1 CLARK"
"3129","VILLAGE OF GRANTSBURG BURNETT","VILLAGE-OF-GRANTSBURG-WARD-1-3-BURNETT","VILLAGE OF GRANTSBURG WARD 1-3 BURNETT","VILLAGE OF GRANTSBURG","BURNETT",196,32.183908045977,35,609,5.74712643678161,378,62.0689655172414,284,7,663,372,42.8355957767722,56.1085972850679,1.05580693815988,-88,6,28,-10.6516877307952,5.96036823217351,4.69131949862173,0,0,"BURNETT","VILLAGE OF GRANTSBURG","VILLAGE OF GRANTSBURG WARD 1-3 BURNETT"
"3130","VILLAGE OF GRATIOT LAFAYETTE","VILLAGE-OF-GRATIOT-WARD-1-LAFAYETTE","VILLAGE OF GRATIOT WARD 1 LAFAYETTE","VILLAGE OF GRATIOT","LAFAYETTE",51,50,3,102,2.94117647058824,48,47.0588235294118,73,1,114,40,64.0350877192982,35.0877192982456,0.87719298245614,-22,8,2,-14.0350877192982,11.9711042311662,2.06398348813209,1,1,"LAFAYETTE","VILLAGE OF GRATIOT","VILLAGE OF GRATIOT WARD 1 LAFAYETTE"
"3131","VILLAGE OF GREENDALE MILWAUKEE","VILLAGE-OF-GREENDALE-WARD-1-2-MILWAUKEE","VILLAGE OF GREENDALE WARD 1-2 MILWAUKEE","VILLAGE OF GREENDALE","MILWAUKEE",610,38.1966186599875,65,1597,4.07013149655604,922,57.7332498434565,599,7,1685,1079,35.5489614243323,64.0356083086053,0.415430267062315,11,-157,58,2.64765723565513,-6.30235846514887,3.65470122949373,0,0,"MILWAUKEE","VILLAGE OF GREENDALE","VILLAGE OF GREENDALE WARD 1-2 MILWAUKEE"
"3132","VILLAGE OF GREENDALE MILWAUKEE","VILLAGE-OF-GREENDALE-WARD-3-4-MILWAUKEE","VILLAGE OF GREENDALE WARD 3-4 MILWAUKEE","VILLAGE OF GREENDALE","MILWAUKEE",867,48.0332409972299,144,1805,7.97783933518005,794,43.98891966759,1002,27,2030,1001,49.35960591133,49.3103448275862,1.33004926108374,-135,-207,117,-1.32636491410013,-5.32142515999618,6.64779007409631,1,1,"MILWAUKEE","VILLAGE OF GREENDALE","VILLAGE OF GREENDALE WARD 1-2 MILWAUKEE"
"3133","VILLAGE OF GREENDALE MILWAUKEE","VILLAGE-OF-GREENDALE-WARD-5-6-MILWAUKEE","VILLAGE OF GREENDALE WARD 5-6 MILWAUKEE","VILLAGE OF GREENDALE","MILWAUKEE",758,45.3620586475165,112,1671,6.70257330939557,801,47.935368043088,745,21,1704,938,43.7206572769953,55.0469483568075,1.23239436619718,13,-137,91,1.64140137052115,-7.11158031371954,5.47017894319839,0,0,"MILWAUKEE","VILLAGE OF GREENDALE","VILLAGE OF GREENDALE WARD 1-2 MILWAUKEE"
"3134","VILLAGE OF GREENDALE MILWAUKEE","VILLAGE-OF-GREENDALE-WARD-7-8-MILWAUKEE","VILLAGE OF GREENDALE WARD 7-8 MILWAUKEE","VILLAGE OF GREENDALE","MILWAUKEE",756,47.2204871955028,108,1601,6.74578388507183,737,46.0337289194254,813,17,1771,941,45.9062676453981,53.1338226990401,0.959909655561829,-57,-204,91,1.31421955010472,-7.10009377961473,5.78587422951,1,0,"MILWAUKEE","VILLAGE OF GREENDALE","VILLAGE OF GREENDALE WARD 1-2 MILWAUKEE"
"3135","VILLAGE OF GREENDALE MILWAUKEE","VILLAGE-OF-GREENDALE-WARD-9-10-MILWAUKEE","VILLAGE OF GREENDALE WARD 9-10 MILWAUKEE","VILLAGE OF GREENDALE","MILWAUKEE",824,45.1506849315069,119,1825,6.52054794520548,882,48.3287671232877,837,13,1920,1070,43.59375,55.7291666666667,0.677083333333333,-13,-188,106,1.55693493150685,-7.400399543379,5.84346461187215,0,0,"MILWAUKEE","VILLAGE OF GREENDALE","VILLAGE OF GREENDALE WARD 1-2 MILWAUKEE"
"3136","VILLAGE OF GRESHAM SHAWANO","VILLAGE-OF-GRESHAM-WARD-1-SHAWANO","VILLAGE OF GRESHAM WARD 1 SHAWANO","VILLAGE OF GRESHAM","SHAWANO",105,42.8571428571429,19,245,7.75510204081633,121,49.3877551020408,146,4,272,122,53.6764705882353,44.8529411764706,1.47058823529412,-41,-1,15,-10.8193277310924,4.53481392557023,6.28451380552221,0,1,"SHAWANO","VILLAGE OF GRESHAM","VILLAGE OF GRESHAM WARD 1 SHAWANO"
"3137","VILLAGE OF HALES CORNERS MILWAUKEE","VILLAGE-OF-HALES-CORNERS-WARD-1-3-MILWAUKEE","VILLAGE OF HALES CORNERS WARDS 1-3 MILWAUKEE","VILLAGE OF HALES CORNERS","MILWAUKEE",580,37.2990353697749,110,1555,7.07395498392283,865,55.6270096463022,623,21,1655,1011,37.6435045317221,61.0876132930514,1.26888217522659,-43,-146,89,-0.344469161947139,-5.46060364674911,5.80507280869624,0,0,"MILWAUKEE","VILLAGE OF HALES CORNERS","VILLAGE OF HALES CORNERS WARDS 1-3 MILWAUKEE"
"3138","VILLAGE OF HALES CORNERS MILWAUKEE","VILLAGE-OF-HALES-CORNERS-WARD-4-6-MILWAUKEE","VILLAGE OF HALES CORNERS WARDS 4-6 MILWAUKEE","VILLAGE OF HALES CORNERS","MILWAUKEE",568,37.4176548089592,112,1518,7.37812911725955,838,55.2042160737813,631,23,1637,983,38.5461209529627,60.048869883934,1.40500916310324,-63,-145,89,-1.12846614400358,-4.84465381015274,5.97311995415631,0,0,"MILWAUKEE","VILLAGE OF HALES CORNERS","VILLAGE OF HALES CORNERS WARDS 1-3 MILWAUKEE"
"3139","VILLAGE OF HALES CORNERS MILWAUKEE","VILLAGE-OF-HALES-CORNERS-WARD-7-9-MILWAUKEE","VILLAGE OF HALES CORNERS WARDS 7-9 MILWAUKEE","VILLAGE OF HALES CORNERS","MILWAUKEE",574,42.6765799256506,85,1345,6.31970260223048,686,51.003717472119,608,13,1426,805,42.6367461430575,56.4516129032258,0.91164095371669,-34,-119,72,0.0398337825930568,-5.44789543110686,5.40806164851379,0,0,"MILWAUKEE","VILLAGE OF HALES CORNERS","VILLAGE OF HALES CORNERS WARDS 1-3 MILWAUKEE"
"3140","VILLAGE OF HAMMOND ST. CROIX","VILLAGE-OF-HAMMOND-WARD-1-4-ST.-CROIX","VILLAGE OF HAMMOND WARDS 1-4 ST. CROIX","VILLAGE OF HAMMOND","ST. CROIX",341,36.9848156182213,100,922,10.8459869848156,481,52.1691973969631,445,18,896,433,49.6651785714286,48.3258928571429,2.00892857142857,-104,48,82,-12.6803629532073,3.84330453982027,8.83705841338705,0,1,"ST. CROIX","VILLAGE OF HAMMOND","VILLAGE OF HAMMOND WARDS 1-4 ST. CROIX"
"3141","VILLAGE OF HANCOCK WAUSHARA","VILLAGE-OF-HANCOCK-WARD-1-WAUSHARA","VILLAGE OF HANCOCK WARD 1 WAUSHARA","VILLAGE OF HANCOCK","WAUSHARA",65,33.3333333333333,16,195,8.2051282051282,114,58.4615384615385,108,4,214,102,50.4672897196262,47.6635514018692,1.86915887850467,-43,12,12,-17.1339563862928,10.7979870596693,6.33596932662353,0,1,"WAUSHARA","VILLAGE OF HANCOCK","VILLAGE OF HANCOCK WARD 1 WAUSHARA"
"3142","VILLAGE OF HARRISON CALUMET","VILLAGE-OF-HARRISON-WARD-15-CALUMET","VILLAGE OF HARRISON WARD 15 CALUMET","VILLAGE OF HARRISON","CALUMET",43,25.2941176470588,5,170,2.94117647058824,122,71.7647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","VILLAGE OF HARRISON","VILLAGE OF HARRISON WARDS 3-4 CALUMET"
"3143","VILLAGE OF HARRISON CALUMET","VILLAGE-OF-HARRISON-WARD-16-CALUMET","VILLAGE OF HARRISON WARD 16 CALUMET","VILLAGE OF HARRISON","CALUMET",99,33,23,300,7.66666666666667,178,59.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","VILLAGE OF HARRISON","VILLAGE OF HARRISON WARDS 3-4 CALUMET"
"3144","VILLAGE OF HARRISON CALUMET","VILLAGE-OF-HARRISON-WARD-17-CALUMET","VILLAGE OF HARRISON WARD 17 CALUMET","VILLAGE OF HARRISON","CALUMET",3,42.8571428571429,0,7,0,4,57.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","VILLAGE OF HARRISON","VILLAGE OF HARRISON WARDS 3-4 CALUMET"
"3145","VILLAGE OF HARRISON CALUMET","VILLAGE-OF-HARRISON-WARD-18-CALUMET","VILLAGE OF HARRISON WARD 18 CALUMET","VILLAGE OF HARRISON","CALUMET",154,43.1372549019608,25,357,7.00280112044818,178,49.859943977591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","VILLAGE OF HARRISON","VILLAGE OF HARRISON WARDS 3-4 CALUMET"
"3146","VILLAGE OF HARRISON CALUMET","VILLAGE-OF-HARRISON-WARD-11-13-CALUMET","VILLAGE OF HARRISON WARDS 11-13 CALUMET","VILLAGE OF HARRISON","CALUMET",582,36.4433312460864,86,1597,5.38509705698184,929,58.1715716969317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","VILLAGE OF HARRISON","VILLAGE OF HARRISON WARDS 3-4 CALUMET"
"3147","VILLAGE OF HARRISON CALUMET","VILLAGE-OF-HARRISON-WARD-3-4-CALUMET","VILLAGE OF HARRISON WARDS 3-4 CALUMET","VILLAGE OF HARRISON","CALUMET",406,36.2823949955317,59,1119,5.27256478999106,654,58.4450402144772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","VILLAGE OF HARRISON","VILLAGE OF HARRISON WARDS 3-4 CALUMET"
"3148","VILLAGE OF HARRISON CALUMET","VILLAGE-OF-HARRISON-WARD-5-6-10-CALUMET","VILLAGE OF HARRISON WARDS 5-6,10 CALUMET","VILLAGE OF HARRISON","CALUMET",446,38.1196581196581,66,1170,5.64102564102564,658,56.2393162393162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","VILLAGE OF HARRISON","VILLAGE OF HARRISON WARDS 3-4 CALUMET"
"3149","VILLAGE OF HARRISON CALUMET","VILLAGE-OF-HARRISON-WARD-7-9-14-CALUMET","VILLAGE OF HARRISON WARDS 7-9,14 CALUMET","VILLAGE OF HARRISON","CALUMET",429,36.3251481795089,90,1181,7.62066045723963,662,56.0541913632515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","VILLAGE OF HARRISON","VILLAGE OF HARRISON WARDS 3-4 CALUMET"
"3150","VILLAGE OF HARTLAND WAUKESHA","VILLAGE-OF-HARTL-WARD-1-14-WAUKESHA","VILLAGE OF HARTLAND WARDS 1-14 WAUKESHA","VILLAGE OF HARTLAND","WAUKESHA",1676,31.6584812995844,387,5294,7.3101624480544,3231,61.0313562523612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUKESHA","VILLAGE OF HARTLAND","VILLAGE OF HARTLAND WARDS 1-14 WAUKESHA"
"3151","VILLAGE OF HATLEY MARATHON","VILLAGE-OF-HATLEY-WARD-1-MARATHON","VILLAGE OF HATLEY WARD 1 MARATHON","VILLAGE OF HATLEY","MARATHON",82,27.4247491638796,25,299,8.36120401337793,192,64.2140468227425,105,6,279,168,37.6344086021505,60.2150537634409,2.1505376344086,-23,24,19,-10.2096594382709,3.99899305930161,6.21066637896933,0,0,"MARATHON","VILLAGE OF HATLEY","VILLAGE OF HATLEY WARD 1 MARATHON"
"3152","VILLAGE OF HAUGEN BARRON","VILLAGE-OF-HAUGEN-WARD-1-BARRON","VILLAGE OF HAUGEN WARD 1 BARRON","VILLAGE OF HAUGEN","BARRON",65,40.8805031446541,9,159,5.66037735849057,85,53.4591194968553,80,4,149,65,53.6912751677852,43.6241610738255,2.68456375838926,-15,20,5,-12.8107720231311,9.83495842302984,2.9758136001013,0,1,"BARRON","VILLAGE OF HAUGEN","VILLAGE OF HAUGEN WARD 1 BARRON"
"3153","VILLAGE OF HAWKINS RUSK","VILLAGE-OF-HAWKINS-WARD-1-RUSK","VILLAGE OF HAWKINS WARD 1 RUSK","VILLAGE OF HAWKINS","RUSK",52,34.6666666666667,4,150,2.66666666666667,94,62.6666666666667,82,5,145,58,56.551724137931,40,3.44827586206897,-30,36,-1,-21.8850574712644,22.6666666666667,-0.781609195402298,0,1,"RUSK","VILLAGE OF HAWKINS","VILLAGE OF HAWKINS WARD 1 RUSK"
"3154","VILLAGE OF HAZEL GREEN GRANT","VILLAGE-OF-HAZEL-GREEN-WARD-1-2-GRANT","VILLAGE OF HAZEL GREEN WARD 1-2 GRANT","VILLAGE OF HAZEL GREEN","GRANT",271,48.479427549195,27,559,4.83005366726297,261,46.690518783542,376,4,585,205,64.2735042735043,35.042735042735,0.683760683760684,-105,56,23,-15.7940767243093,11.647783740807,4.14629298350229,1,1,"GRANT","VILLAGE OF HAZEL GREEN","VILLAGE OF HAZEL GREEN WARD 1-2 GRANT"
"3155","VILLAGE OF HAZEL GREEN LAFAYETTE","VILLAGE-OF-HAZEL-GREEN-WARD-3-LAFAYETTE","VILLAGE OF HAZEL GREEN WARD 3 LAFAYETTE","VILLAGE OF HAZEL GREEN","LAFAYETTE",3,30,0,10,0,7,70,4,0,7,3,57.1428571428571,42.8571428571429,0,-1,4,0,-27.1428571428571,27.1428571428571,0,0,1,"LAFAYETTE","VILLAGE OF HAZEL GREEN","VILLAGE OF HAZEL GREEN WARD 3 LAFAYETTE"
"3156","VILLAGE OF HEWITT WOOD","VILLAGE-OF-HEWITT-WARD-1-WOOD","VILLAGE OF HEWITT WARD 1 WOOD","VILLAGE OF HEWITT","WOOD",181,37.8661087866109,22,478,4.60251046025105,275,57.5313807531381,191,6,450,253,42.4444444444444,56.2222222222222,1.33333333333333,-10,22,16,-4.57833565783356,1.30915853091586,3.26917712691771,0,0,"WOOD","VILLAGE OF HEWITT","VILLAGE OF HEWITT WARD 1 WOOD"
"3157","VILLAGE OF HIGHLAND IOWA","VILLAGE-OF-HIGHL-WARD-1-IOWA","VILLAGE OF HIGHLAND WARD 1 IOWA","VILLAGE OF HIGHLAND","IOWA",195,50,20,390,5.12820512820513,175,44.8717948717949,273,10,421,138,64.8456057007126,32.7790973871734,2.37529691211401,-78,37,10,-14.8456057007126,12.0926974846215,2.75290821609111,1,1,"IOWA","VILLAGE OF HIGHLAND","VILLAGE OF HIGHLAND WARD 1 IOWA"
"3158","VILLAGE OF HILBERT CALUMET","VILLAGE-OF-HILBERT-WARD-1-2-CALUMET","VILLAGE OF HILBERT WARD 1-2 CALUMET","VILLAGE OF HILBERT","CALUMET",118,22.1804511278195,34,532,6.39097744360902,380,71.4285714285714,207,5,573,361,36.1256544502618,63.0017452006981,0.87260034904014,-89,19,29,-13.9452033224422,8.42682622787335,5.51837709456888,0,0,"CALUMET","VILLAGE OF HILBERT","VILLAGE OF HILBERT WARD 1-2 CALUMET"
"3159","VILLAGE OF HIXTON JACKSON","VILLAGE-OF-HIXTON-WARD-1-JACKSON","VILLAGE OF HIXTON WARD 1 JACKSON","VILLAGE OF HIXTON","JACKSON",95,44.392523364486,9,214,4.20560747663551,110,51.4018691588785,137,0,225,88,60.8888888888889,39.1111111111111,0,-42,22,9,-16.4963655244029,12.2907580477674,4.20560747663551,0,1,"JACKSON","VILLAGE OF HIXTON","VILLAGE OF HIXTON WARD 1 JACKSON"
