"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2008","other_votes.rec2008","votes.tot2008","republican_votes.rec2008","dem.perc2008","rep.perc2008","oth.perc2008","dem.change.2008.num","rep.change.2008.num","oth.change.2008.num","dem.change.2008.perc","rep.change.2008.perc","oth.change.2008.perc","demwinner","demwinner2008","county","municipality","reporting_unit"
"2618","TOWN OF RUDOLPH WOOD","TOWN-OF-RUDOLPH-WARD-1-2-WOOD","TOWN OF RUDOLPH WARDS 1-2 WOOD","TOWN OF RUDOLPH","WOOD",214,33.5423197492163,25,638,3.91849529780564,399,62.5391849529781,362,23,606,221,59.7359735973597,36.4686468646865,3.7953795379538,-148,178,2,-26.1936538481434,26.0705380882916,0.123115759851848,0,1,"WOOD","TOWN OF RUDOLPH","TOWN OF RUDOLPH WARDS 1-2 WOOD"
"2619","TOWN OF RUSH RIVER ST. CROIX","TOWN-OF-RUSH-RIVER-WARD-1-ST.-CROIX","TOWN OF RUSH RIVER WARD 1 ST. CROIX","TOWN OF RUSH RIVER","ST. CROIX",101,34.7079037800687,28,291,9.62199312714777,162,55.6701030927835,121,6,250,123,48.4,49.2,2.4,-20,39,22,-13.6920962199313,6.4701030927835,7.22199312714777,0,0,"ST. CROIX","TOWN OF RUSH RIVER","TOWN OF RUSH RIVER WARD 1 ST. CROIX"
"2620","TOWN OF RUSHFORD WINNEBAGO","TOWN-OF-RUSHFORD-WARD-1-2-WINNEBAGO","TOWN OF RUSHFORD WARD 1-2 WINNEBAGO","TOWN OF RUSHFORD","WINNEBAGO",263,29.0929203539823,42,904,4.64601769911504,599,66.2610619469027,384,16,840,440,45.7142857142857,52.3809523809524,1.9047619047619,-121,159,26,-16.6213653603034,13.8801095659503,2.74125579435314,0,0,"WINNEBAGO","TOWN OF RUSHFORD","TOWN OF RUSHFORD WARD 1-2 WINNEBAGO"
"2621","TOWN OF RUSK BURNETT","TOWN-OF-RUSK-WARD-1-BURNETT","TOWN OF RUSK WARD 1 BURNETT","TOWN OF RUSK","BURNETT",76,31.0204081632653,6,245,2.44897959183673,163,66.530612244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"BURNETT","TOWN OF RUSK","TOWN OF RUSK WARD 1 BURNETT"
"2622","TOWN OF RUSK RUSK","TOWN-OF-RUSK-WARD-1-RUSK","TOWN OF RUSK WARD 1 RUSK","TOWN OF RUSK","RUSK",113,35.3125,14,320,4.375,193,60.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"RUSK","TOWN OF RUSK","TOWN OF RUSK WARD 1 RUSK"
"2623","TOWN OF RUSSELL BAYFIELD","TOWN-OF-RUSSELL-WARD-1-2-BAYFIELD","TOWN OF RUSSELL WARD 1-2 BAYFIELD","TOWN OF RUSSELL","BAYFIELD",405,73.9051094890511,54,548,9.85401459854015,89,16.2408759124088,499,6,563,58,88.6323268206039,10.3019538188277,1.06571936056838,-94,31,48,-14.7272173315528,5.93892209358105,8.78829523797176,1,1,"BAYFIELD","TOWN OF RUSSELL","TOWN OF RUSSELL WARD 1-2 BAYFIELD"
"2624","TOWN OF RUSSELL LINCOLN","TOWN-OF-RUSSELL-WARD-1-LINCOLN","TOWN OF RUSSELL WARD 1 LINCOLN","TOWN OF RUSSELL","LINCOLN",103,33.5504885993485,13,307,4.23452768729642,191,62.2149837133551,198,7,351,146,56.4102564102564,41.5954415954416,1.99430199430199,-95,45,6,-22.8597678109079,20.6195421179135,2.24022569299442,0,1,"LINCOLN","TOWN OF RUSSELL","TOWN OF RUSSELL WARD 1 LINCOLN"
"2625","TOWN OF RUSSELL SHEBOYGAN","TOWN-OF-RUSSELL-WARD-1-SHEBOYGAN","TOWN OF RUSSELL WARD 1 SHEBOYGAN","TOWN OF RUSSELL","SHEBOYGAN",45,21.8446601941748,9,206,4.36893203883495,152,73.7864077669903,80,7,233,146,34.3347639484979,62.6609442060086,3.00429184549356,-35,6,2,-12.4901037543231,11.1254635609817,1.36464019334139,0,0,"SHEBOYGAN","TOWN OF RUSSELL","TOWN OF RUSSELL WARD 1 SHEBOYGAN"
"2626","TOWN OF RUTLAND DANE","TOWN-OF-RUTL-WARD-1-2-DANE","TOWN OF RUTLAND WARD 1-2 DANE","TOWN OF RUTLAND","DANE",738,57.2093023255814,91,1290,7.05426356589147,461,35.7364341085271,787,9,1194,398,65.9128978224456,33.3333333333333,0.753768844221105,-49,63,82,-8.70359549686417,2.40310077519381,6.30049472167037,1,1,"DANE","TOWN OF RUTLAND","TOWN OF RUTLAND WARD 1-2 DANE"
"2627","TOWN OF SAINT LAWRENCE WAUPACA","TOWN-OF-SAINT-LAWRENCE-WARD-1-2-WAUPACA","TOWN OF SAINT LAWRENCE WARDS 1-2 WAUPACA","TOWN OF SAINT LAWRENCE","WAUPACA",110,28.4237726098191,20,387,5.16795865633075,257,66.4082687338501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUPACA","TOWN OF SAINT LAWRENCE","TOWN OF SAINT LAWRENCE WARDS 1-2 WAUPACA"
"2628","TOWN OF SALEM KENOSHA","TOWN-OF-SALEM-WARD-1-5-10-KENOSHA","TOWN OF SALEM WARD 1-5,10 KENOSHA","TOWN OF SALEM","KENOSHA",1077,32.2455089820359,198,3340,5.92814371257485,2065,61.8263473053892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"KENOSHA","TOWN OF SALEM","TOWN OF SALEM WARD 1-5,10 KENOSHA"
"2629","TOWN OF SALEM PIERCE","TOWN-OF-SALEM-WARD-1-PIERCE","TOWN OF SALEM WARD 1 PIERCE","TOWN OF SALEM","PIERCE",86,33.2046332046332,8,259,3.08880308880309,165,63.7065637065637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"PIERCE","TOWN OF SALEM","TOWN OF SALEM WARD 1 PIERCE"
"2630","TOWN OF SALEM KENOSHA","TOWN-OF-SALEM-WARD-6-9-KENOSHA","TOWN OF SALEM WARD 6-9 KENOSHA","TOWN OF SALEM","KENOSHA",755,30.7786384019568,174,2453,7.09335507541785,1524,62.1280065226254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"KENOSHA","TOWN OF SALEM","TOWN OF SALEM WARD 1-5,10 KENOSHA"
"2631","TOWN OF SAMPSON CHIPPEWA","TOWN-OF-SAMPSON-WARD-1-CHIPPEWA","TOWN OF SAMPSON WARD 1 CHIPPEWA","TOWN OF SAMPSON","CHIPPEWA",133,26.441351888668,26,503,5.16898608349901,344,68.389662027833,220,9,475,246,46.3157894736842,51.7894736842105,1.89473684210526,-87,98,17,-19.8744375850162,16.6001883436225,3.27424924139374,0,0,"CHIPPEWA","TOWN OF SAMPSON","TOWN OF SAMPSON WARD 1 CHIPPEWA"
"2632","TOWN OF SANBORN ASHLAND","TOWN-OF-SANBORN-WARD-1-2-ASHL-","TOWN OF SANBORN WARDS 1-2 ASHLAND","TOWN OF SANBORN","ASHLAND",398,79.9196787148594,28,498,5.62248995983936,72,14.4578313253012,447,2,506,57,88.3399209486166,11.2648221343874,0.395256916996047,-49,15,26,-8.42024223375716,3.19300919091385,5.22723304284331,1,1,"ASHLAND","TOWN OF SANBORN","TOWN OF SANBORN WARDS 1-2 ASHLAND"
"2633","TOWN OF SAND CREEK DUNN","TOWN-OF-S-CREEK-WARD-1-DUNN","TOWN OF SAND CREEK WARD 1 DUNN","TOWN OF SAND CREEK","DUNN",114,37.6237623762376,13,303,4.29042904290429,176,58.0858085808581,150,1,306,155,49.0196078431373,50.6535947712418,0.326797385620915,-36,21,12,-11.3958454668996,7.43221380961626,3.96363165728338,0,0,"DUNN","TOWN OF SAND CREEK","TOWN OF SAND CREEK WARD 1 DUNN"
"2634","TOWN OF SAND LAKE BURNETT","TOWN-OF-S-LAKE-WARD-1-BURNETT","TOWN OF SAND LAKE WARD 1 BURNETT","TOWN OF SAND LAKE","BURNETT",118,41.2587412587413,11,286,3.84615384615385,157,54.8951048951049,157,8,256,91,61.328125,35.546875,3.125,-39,66,3,-20.0693837412587,19.3482298951049,0.721153846153846,0,1,"BURNETT","TOWN OF SAND LAKE","TOWN OF SAND LAKE WARD 1 BURNETT"
"2635","TOWN OF SAND LAKE SAWYER","TOWN-OF-S-LAKE-WARD-1-SAWYER","TOWN OF SAND LAKE WARD 1 SAWYER","TOWN OF SAND LAKE","SAWYER",205,38.3895131086142,25,534,4.68164794007491,304,56.9288389513109,272,2,512,238,53.125,46.484375,0.390625,-67,66,23,-14.7354868913858,10.4444639513109,4.29102294007491,0,1,"SAWYER","TOWN OF SAND LAKE","TOWN OF SAND LAKE WARD 1 SAWYER"
"2636","TOWN OF SARATOGA WOOD","TOWN-OF-SARATOGA-WARD-1-9-WOOD","TOWN OF SARATOGA WARDS 1-9 WOOD","TOWN OF SARATOGA","WOOD",913,32.948394081559,120,2771,4.33056658246121,1738,62.7210393359798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WOOD","TOWN OF SARATOGA","TOWN OF SARATOGA WARDS 1-9 WOOD"
"2637","TOWN OF SARONA WASHBURN","TOWN-OF-SARONA-WARD-1-2-WASHBURN","TOWN OF SARONA WARDS 1-2 WASHBURN","TOWN OF SARONA","WASHBURN",63,27.0386266094421,8,233,3.43347639484979,162,69.5278969957081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WASHBURN","TOWN OF SARONA","TOWN OF SARONA WARDS 1-2 WASHBURN"
"2638","TOWN OF SAUKVILLE OZAUKEE","TOWN-OF-SAUKVILLE-WARD-1-3-OZAUKEE","TOWN OF SAUKVILLE WARD 1-3 OZAUKEE","TOWN OF SAUKVILLE","OZAUKEE",258,21.608040201005,67,1194,5.61139028475712,869,72.7805695142379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OZAUKEE","TOWN OF SAUKVILLE","TOWN OF SAUKVILLE WARD 1-3 OZAUKEE"
"2639","TOWN OF SAXEVILLE WAUSHARA","TOWN-OF-SAXEVILLE-WARD-1-WAUSHARA","TOWN OF SAXEVILLE WARD 1 WAUSHARA","TOWN OF SAXEVILLE","WAUSHARA",179,29.344262295082,39,610,6.39344262295082,392,64.2622950819672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUSHARA","TOWN OF SAXEVILLE","TOWN OF SAXEVILLE WARD 1 WAUSHARA"
"2640","TOWN OF SAXON IRON","TOWN-OF-SAXON-WARD-1-IRON","TOWN OF SAXON WARD 1 IRON","TOWN OF SAXON","IRON",74,34.4186046511628,11,215,5.11627906976744,130,60.4651162790698,118,0,199,81,59.2964824120603,40.7035175879397,0,-44,49,11,-24.8778777608975,19.7615986911301,5.11627906976744,0,1,"IRON","TOWN OF SAXON","TOWN OF SAXON WARD 1 IRON"
"2641","TOWN OF SCANDINAVIA WAUPACA","TOWN-OF-SC-INAVIA-WARD-1-2-WAUPACA","TOWN OF SCANDINAVIA WARDS 1-2 WAUPACA","TOWN OF SCANDINAVIA","WAUPACA",254,40.1263823064771,34,633,5.37124802527646,345,54.5023696682464,321,7,608,280,52.796052631579,46.0526315789474,1.15131578947368,-67,65,27,-12.6696703251019,8.44973808929907,4.21993223580278,0,1,"WAUPACA","TOWN OF SCANDINAVIA","TOWN OF SCANDINAVIA WARDS 1-2 WAUPACA"
"2642","TOWN OF SCHLESWIG MANITOWOC","TOWN-OF-SCHLESWIG-WARD-1-2-MANITOWOC","TOWN OF SCHLESWIG WARD 1-2 MANITOWOC","TOWN OF SCHLESWIG","MANITOWOC",363,31.6202090592334,64,1148,5.57491289198606,721,62.8048780487805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MANITOWOC","TOWN OF SCHLESWIG","TOWN OF SCHLESWIG WARD 1-2 MANITOWOC"
"2643","TOWN OF SCHLEY LINCOLN","TOWN-OF-SCHLEY-WARD-1-2-LINCOLN","TOWN OF SCHLEY WARDS 1-2 LINCOLN","TOWN OF SCHLEY","LINCOLN",131,27.5210084033613,23,476,4.83193277310924,322,67.6470588235294,261,7,489,221,53.3742331288344,45.1942740286299,1.43149284253579,-130,101,16,-25.853224725473,22.4527847948996,3.40043993057346,0,1,"LINCOLN","TOWN OF SCHLEY","TOWN OF SCHLEY WARDS 1-2 LINCOLN"
"2644","TOWN OF SCHOEPKE ONEIDA","TOWN-OF-SCHOEPKE-WARD-1-ONEIDA","TOWN OF SCHOEPKE WARD 1 ONEIDA","TOWN OF SCHOEPKE","ONEIDA",90,38.961038961039,5,231,2.16450216450216,136,58.8744588744589,123,2,228,103,53.9473684210526,45.1754385964912,0.87719298245614,-33,33,3,-14.9863294600137,13.6990202779676,1.28730918204602,0,1,"ONEIDA","TOWN OF SCHOEPKE","TOWN OF SCHOEPKE WARD 1 ONEIDA"
"2645","TOWN OF SCOTT BURNETT","TOWN-OF-SCOTT-WARD-1-2-BURNETT","TOWN OF SCOTT WARD 1-2 BURNETT","TOWN OF SCOTT","BURNETT",171,42.1182266009852,14,406,3.44827586206897,221,54.4334975369458,192,8,410,210,46.8292682926829,51.219512195122,1.95121951219512,-21,11,6,-4.71104169169772,3.21398534182386,1.49705634987384,0,0,"BURNETT","TOWN OF SCOTT","TOWN OF SCOTT WARD 1-2 BURNETT"
"2646","TOWN OF SCOTT COLUMBIA","TOWN-OF-SCOTT-WARD-1-COLUMBIA","TOWN OF SCOTT WARD 1 COLUMBIA","TOWN OF SCOTT","COLUMBIA",118,34.8082595870207,33,339,9.73451327433628,188,55.4572271386431,174,8,358,176,48.6033519553073,49.1620111731844,2.23463687150838,-56,12,25,-13.7950923682866,6.29521596545872,7.4998764028279,0,0,"COLUMBIA","TOWN OF SCOTT","TOWN OF SCOTT WARD 1 COLUMBIA"
"2647","TOWN OF SCOTT CRAWFORD","TOWN-OF-SCOTT-WARD-1-CRAWFORD","TOWN OF SCOTT WARD 1 CRAWFORD","TOWN OF SCOTT","CRAWFORD",114,47.3029045643153,14,241,5.80912863070539,113,46.8879668049792,184,7,263,72,69.9619771863118,27.3764258555133,2.6615969581749,-70,41,7,-22.6590726219964,19.5115409494659,3.14753167253049,1,1,"CRAWFORD","TOWN OF SCOTT","TOWN OF SCOTT WARD 1 CRAWFORD"
"2648","TOWN OF SCOTT MONROE","TOWN-OF-SCOTT-WARD-1-MONROE","TOWN OF SCOTT WARD 1 MONROE","TOWN OF SCOTT","MONROE",5,10.8695652173913,4,46,8.69565217391304,37,80.4347826086957,10,0,47,37,21.2765957446809,78.7234042553192,0,-5,0,4,-10.4070305272895,1.7113783533765,8.69565217391304,0,0,"MONROE","TOWN OF SCOTT","TOWN OF SCOTT WARD 1 MONROE"
"2649","TOWN OF SCOTT LINCOLN","TOWN-OF-SCOTT-WARD-1-2-LINCOLN","TOWN OF SCOTT WARDS 1-2 LINCOLN","TOWN OF SCOTT","LINCOLN",247,30.5693069306931,64,808,7.92079207920792,497,61.509900990099,395,16,768,357,51.4322916666667,46.484375,2.08333333333333,-148,140,48,-20.8629847359736,15.025525990099,5.83745874587459,0,1,"LINCOLN","TOWN OF SCOTT","TOWN OF SCOTT WARDS 1-2 LINCOLN"
"2650","TOWN OF SCOTT SHEBOYGAN","TOWN-OF-SCOTT-WARD-1-3-SHEBOYGAN","TOWN OF SCOTT WARDS 1-3 SHEBOYGAN","TOWN OF SCOTT","SHEBOYGAN",208,19.3129062209842,51,1077,4.73537604456824,818,75.9517177344475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"SHEBOYGAN","TOWN OF SCOTT","TOWN OF SCOTT WARDS 1-3 SHEBOYGAN"
"2651","TOWN OF SCOTT BROWN","TOWN-OF-SCOTT-WARD-1-4-BROWN","TOWN OF SCOTT WARDS 1-4 BROWN","TOWN OF SCOTT","BROWN",868,38.1706244503078,112,2274,4.92524186455585,1294,56.9041336851363,1113,30,2101,958,52.9747739171823,45.5973346025702,1.4278914802475,-245,336,82,-14.8041494668745,11.3067990825661,3.49735038430835,0,1,"BROWN","TOWN OF SCOTT","TOWN OF SCOTT WARDS 1-4 BROWN"
"2652","TOWN OF SEIF CLARK","TOWN-OF-SEIF-WARD-1-CLARK","TOWN OF SEIF WARD 1 CLARK","TOWN OF SEIF","CLARK",34,33.3333333333333,6,102,5.88235294117647,62,60.7843137254902,64,7,109,38,58.7155963302752,34.8623853211009,6.42201834862385,-30,24,-1,-25.3822629969419,25.9219284043893,-0.539665407447384,0,1,"CLARK","TOWN OF SEIF","TOWN OF SEIF WARD 1 CLARK"
"2653","TOWN OF SENECA CRAWFORD","TOWN-OF-SENECA-WARD-1-CRAWFORD","TOWN OF SENECA WARD 1 CRAWFORD","TOWN OF SENECA","CRAWFORD",191,42.350332594235,22,451,4.8780487804878,238,52.7716186252772,259,17,443,167,58.4650112866817,37.6975169300226,3.83747178329571,-68,71,5,-16.1146786924467,15.0741016952546,1.04057699719209,0,1,"CRAWFORD","TOWN OF SENECA","TOWN OF SENECA WARD 1 CRAWFORD"
"2654","TOWN OF SENECA GREEN LAKE","TOWN-OF-SENECA-WARD-1-GREEN-LAKE","TOWN OF SENECA WARD 1 GREEN LAKE","TOWN OF SENECA","GREEN LAKE",67,29.2576419213974,10,229,4.36681222707424,152,66.3755458515284,101,4,218,113,46.3302752293578,51.8348623853211,1.8348623853211,-34,39,6,-17.0726333079604,14.5406834662073,2.53194984175313,0,0,"GREEN LAKE","TOWN OF SENECA","TOWN OF SENECA WARD 1 GREEN LAKE"
"2655","TOWN OF SENECA SHAWANO","TOWN-OF-SENECA-WARD-1-SHAWANO","TOWN OF SENECA WARD 1 SHAWANO","TOWN OF SENECA","SHAWANO",88,31.5412186379928,15,279,5.37634408602151,176,63.0824372759857,145,6,287,136,50.5226480836237,47.3867595818815,2.09059233449477,-57,40,9,-18.9814294456309,15.6956776941041,3.28575175152673,0,1,"SHAWANO","TOWN OF SENECA","TOWN OF SENECA WARD 1 SHAWANO"
"2656","TOWN OF SENECA WOOD","TOWN-OF-SENECA-WARD-1-3-WOOD","TOWN OF SENECA WARDS 1-3 WOOD","TOWN OF SENECA","WOOD",255,39.4126738794436,29,647,4.4822256568779,363,56.1051004636785,345,9,643,289,53.6547433903577,44.945567651633,1.39968895800933,-90,74,20,-14.2420695109141,11.1595328120455,3.08253669886857,0,1,"WOOD","TOWN OF SENECA","TOWN OF SENECA WARDS 1-3 WOOD"
"2657","TOWN OF SEVASTOPOL DOOR","TOWN-OF-SEVASTOPOL-WARD-1-5-DOOR","TOWN OF SEVASTOPOL WARDS 1-5 DOOR","TOWN OF SEVASTOPOL","DOOR",780,41.958041958042,105,1859,5.64819795589026,974,52.3937600860678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"DOOR","TOWN OF SEVASTOPOL","TOWN OF SEVASTOPOL WARDS 1-5 DOOR"
"2658","TOWN OF SEVEN MILE CREEK JUNEAU","TOWN-OF-SEVEN-MILE-CREEK-WARD-1-2-JUNEAU","TOWN OF SEVEN MILE CREEK WARDS 1-2 JUNEAU","TOWN OF SEVEN MILE CREEK","JUNEAU",65,38.6904761904762,6,168,3.57142857142857,97,57.7380952380952,105,2,172,65,61.046511627907,37.7906976744186,1.16279069767442,-40,32,4,-22.3560354374308,19.9473975636766,2.40863787375415,0,1,"JUNEAU","TOWN OF SEVEN MILE CREEK","TOWN OF SEVEN MILE CREEK WARDS 1-2 JUNEAU"
"2659","TOWN OF SEYMOUR LAFAYETTE","TOWN-OF-SEYMOUR-WARD-1-2-LAFAYETTE","TOWN OF SEYMOUR WARDS 1-2 LAFAYETTE","TOWN OF SEYMOUR","LAFAYETTE",61,37.888198757764,5,161,3.1055900621118,95,59.0062111801242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"LAFAYETTE","TOWN OF SEYMOUR","TOWN OF SEYMOUR WARDS 1-2 LAFAYETTE"
"2660","TOWN OF SEYMOUR OUTAGAMIE","TOWN-OF-SEYMOUR-WARD-1-2-OUTAGAMIE","TOWN OF SEYMOUR WARDS 1-2 OUTAGAMIE","TOWN OF SEYMOUR","OUTAGAMIE",149,23.7639553429027,31,627,4.94417862838915,447,71.2918660287081,251,12,581,318,43.2013769363167,54.7332185886403,2.06540447504303,-102,129,19,-19.437421593414,16.5586474400679,2.87877415334612,0,0,"OUTAGAMIE","TOWN OF SEYMOUR","TOWN OF SEYMOUR WARDS 1-2 OUTAGAMIE"
"2661","TOWN OF SEYMOUR EAU CLAIRE","TOWN-OF-SEYMOUR-WARD-1-6-EAU-CLAIRE","TOWN OF SEYMOUR WARDS 1-6 EAU CLAIRE","TOWN OF SEYMOUR","EAU CLAIRE",838,42.2592032274332,126,1983,6.35400907715582,1019,51.386787695411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"EAU CLAIRE","TOWN OF SEYMOUR","TOWN OF SEYMOUR WARDS 1-6 EAU CLAIRE"
"2662","TOWN OF SHANAGOLDEN ASHLAND","TOWN-OF-SHANAGOLDEN-WARD-1-ASHL-","TOWN OF SHANAGOLDEN WARD 1 ASHLAND","TOWN OF SHANAGOLDEN","ASHLAND",28,43.75,4,64,6.25,32,50,44,1,86,41,51.1627906976744,47.6744186046512,1.16279069767442,-16,-9,3,-7.41279069767442,2.32558139534883,5.08720930232558,0,1,"ASHLAND","TOWN OF SHANAGOLDEN","TOWN OF SHANAGOLDEN WARD 1 ASHLAND"
"2663","TOWN OF SHARON WALWORTH","TOWN-OF-SHARON-WARD-1-WALWORTH","TOWN OF SHARON WARD 1 WALWORTH","TOWN OF SHARON","WALWORTH",151,30.7535641547862,20,491,4.07331975560081,320,65.173116089613,202,5,467,260,43.254817987152,55.6745182012848,1.07066381156317,-51,60,15,-12.5012538323659,9.49859788832823,3.00265594403765,0,0,"WALWORTH","TOWN OF SHARON","TOWN OF SHARON WARD 1 WALWORTH"
"2664","TOWN OF SHARON PORTAGE","TOWN-OF-SHARON-WARD-1-3-PORTAGE","TOWN OF SHARON WARDS 1-3 PORTAGE","TOWN OF SHARON","PORTAGE",461,37.7250409165303,54,1222,4.4189852700491,707,57.8559738134206,740,16,1180,424,62.7118644067797,35.9322033898305,1.35593220338983,-279,283,38,-24.9868234902494,21.9237704235901,3.06305306665927,0,1,"PORTAGE","TOWN OF SHARON","TOWN OF SHARON WARDS 1-3 PORTAGE"
"2665","TOWN OF SHEBOYGAN FALLS SHEBOYGAN","TOWN-OF-SHEBOYGAN-FALLS-WARD-1-3-SHEBOYGAN","TOWN OF SHEBOYGAN FALLS WARDS 1-3 SHEBOYGAN","TOWN OF SHEBOYGAN FALLS","SHEBOYGAN",278,27.2549019607843,60,1020,5.88235294117647,682,66.8627450980392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"SHEBOYGAN","TOWN OF SHEBOYGAN FALLS","TOWN OF SHEBOYGAN FALLS WARDS 1-3 SHEBOYGAN"
"2666","TOWN OF SHEBOYGAN SHEBOYGAN","TOWN-OF-SHEBOYGAN-WARD-1-10-SHEBOYGAN","TOWN OF SHEBOYGAN WARDS 1-10 SHEBOYGAN","TOWN OF SHEBOYGAN","SHEBOYGAN",1852,40.0345871162992,299,4626,6.46346735840899,2475,53.5019455252918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"SHEBOYGAN","TOWN OF SHEBOYGAN","TOWN OF SHEBOYGAN WARDS 1-10 SHEBOYGAN"
"2667","TOWN OF SHELBY LA CROSSE","TOWN-OF-SHELBY-WARD-1-4-LA-CROSSE","TOWN OF SHELBY WARD 1-4 LA CROSSE","TOWN OF SHELBY","LA CROSSE",880,47.9825517993457,127,1834,6.9247546346783,827,45.092693565976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"LA CROSSE","TOWN OF SHELBY","TOWN OF SHELBY WARD 1-4 LA CROSSE"
"2668","TOWN OF SHELBY LA CROSSE","TOWN-OF-SHELBY-WARD-5-6-LA-CROSSE","TOWN OF SHELBY WARD 5-6 LA CROSSE","TOWN OF SHELBY","LA CROSSE",647,55.1107325383305,56,1174,4.77001703577513,471,40.1192504258944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"LA CROSSE","TOWN OF SHELBY","TOWN OF SHELBY WARD 1-4 LA CROSSE"
"2669","TOWN OF SHELDON MONROE","TOWN-OF-SHELDON-WARD-1-MONROE","TOWN OF SHELDON WARD 1 MONROE","TOWN OF SHELDON","MONROE",55,25.3456221198157,6,217,2.76497695852535,156,71.889400921659,93,2,201,106,46.2686567164179,52.7363184079602,0.995024875621891,-38,50,4,-20.9230345966022,19.1530825136988,1.76995208290346,0,0,"MONROE","TOWN OF SHELDON","TOWN OF SHELDON WARD 1 MONROE"
"2670","TOWN OF SHERIDAN DUNN","TOWN-OF-SHERIDAN-WARD-1-DUNN","TOWN OF SHERIDAN WARD 1 DUNN","TOWN OF SHERIDAN","DUNN",63,26.0330578512397,10,242,4.13223140495868,169,69.8347107438017,135,5,259,119,52.1235521235521,45.945945945946,1.93050193050193,-72,50,5,-26.0904942723124,23.8887647978557,2.20172947445675,0,1,"DUNN","TOWN OF SHERIDAN","TOWN OF SHERIDAN WARD 1 DUNN"
"2671","TOWN OF SHERMAN DUNN","TOWN-OF-SHERMAN-WARD-1-DUNN","TOWN OF SHERMAN WARD 1 DUNN","TOWN OF SHERMAN","DUNN",163,32.0235756385069,28,509,5.50098231827112,318,62.475442043222,241,13,498,244,48.3935742971888,48.995983935743,2.61044176706827,-78,74,15,-16.3699986586819,13.479458107479,2.89054055120285,0,0,"DUNN","TOWN OF SHERMAN","TOWN OF SHERMAN WARD 1 DUNN"
"2672","TOWN OF SHERMAN IRON","TOWN-OF-SHERMAN-WARD-1-IRON","TOWN OF SHERMAN WARD 1 IRON","TOWN OF SHERMAN","IRON",64,32,6,200,3,130,65,106,2,222,114,47.7477477477478,51.3513513513513,0.900900900900901,-42,16,4,-15.7477477477478,13.6486486486487,2.0990990990991,0,0,"IRON","TOWN OF SHERMAN","TOWN OF SHERMAN WARD 1 IRON"
"2673","TOWN OF SHERMAN CLARK","TOWN-OF-SHERMAN-WARD-1-2-CLARK","TOWN OF SHERMAN WARDS 1-2 CLARK","TOWN OF SHERMAN","CLARK",81,24.8466257668712,16,326,4.9079754601227,229,70.2453987730061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CLARK","TOWN OF SHERMAN","TOWN OF SHERMAN WARDS 1-2 CLARK"
"2674","TOWN OF SHERMAN SHEBOYGAN","TOWN-OF-SHERMAN-WARD-1-2-SHEBOYGAN","TOWN OF SHERMAN WARDS 1-2 SHEBOYGAN","TOWN OF SHERMAN","SHEBOYGAN",198,22.247191011236,43,890,4.8314606741573,649,72.9213483146067,295,14,905,596,32.5966850828729,65.8563535911602,1.54696132596685,-97,53,29,-10.349494071637,7.0649947234465,3.28449934819045,0,0,"SHEBOYGAN","TOWN OF SHERMAN","TOWN OF SHERMAN WARDS 1-2 SHEBOYGAN"
