"","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality","county","hand","os.use","tch.use","bmd.use"
"1576","VILLAGE OF DICKEYVILLE GRANT",223,42.314990512334,30,527,5.69259962049336,632,274,51.9924098671727,291,10,562,261,88.9240506329114,51.779359430605,46.44128113879,1.77935943060498,-68,13,20,-9.46436891827102,5.55112872838264,3.91324018988838,83.3860759493671,-5.53797468354431,0,1,"GRANT","VILLAGE OF DICKEYVILLE","VILLAGE OF DICKEYVILLE WARDS 1-2",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","VILLAGE OF DICKEYVILLE GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5504320175",1,636,"Wisconsin","Grant Village","Dickeyville","DRE-Touchscreen","Yes","Village","VILLAGE OF DICKEYVILLE","GRANT",0,1,1,0
"1577","VILLAGE OF DORCHESTER CLARK",79,26.3333333333333,24,300,8,351,197,65.6666666666667,112,4,292,176,83.1908831908832,38.3561643835616,60.2739726027397,1.36986301369863,-33,21,20,-12.0228310502283,5.39269406392693,6.63013698630137,85.4700854700855,2.27920227920227,0,0,"CLARK","VILLAGE OF DORCHESTER","VILLAGE OF DORCHESTER WARD 1",0,NA,NA,NA,"VILLAGE OF DORCHESTER CLARK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"5501920450",1,351,"Wisconsin","Clark Village","Dorchester","DRE-Touchscreen","Yes","Village","VILLAGE OF DORCHESTER","CLARK",1,0,1,0
"1578","VILLAGE OF DORCHESTER MARATHON",0,0,0,1,0,1,1,100,2,0,3,1,300,66.6666666666667,33.3333333333333,0,-2,0,0,-66.6666666666667,66.6666666666667,0,100,-200,0,1,"MARATHON","VILLAGE OF DORCHESTER","VILLAGE OF DORCHESTER WARD 2",0,NA,NA,NA,"VILLAGE OF DORCHESTER CLARK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"5507320450",1,351,"Wisconsin","Clark Village","Dorchester","DRE-Touchscreen","Yes","Village","VILLAGE OF DORCHESTER","CLARK",1,0,1,0
"1579","VILLAGE OF DOUSMAN WAUKESHA",371,28.4291187739464,82,1305,6.28352490421456,1646,852,65.2873563218391,413,8,1359,938,82.5637910085055,30.3899926416483,69.0213392200147,0.588668138337012,-42,-86,74,-1.96087386770191,-3.73398289817564,5.69485676587755,79.2831105710814,-3.28068043742407,0,0,"WAUKESHA","VILLAGE OF DOUSMAN","VILLAGE OF DOUSMAN WARDS 1-3",1,"ES&S","ES&S DS200","ES&S ExpressVote","VILLAGE OF DOUSMAN WAUKESHA",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5513320550",1,1584,"Wisconsin","Waukesha Village","Dousman","Optical Scan","Yes","Village","VILLAGE OF DOUSMAN","WAUKESHA",0,1,0,1
"1580","VILLAGE OF DOWNING DUNN",28,23.5294117647059,2,119,1.68067226890756,131,89,74.7899159663866,55,0,100,45,76.3358778625954,55,45,0,-27,44,2,-31.4705882352941,29.7899159663866,1.68067226890756,90.8396946564885,14.5038167938931,0,1,"DUNN","VILLAGE OF DOWNING","VILLAGE OF DOWNING WARD 1",0,NA,NA,NA,"VILLAGE OF DOWNING DUNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5503320675",1,118,"Wisconsin","Dunn Village","Downing","DRE-Touchscreen","Yes","Village","VILLAGE OF DOWNING","DUNN",1,0,1,0
"1581","VILLAGE OF DOYLESTOWN COLUMBIA",63,45.3237410071942,15,139,10.7913669064748,163,61,43.8848920863309,90,3,142,49,87.1165644171779,63.3802816901408,34.5070422535211,2.11267605633803,-27,12,12,-18.0565406829466,9.37784983280981,8.67869085013679,85.2760736196319,-1.84049079754601,1,1,"COLUMBIA","VILLAGE OF DOYLESTOWN","VILLAGE OF DOYLESTOWN WARD 1",1,"ES&S","ES&S M100","ES&S Automark","VILLAGE OF DOYLESTOWN COLUMBIA",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502120775",1,166,"Wisconsin","Columbia Village","Doylestown","Ballot Marking Device or System","Yes","Village","VILLAGE OF DOYLESTOWN","COLUMBIA",0,1,0,1
"1582","VILLAGE OF DRESSER POLK",149,35.1415094339623,40,424,9.43396226415094,500,235,55.4245283018868,166,6,431,259,86.2,38.5150812064965,60.092807424594,1.39211136890951,-17,-24,34,-3.37357177253426,-4.66827912270718,8.04185089524143,84.8,-1.40000000000001,0,0,"POLK","VILLAGE OF DRESSER","VILLAGE OF DRESSER WARD 1",0,NA,NA,NA,"VILLAGE OF DRESSER POLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5509520850",1,500,"Wisconsin","Polk Village","Dresser","DRE-Touchscreen","Yes","Village","VILLAGE OF DRESSER","POLK",1,0,1,0
"1583","VILLAGE OF EAGLE WAUKESHA",240,21.2014134275618,80,1132,7.06713780918728,1275,812,71.7314487632509,283,16,1106,807,86.7450980392157,25.5877034358047,72.9656419529837,1.44665461121157,-43,5,64,-4.38629000824287,-1.23419318973285,5.62048319797571,88.7843137254902,2.0392156862745,0,0,"WAUKESHA","VILLAGE OF EAGLE","VILLAGE OF EAGLE WARDS 1-2",1,"ES&S","ES&S DS200","ES&S ExpressVote","VILLAGE OF EAGLE WAUKESHA",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5513321425",1,1269,"Wisconsin","Waukesha Village","Eagle","Ballot Marking Device or System","Yes","Village","VILLAGE OF EAGLE","WAUKESHA",0,1,0,1
"1584","VILLAGE OF EAST TROY WALWORTH",730,29.9917830731307,206,2434,8.46343467543139,2768,1498,61.544782251438,881,27,2439,1531,88.114161849711,36.1213612136121,62.7716277162772,1.1070110701107,-151,-33,179,-6.12957814048148,-1.22684546483921,7.35642360532069,87.9335260115607,-0.180635838150295,0,0,"WALWORTH","VILLAGE OF EAST TROY","VILLAGE OF EAST TROY WARD 1-5",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","VILLAGE OF EAST TROY WALWORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512722100",1,2793,"Wisconsin","Walworth Village","East Troy","Optical Scan","Yes","Village","VILLAGE OF EAST TROY","WALWORTH",0,1,1,0
"1585","VILLAGE OF EASTMAN CRAWFORD",55,31.0734463276836,11,177,6.21468926553672,239,111,62.7118644067797,85,4,174,85,72.8033472803347,48.8505747126437,48.8505747126437,2.29885057471264,-30,26,7,-17.7771283849601,13.861289694136,3.91583869082408,74.0585774058577,1.255230125523,0,0,"CRAWFORD","VILLAGE OF EASTMAN","VILLAGE OF EASTMAN WARD 1",0,NA,NA,NA,"VILLAGE OF EASTMAN CRAWFORD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5502321900",1,216,"Wisconsin","Crawford Village","Eastman","DRE-Touchscreen","Yes","Village","VILLAGE OF EASTMAN","CRAWFORD",1,0,1,0
"1586","VILLAGE OF EDEN FOND DU LAC",101,25.5050505050505,17,396,4.29292929292929,459,278,70.2020202020202,176,3,417,238,90.8496732026144,42.2062350119904,57.0743405275779,0.719424460431655,-75,40,14,-16.7011845069399,13.1276796744423,3.57350483249764,86.2745098039216,-4.57516339869281,0,0,"FOND DU LAC","VILLAGE OF EDEN","VILLAGE OF EDEN WARD 1",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","VILLAGE OF EDEN FOND DU LAC",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5503922475",1,463,"Wisconsin","Fond du Lac Village","Eden","Optical Scan","Yes","Village","VILLAGE OF EDEN","FOND DU LAC",0,1,0,1
"1587","VILLAGE OF EDGAR MARATHON",267,35.6,41,750,5.46666666666667,898,442,58.9333333333333,342,5,779,432,86.7483296213808,43.9024390243902,55.4557124518614,0.641848523748395,-75,10,36,-8.30243902439025,3.47762088147198,4.82481814291827,83.5189309576838,-3.2293986636971,0,0,"MARATHON","VILLAGE OF EDGAR","VILLAGE OF EDGAR WARDS 1-2",1,"ES&S","ES&S DS200","ES&S Automark","VILLAGE OF EDGAR MARATHON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507322550",1,102,"Wisconsin","Marathon Village","Edgar","Ballot Marking Device or System","Yes","Village","VILLAGE OF EDGAR","MARATHON",0,1,0,1
"1588","VILLAGE OF EGG HARBOR DOOR",113,56.2189054726368,8,201,3.98009950248756,235,80,39.8009950248756,117,0,199,82,84.6808510638298,58.7939698492462,41.2060301507538,0,-4,-2,8,-2.57506437660942,-1.40503512587814,3.98009950248756,85.531914893617,0.851063829787236,1,1,"DOOR","VILLAGE OF EGG HARBOR","VILLAGE OF EGG HARBOR WARD 1",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","VILLAGE OF EGG HARBOR DOOR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502922850",1,236,"Wisconsin","Door Village","Egg Harbor","Ballot Marking Device or System","Yes","Village","VILLAGE OF EGG HARBOR","DOOR",0,1,0,1
"1589","VILLAGE OF ELAND SHAWANO",58,53.7037037037037,3,108,2.77777777777778,143,47,43.5185185185185,83,0,127,44,88.8111888111888,65.3543307086614,34.6456692913386,0,-25,3,3,-11.6506270049577,8.87284922717993,2.77777777777778,75.5244755244755,-13.2867132867133,1,1,"SHAWANO","VILLAGE OF ELAND","VILLAGE OF ELAND WARD 1",0,NA,NA,NA,"VILLAGE OF ELAND SHAWANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5511522975",1,138,"Wisconsin","Shawano Village","Eland","Hand Counted Paper Ballots","Yes","Village","VILLAGE OF ELAND","SHAWANO",1,0,1,0
"1590","VILLAGE OF ELDERON MARATHON",28,29.7872340425532,7,94,7.4468085106383,113,59,62.7659574468085,33,1,79,45,69.9115044247788,41.7721518987342,56.9620253164557,1.26582278481013,-5,14,6,-11.984917856181,5.80393213035281,6.18098572582817,83.1858407079646,13.2743362831858,0,0,"MARATHON","VILLAGE OF ELDERON","VILLAGE OF ELDERON WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","VILLAGE OF ELDERON MARATHON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507323075",1,93,"Wisconsin","Marathon Village","Elderon","Optical Scan","Yes","Village","VILLAGE OF ELDERON","MARATHON",0,1,0,1
"1591","VILLAGE OF ELEVA TREMPEALEAU",137,44.6254071661238,10,307,3.25732899022801,354,160,52.1172638436482,190,2,288,96,81.3559322033898,65.9722222222222,33.3333333333333,0.694444444444444,-53,64,8,-21.3468150560984,18.7839305103149,2.56288454578357,86.7231638418079,5.36723163841806,0,1,"TREMPEALEAU","VILLAGE OF ELEVA","VILLAGE OF ELEVA WARD 1",0,NA,NA,NA,"VILLAGE OF ELEVA TREMPEALEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512123175",1,352,"Wisconsin","Trempealeau Village","Eleva","Hand Counted Paper Ballots","Yes","Village","VILLAGE OF ELEVA","TREMPEALEAU",1,0,1,0
"1592","VILLAGE OF ELK MOUND DUNN",150,42.2535211267606,23,355,6.47887323943662,510,182,51.2676056338028,201,10,373,162,73.1372549019608,53.887399463807,43.4316353887399,2.68096514745308,-51,20,13,-11.6338783370464,7.83597024506287,3.79790809198354,69.6078431372549,-3.52941176470587,0,1,"DUNN","VILLAGE OF ELK MOUND","VILLAGE OF ELK MOUND WARD 1",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","VILLAGE OF ELK MOUND DUNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5503323325",1,461,"Wisconsin","Dunn Village","Elk Mound","Optical Scan","Yes","Village","VILLAGE OF ELK MOUND","DUNN",0,1,1,0
"1593","VILLAGE OF ELKHART LAKE SHEBOYGAN",308,43.9372325249643,55,701,7.84593437945792,835,338,48.2168330955777,294,19,679,366,81.3173652694611,43.298969072165,53.9027982326951,2.79823269513991,14,-28,36,0.638263452799386,-5.6859651371174,5.047701684318,83.9520958083832,2.63473053892216,0,0,"SHEBOYGAN","VILLAGE OF ELKHART LAKE","VILLAGE OF ELKHART LAKE WARDS 1-2",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","VILLAGE OF ELKHART LAKE SHEBOYGAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5511723275",1,805,"Wisconsin","Sheboygan Village","Elkhart Lake","DRE-Touchscreen","Yes","Village","VILLAGE OF ELKHART LAKE","SHEBOYGAN",0,1,1,0
"1594","VILLAGE OF ELLSWORTH PIERCE",518,37.1592539454806,97,1394,6.9583931133429,1775,779,55.8823529411765,722,10,1453,721,81.8591549295775,49.6902959394357,49.6214728148658,0.688231245698555,-204,58,87,-12.531041993955,6.26088012631067,6.27016186764434,78.5352112676056,-3.32394366197182,0,1,"PIERCE","VILLAGE OF ELLSWORTH","VILLAGE OF ELLSWORTH WARD 1-4",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","VILLAGE OF ELLSWORTH PIERCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5509323525",1,1776,"Wisconsin","Pierce Village","Ellsworth","DRE-Touchscreen","Yes","Village","VILLAGE OF ELLSWORTH","PIERCE",0,1,1,0
"1595","VILLAGE OF ELM GROVE WAUKESHA",1706,39.8877718026654,286,4277,6.68693009118541,5153,2285,53.4252981061492,1388,30,4386,2968,85.1154667184165,31.6461468308254,67.6698586411309,0.683994528043776,318,-683,256,8.24162497184006,-14.2445605349817,6.00293556314163,83.0001940617116,-2.11527265670483,0,0,"WAUKESHA","VILLAGE OF ELM GROVE","VILLAGE OF ELM GROVE WARD 1-4",1,"ES&S","ES&S DS200","ES&S ExpressVote","VILLAGE OF ELM GROVE WAUKESHA",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5513323575",1,5000,"Wisconsin","Waukesha Village","Elm Grove","Ballot Marking Device or System","Yes","Village","VILLAGE OF ELM GROVE","WAUKESHA",0,1,0,1
"1596","VILLAGE OF ELMWOOD PARK RACINE",150,48.3870967741936,13,310,4.19354838709677,401,147,47.4193548387097,172,4,337,161,84.0399002493766,51.0385756676558,47.7744807121662,1.18694362017804,-22,-14,9,-2.65147889346223,-0.355125873456494,3.00660476691873,77.3067331670823,-6.73316708229426,1,1,"RACINE","VILLAGE OF ELMWOOD PARK","VILLAGE OF ELMWOOD PARK WARD 1",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","VILLAGE OF ELMWOOD PARK RACINE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5510123725",1,375,"Wisconsin","Racine Village","Elmwood Park","Optical Scan","Yes","Village","VILLAGE OF ELMWOOD PARK","RACINE",0,1,1,0
"1597","VILLAGE OF ELMWOOD PIERCE",121,31.025641025641,22,390,5.64102564102564,505,247,63.3333333333333,202,9,407,196,80.5940594059406,49.6314496314496,48.1572481572482,2.21130221130221,-81,51,13,-18.6058086058086,15.1760851760852,3.42972342972343,77.2277227722772,-3.36633663366337,0,1,"PIERCE","VILLAGE OF ELMWOOD","VILLAGE OF ELMWOOD WARD 1",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","VILLAGE OF ELMWOOD PIERCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5509323700",1,434,"Wisconsin","Pierce Village","Elmwood","DRE-Touchscreen","Yes","Village","VILLAGE OF ELMWOOD","PIERCE",0,1,1,0
"1598","VILLAGE OF EMBARRASS WAUPACA",41,25.625,9,160,5.625,184,110,68.75,53,1,151,97,82.0652173913043,35.0993377483444,64.2384105960265,0.662251655629139,-12,13,8,-9.47433774834438,4.51158940397352,4.96274834437086,86.9565217391304,4.89130434782609,0,0,"WAUPACA","VILLAGE OF EMBARRASS","VILLAGE OF EMBARRASS WARD 1",0,NA,NA,NA,"VILLAGE OF EMBARRASS WAUPACA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5513523850",1,177,"Wisconsin","Waupaca Village","Embarrass","Hand Counted Paper Ballots","Yes","Village","VILLAGE OF EMBARRASS","WAUPACA",1,0,1,0
"1599","VILLAGE OF ENDEAVOR MARQUETTE",63,34.2391304347826,10,184,5.43478260869565,233,111,60.3260869565217,119,4,218,95,93.5622317596567,54.5871559633027,43.5779816513761,1.8348623853211,-56,16,6,-20.3480255285201,16.7481053051456,3.59992022337455,78.9699570815451,-14.5922746781116,0,1,"MARQUETTE","VILLAGE OF ENDEAVOR","VILLAGE OF ENDEAVOR WARD 1",0,NA,NA,NA,"VILLAGE OF ENDEAVOR MARQUETTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5507724075",1,239,"Wisconsin","Marquette Village","Endeavor","DRE-Touchscreen","Yes","Village","VILLAGE OF ENDEAVOR","MARQUETTE",1,0,1,0
